"code_domaine_competence","domaine_competence","code_enjeu","enjeu","code_objectif","objectif","code_macro_competence","code_ogr_macro_competence","libelle_macro_competence","code_ogr_competence","libelle_competence"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","482806","Traiter les informations relatives aux études en cours"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","482924","Collaborer avec des équipes de recherche clinique"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","483020","Conduire des recherches pour améliorer les techniques de vinification et de culture de la vigne"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","483097","Suivre l'avancement des études cliniques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","483371","Participer à des projets de recherche clinique"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","484224","Conduire des études sur la santé des populations scolaires"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","484309","Conduire des recherches sur l'histoire de certaines œuvres"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","485435","Contribuer à la recherche en orthophonie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","485525","Construire son projet de recherche en astronomie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","487144","Innover dans la conception de combustibles nucléaires plus efficaces"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","489289","Réaliser un benchmark des initiatives existantes en matière de responsabilité sociétale et environnementale"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","490179","Comprendre des documents de recherche (croquis, dessin, description...) et des modes opératoires, y compris en anglais"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","500585","Analyser les caractéristiques géologiques des champs pétrolifères"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","501050","Construire un projet de recherche en radiologie pour améliorer les techniques d'imagerie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","501340","Diriger des fouilles sur des sites archéologiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","501560","Contribuer à des études cliniques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","501694","Collaborer avec des organismes de recherche en écologie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","501730","Participer à des études cliniques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","501754","Participer à des projets de recherche forestière"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","501764","Intégrer des perspectives multidisciplinaires dans les études"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","504026","Mettre en place des protocoles de recherche en sciences humaines"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","504135","Conduire des études qualitatives et quantitatives"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","504316","Conduire des analyses morphologiques sur des fossiles"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","504791","Mener des études comparatives interculturelles"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","505036","Contribuer à la recherche clinique en neurochirurgie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","505678","Contribuer à des études cliniques pour tester de nouveaux médicaments"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","505896","Réaliser des études généalogiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","506193","Déterminer la quantité d'énergie exploitable dans le sous-sol"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","507063","Construire des projets de recherche en linguistique appliquée"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","507299","Utiliser des instruments géophysiques pour collecter des données sur le terrain (sismographe, gravimètres, magnétomètre, etc.)"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","507304","Gérer des projets de recherche et développement en géophysique"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","507839","Collaborer avec des instituts de recherche pour améliorer les techniques de contrôle"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","507886","Impliquer les étudiants dans des projets de recherche appliquée"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","508016","Participer à des programmes de recherche en génétique"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","508120","Analyser des interactions sociales"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","508123","Collaborer avec des institutions académiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","508397","Collaborer avec des équipes internationales pour des projets de recherche"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","508439","Construire des projets de recherche en climatologie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","508710","Collaborer avec des chercheurs pour des études météorologiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","508717","Gérer des projets de recherche en météorologie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511453","Mobiliser des méthodes qualitatives et quantitatives pour analyser les données recueillies et en dégager des interprétations"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511860","Formuler des hypothèses et en tester la fiabilité"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511863","Effectuer des recherches académiques approfondies"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511864","Collecter, analyser et croiser des sources primaires et secondaires"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511865","Vérifier l'authenticité des sources, supports et témoignages"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511866","Permettre la compréhension de la société actuelle, en explorant et en expliquant l'évolution des sociétés"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511867","Examiner et interpréter les informations recueillies afin de comprendre les contextes, les causes, et les conséquences des événements passés"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511868","Gérer et organiser des collections de documents historiques pour en garantir l'accessibilité et la préservation"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511869","Collaborer avec des musées, des réalisateurs de films, des auteurs de manuels scolaires, et des journalistes afin de s'assurer de l'exactitude historique dans leurs travaux"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511871","Analyser et interpréter des documents complexes et en tirer des conclusions basées sur des preuves indirectes"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511887","Etablir des comparaisons entre plusieurs cultures pour mieux comprendre les spécificités et les similitudes"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511889","Interpréter des données dans un contexte scientifique et développer des théories"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511936","Diffuser ses résultats sous forme de synthèses et de graphiques auprès des responsables politiques et économiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511939","Analyser les tendances de natalité, mortalité, migrations, et les structures par âge et sexe"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511940","Etudier les comportements démographiques (fertilité, mortalité, nuptialité, migrations, etc.)"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511941","Faire des projections démographiques à court, moyen et long terme pour estimer la population future et ses caractéristiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511942","Fournir des analyses démographiques pour aider à la planification des politiques publiques (santé, éducation, logement, etc.)"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511943","Conseiller sur les stratégies à adopter en réponse aux changements démographiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511958","Mener une exploration complète : s'informer sur les recherches déjà menées sur le sujet et capitaliser les connaissances existantes"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","511959","Respecter une démarche scientifique excluant toute subjectivité"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","512039","Découvrir des vestiges, qui deviennent des objets de sciences, pour reconstituer la manière dont était occupé le territoire, les activités des hommes, leurs modes de vie et comportements sociaux"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","512040","Analyser en laboratoire les sépultures, tessons d'amphores, éclats de métal, empreintes, pollens, etc"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","512042","Mener les études post-fouilles (lavage des objets, tri, analyse de chaque élément trouvé)"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","512044","Guider les engins de fouille (pelle mécanique, par exemple)"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","512045","Dresser le plan du site archéologique"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","512306","Participer à des travaux de recherche et développement de nouveaux équipements ou nouvelles technologies ou organisations"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","512884","Concevoir et formaliser des protocoles de recherche et des études scientifiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","513565","Analyser les ressources d'une région et évaluer les sites géothermiques potentiels"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","516485","Collaborer avec des organismes de recherche marine"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","516541","Collaborer avec des scientifiques pour la recherche halieutique"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","517006","Participer à des projets de recherche en architecture navale"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","517271","Respecter les normes internationales dans les études aéronautiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","517343","Mener des études sur la biodiversité locale"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","517648","Conduire des études de terrain pour valider des données géographiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","518145","Participer à des projets de recherche appliquée"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","518148","Planifier et suivre les projets de R&D en respectant les délais et les budgets"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","518787","Rechercher et évaluer les gisements de matières organiques (déchets agricoles, effluents d'élevage, boues de stations d'épuration, etc.)"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519202","Gérer des projets de recherche en respectant les délais et les budgets"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519339","Conduire des missions de terrain pour observer et étudier les écosystèmes marins"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519340","Développer des modèles mathématiques pour prédire les changements dans les écosystèmes marins"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519341","Echantillonner les organismes pour des études taxonomiques et génétiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519342","Etudier les interactions entre les espèces marines et leur environnement"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519343","Observer les comportements des espèces dans leur habitat naturel"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519344","Participer à des expéditions scientifiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519345","Rechercher des solutions pour la conservation et la restauration des écosystèmes"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519366","Analyser les comportements animaux dans leur milieu naturel"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519368","Utiliser des outils technologiques pour le suivi des espèces"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519369","Interpréter des résultats statistiques et scientifiques"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519500","Etudier les interactions entre les plantes et leur environnement"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519501","Contribuer à la conservation et à la gestion durable des ressources végétales"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519503","Développer des espèces végétales plus résilientes et mieux adaptées"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519504","Mener des recherches pour réduire ou abandonner l'usage d'intrants en agroécologie"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519505","Identifier et améliorer les méthodes de cultures, la productivité et la durabilité des exploitations"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519506","Développer de nouvelles technologies, variétés végétales ou méthodes de production respectueuses de l'environnement"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519508","Cultiver des souches microbiennes dans des conditions contrôlées"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519509","Identifier des micro-organismes à l'aide de techniques moléculaires"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519510","Interpréter des données de séquençage génomique"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","519530","Mener des travaux de recherche en aquarium"
"2","Communication, Création, Innovation, Nouvelles technologies","2C","Recherche, Innovation","2C3","Expérimenter, piloter la recherche et l'innovation","2C308","300085","Conduire des travaux d'études et de recherche","521259","Assurer la liaison avec le donneur d'ordre et les parties prenantes des études et diagnostics"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","104537","Paramétrer un programme d'automatisation pour un automate programmable"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","106695","Réinitialiser un programme"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","106840","Configurer le poste de travail aux besoins de l'utilisateur"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","106858","Réaliser une configuration standard sur un poste de travail"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","106860","Configurer les équipements réseau et serveurs"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","116834","Adapter des progiciels"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","117459","Documenter un logiciel"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","117731","Paramétrer un système d'information comptable"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","119683","Définir les données de programmation"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","122902","Programmer un engin de chantier"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","125869","Paramétrer un compte Google Analytics"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","400515","Paramétrer une installation domotique connectée"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","400568","Paramétrer un logiciel métier et l'interfacer à d'autres applicatifs"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","400629","Accéder directement en écriture sur des machines et serveurs pour configurer"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","402200","Maîtriser les interfaces informatiques et la compréhension des signaux d'alerte"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","403919","Installer, configurer et enrichir un environnement numérique selon les besoins de l'organisation"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","405144","Concevoir et réaliser les fichiers informatiques nécessaires à l'édition d'un prototypage rapide des modèles (résines, cire, métal...)"
"2","Communication, Création, Innovation, Nouvelles technologies","2D","Data et Nouvelles technologies","2D1","Concevoir, développer, administrer un logiciel ou un SI","2D101","300198","Paramétrer un logiciel, un outil, un système numérique","405149","Réaliser une rétro conception si nécessaire"
