"code_rome","code_ogr","coeur_metier"
"A1101","23376",""
"A1101","38055",""
"A1101","100003","Principale"
"A1101","100011",""
"A1101","100015",""
"A1101","100016",""
"A1101","100017",""
"A1101","100019",""
"A1101","100057",""
"A1101","100104",""
"A1101","101869",""
"A1101","104016",""
"A1101","104425",""
"A1101","104514",""
"A1101","104547",""
"A1101","105545",""
"A1101","106465",""
"A1101","107141",""
"A1101","109995",""
"A1101","109998",""
"A1101","110024",""
"A1101","116781",""
"A1101","117548",""
"A1101","120016",""
"A1101","121998",""
"A1101","122567",""
"A1101","122573","Principale"
"A1101","122730","Principale"
"A1101","122817",""
"A1101","122853","Principale"
"A1101","122854",""
"A1101","122855",""
"A1101","123046",""
"A1101","123176",""
"A1101","123701",""
"A1101","125527","Principale"
"A1101","200042",""
"A1101","200047",""
"A1101","200048",""
"A1101","300152",""
"A1101","300160","Principale"
"A1101","300172","Principale"
"A1101","300183",""
"A1101","300364",""
"A1101","300446",""
"A1101","300460",""
"A1101","300465",""
"A1101","300490",""
"A1101","300781",""
"A1101","300783",""
"A1101","300795",""
"A1101","300805",""
"A1101","300824",""
"A1101","400094",""
"A1101","402131",""
"A1101","403095",""
"A1101","403960",""
"A1101","403970",""
"A1101","403984",""
"A1101","404006","Principale"
"A1101","404016",""
"A1101","404020","Principale"
"A1101","404310",""
"A1101","404315",""
"A1101","487216",""
"A1101","492761",""
"A1102","23376",""
"A1102","38055",""
"A1102","100015",""
"A1102","100017",""
"A1102","100019",""
"A1102","100023","Principale"
"A1102","100057",""
"A1102","100240","Principale"
"A1102","103060",""
"A1102","104016",""
"A1102","104425",""
"A1102","104514","Principale"
"A1102","104547",""
"A1102","107058",""
"A1102","107141",""
"A1102","109995",""
"A1102","110503",""
"A1102","117489",""
"A1102","118788",""
"A1102","120408",""
"A1102","122567","Principale"
"A1102","122575",""
"A1102","122579",""
"A1102","122698",""
"A1102","122817",""
"A1102","123009",""
"A1102","123176",""
"A1102","123699",""
"A1102","123701",""
"A1102","124629",""
"A1102","125144","Principale"
"A1102","300135","Principale"
"A1102","300152",""
"A1102","300172",""
"A1102","300236",""
"A1102","300264",""
"A1102","300270",""
"A1102","300297",""
"A1102","300353",""
"A1102","300364",""
"A1102","300446",""
"A1102","300460",""
"A1102","300483",""
"A1102","300490",""
"A1102","300781",""
"A1102","300783",""
"A1102","300795",""
"A1102","300805",""
"A1102","300824",""
"A1102","402131",""
"A1102","403095",""
"A1102","403962",""
"A1102","403969",""
"A1102","403984",""
"A1102","403985",""
"A1102","404006","Principale"
"A1102","404313",""
"A1102","404314",""
"A1102","404351",""
"A1102","487216",""
"A1102","490468",""
"A1102","492761",""
"A1102","515302",""
"A1201","38055",""
"A1201","100016",""
"A1201","100017",""
"A1201","100023","Principale"
"A1201","100029",""
"A1201","100030",""
"A1201","100032",""
"A1201","100033","Principale"
"A1201","100035",""
"A1201","100063",""
"A1201","100100",""
"A1201","100102",""
"A1201","104016",""
"A1201","104954",""
"A1201","107058",""
"A1201","110058",""
"A1201","117489",""
"A1201","119210",""
"A1201","119290",""
"A1201","120373",""
"A1201","120676",""
"A1201","121931",""
"A1201","122565","Principale"
"A1201","122567",""
"A1201","122575","Principale"
"A1201","122578",""
"A1201","122579","Principale"
"A1201","122698",""
"A1201","122728","Principale"
"A1201","122772",""
"A1201","123072",""
"A1201","125144",""
"A1201","125314",""
"A1201","126336","Principale"
"A1201","300297",""
"A1201","300446",""
"A1201","300460",""
"A1201","300473",""
"A1201","300490",""
"A1201","300779",""
"A1201","300783",""
"A1201","300790",""
"A1201","300794",""
"A1201","300795",""
"A1201","300806",""
"A1201","400207",""
"A1201","400813",""
"A1201","403103",""
"A1201","403104",""
"A1201","403106",""
"A1201","403960",""
"A1201","403985",""
"A1201","404314",""
"A1201","404351",""
"A1201","405285",""
"A1201","405349",""
"A1201","479278","Principale"
"A1201","479725",""
"A1201","484509",""
"A1201","489620",""
"A1201","490668",""
"A1201","490669",""
"A1201","490670",""
"A1201","493146",""
"A1201","498373",""
"A1201","498585",""
"A1201","499947",""
"A1201","499948","Principale"
"A1201","499949",""
"A1201","499950",""
"A1201","506249",""
"A1201","511219",""
"A1202","38055",""
"A1202","100019",""
"A1202","100032",""
"A1202","100050",""
"A1202","100057",""
"A1202","100158",""
"A1202","106963",""
"A1202","110560",""
"A1202","113863",""
"A1202","113865",""
"A1202","113866",""
"A1202","119210","Principale"
"A1202","120676",""
"A1202","121240",""
"A1202","122570","Principale"
"A1202","122580",""
"A1202","122719","Principale"
"A1202","122746",""
"A1202","122854",""
"A1202","124544",""
"A1202","124552",""
"A1202","124553",""
"A1202","125158",""
"A1202","125265",""
"A1202","125978","Principale"
"A1202","126171",""
"A1202","140912",""
"A1202","300446",""
"A1202","300460",""
"A1202","300465",""
"A1202","300483",""
"A1202","300783",""
"A1202","300794",""
"A1202","300849",""
"A1202","400151","Principale"
"A1202","403103",""
"A1202","403104",""
"A1202","403962",""
"A1202","404351",""
"A1202","405285",""
"A1202","405349",""
"A1202","476962",""
"A1202","478462",""
"A1202","479040",""
"A1202","481564",""
"A1202","481565",""
"A1202","487163","Principale"
"A1202","489310","Principale"
"A1202","489311","Principale"
"A1202","489533",""
"A1202","506244","Principale"
"A1202","514814","Principale"
"A1202","520065",""
"A1203","38055",""
"A1203","100011",""
"A1203","100019",""
"A1203","100032","Principale"
"A1203","100050",""
"A1203","100063","Principale"
"A1203","100064","Principale"
"A1203","100091",""
"A1203","101869",""
"A1203","103070",""
"A1203","104929",""
"A1203","106963",""
"A1203","108761",""
"A1203","116214",""
"A1203","116714","Principale"
"A1203","120676","Principale"
"A1203","121159",""
"A1203","121998",""
"A1203","122569",""
"A1203","122570","Principale"
"A1203","122580",""
"A1203","122730",""
"A1203","122739","Principale"
"A1203","122781",""
"A1203","122783",""
"A1203","122833",""
"A1203","122843","Principale"
"A1203","123026",""
"A1203","123028",""
"A1203","124552",""
"A1203","124924",""
"A1203","125978",""
"A1203","140913",""
"A1203","300292",""
"A1203","300408",""
"A1203","300426",""
"A1203","300465",""
"A1203","300483",""
"A1203","300497",""
"A1203","300783",""
"A1203","300794",""
"A1203","300795",""
"A1203","300806",""
"A1203","400761",""
"A1203","403103",""
"A1203","403104",""
"A1203","403441",""
"A1203","403898","Principale"
"A1203","403987",""
"A1203","405285",""
"A1203","405390",""
"A1203","477767",""
"A1203","477768",""
"A1203","477769",""
"A1203","477773",""
"A1203","477774",""
"A1203","477778",""
"A1203","483172",""
"A1203","483173","Principale"
"A1203","484510",""
"A1203","486074","Principale"
"A1203","487163",""
"A1203","489310",""
"A1203","489398",""
"A1203","489533",""
"A1203","490652",""
"A1203","490653",""
"A1203","490654",""
"A1203","490655",""
"A1203","490656",""
"A1203","490659",""
"A1203","490660",""
"A1203","500199","Principale"
"A1203","506244","Principale"
"A1203","522040",""
"A1204","23376",""
"A1204","100015",""
"A1204","100019",""
"A1204","100050","Principale"
"A1204","100051",""
"A1204","100057",""
"A1204","100068","Principale"
"A1204","100071","Principale"
"A1204","100075",""
"A1204","100076",""
"A1204","100077",""
"A1204","100078",""
"A1204","100079",""
"A1204","100083",""
"A1204","100086",""
"A1204","100087",""
"A1204","100088",""
"A1204","100091",""
"A1204","100098",""
"A1204","100158",""
"A1204","100362",""
"A1204","101064",""
"A1204","113872",""
"A1204","113876",""
"A1204","118135",""
"A1204","119407",""
"A1204","120439",""
"A1204","120721",""
"A1204","122719","Principale"
"A1204","123642","Principale"
"A1204","123894",""
"A1204","125711",""
"A1204","125713",""
"A1204","125714",""
"A1204","300426",""
"A1204","300446",""
"A1204","300465",""
"A1204","300483",""
"A1204","300490",""
"A1204","300677",""
"A1204","300783",""
"A1204","300803",""
"A1204","300804",""
"A1204","300806",""
"A1204","300849",""
"A1204","400151",""
"A1204","400415","Principale"
"A1204","402011",""
"A1204","403020",""
"A1204","403103",""
"A1204","403104",""
"A1204","403963",""
"A1204","404314",""
"A1204","405285",""
"A1204","405349",""
"A1204","479729",""
"A1204","481494",""
"A1204","482368","Principale"
"A1204","485816",""
"A1204","490468",""
"A1204","490650",""
"A1204","490671",""
"A1204","490672",""
"A1204","495638",""
"A1204","501701","Principale"
"A1204","511918","Principale"
"A1204","514076",""
"A1204","515827",""
"A1204","517339","Principale"
"A1204","517340",""
"A1204","517343",""
"A1204","517344",""
"A1204","517345",""
"A1204","517348",""
"A1204","517349",""
"A1204","517350","Principale"
"A1204","517375","Principale"
"A1204","519245","Principale"
"A1204","519246",""
"A1204","519247","Principale"
"A1204","519248",""
"A1204","522062",""
"A1204","522103",""
"A1204","522495",""
"A1205","38055",""
"A1205","100019",""
"A1205","100030",""
"A1205","100057",""
"A1205","100076",""
"A1205","100097",""
"A1205","100104",""
"A1205","100105",""
"A1205","104585",""
"A1205","107058",""
"A1205","118136",""
"A1205","121752","Principale"
"A1205","122009",""
"A1205","122534",""
"A1205","122567",""
"A1205","122573",""
"A1205","122698",""
"A1205","122719",""
"A1205","122817",""
"A1205","122843","Principale"
"A1205","123046","Principale"
"A1205","123995",""
"A1205","124377",""
"A1205","125258",""
"A1205","125968",""
"A1205","300175","Principale"
"A1205","300379",""
"A1205","300396",""
"A1205","300460",""
"A1205","300467",""
"A1205","300490",""
"A1205","300779",""
"A1205","300783",""
"A1205","300794",""
"A1205","300795",""
"A1205","400866","Principale"
"A1205","403103",""
"A1205","403104",""
"A1205","403106",""
"A1205","403853",""
"A1205","404314",""
"A1205","404771",""
"A1205","404873",""
"A1205","405516",""
"A1205","479278",""
"A1205","479723",""
"A1205","479725",""
"A1205","479727",""
"A1205","481118",""
"A1205","481415",""
"A1205","482087",""
"A1205","483555",""
"A1205","483717",""
"A1205","485833",""
"A1205","486243","Principale"
"A1205","486244",""
"A1205","486246",""
"A1205","486253",""
"A1205","486571",""
"A1205","486574",""
"A1205","486578",""
"A1205","490671",""
"A1205","493146",""
"A1205","494277",""
"A1205","499949",""
"A1205","501754",""
"A1205","503081","Principale"
"A1205","503082","Principale"
"A1205","503085",""
"A1205","503086","Principale"
"A1205","503088",""
"A1205","503093",""
"A1205","503370",""
"A1205","506715",""
"A1205","507006",""
"A1205","508565",""
"A1205","511281",""
"A1205","511282",""
"A1205","511283",""
"A1205","514020",""
"A1206","100019",""
"A1206","100057",""
"A1206","100091",""
"A1206","100129",""
"A1206","101640",""
"A1206","102074",""
"A1206","103043",""
"A1206","103045",""
"A1206","103060",""
"A1206","116467",""
"A1206","118949",""
"A1206","119187",""
"A1206","119245",""
"A1206","119432",""
"A1206","119672","Principale"
"A1206","121339",""
"A1206","122480",""
"A1206","123434",""
"A1206","123488",""
"A1206","123538","Principale"
"A1206","124220",""
"A1206","124243","Principale"
"A1206","124970",""
"A1206","125508","Principale"
"A1206","125772",""
"A1206","125915",""
"A1206","300446",""
"A1206","300465",""
"A1206","300483",""
"A1206","300488",""
"A1206","300489",""
"A1206","300497",""
"A1206","300502",""
"A1206","300779",""
"A1206","300819",""
"A1206","300837",""
"A1206","300878",""
"A1206","400098",""
"A1206","400415",""
"A1206","400694","Principale"
"A1206","402265",""
"A1206","402317","Principale"
"A1206","403093",""
"A1206","403103",""
"A1206","403104",""
"A1206","403106",""
"A1206","403107",""
"A1206","403375",""
"A1206","404821","Principale"
"A1206","405285",""
"A1206","405348",""
"A1206","477767",""
"A1206","478597",""
"A1206","478599","Principale"
"A1206","478601",""
"A1206","478603",""
"A1206","479035",""
"A1206","482626",""
"A1206","482738",""
"A1206","483946","Principale"
"A1206","483947",""
"A1206","483948",""
"A1206","484267",""
"A1206","484271",""
"A1206","486114","Principale"
"A1206","486829",""
"A1206","489495",""
"A1206","490662",""
"A1206","490663",""
"A1206","492761",""
"A1206","493146",""
"A1206","496720",""
"A1206","504120",""
"A1206","513592",""
"A1206","513600",""
"A1206","513601",""
"A1206","513607",""
"A1207","38055",""
"A1207","100019","Principale"
"A1207","100050","Principale"
"A1207","100057",""
"A1207","103190","Principale"
"A1207","110161",""
"A1207","113863",""
"A1207","113865","Principale"
"A1207","113866",""
"A1207","119759",""
"A1207","121048",""
"A1207","121075","Principale"
"A1207","122256",""
"A1207","122719",""
"A1207","124377",""
"A1207","125265",""
"A1207","125467",""
"A1207","125968",""
"A1207","300181",""
"A1207","300297","Principale"
"A1207","300408",""
"A1207","300436","Principale"
"A1207","300440",""
"A1207","300465",""
"A1207","300483",""
"A1207","300489",""
"A1207","300636","Principale"
"A1207","300783",""
"A1207","300794",""
"A1207","300806",""
"A1207","300849",""
"A1207","300920",""
"A1207","400153",""
"A1207","400415",""
"A1207","400550",""
"A1207","403103",""
"A1207","403104",""
"A1207","403441",""
"A1207","403554","Principale"
"A1207","403962",""
"A1207","405260",""
"A1207","405285",""
"A1207","405349",""
"A1207","476946",""
"A1207","478650","Principale"
"A1207","478654",""
"A1207","482263",""
"A1207","482269",""
"A1207","483174",""
"A1207","483224",""
"A1207","484020",""
"A1207","484021",""
"A1207","484023",""
"A1207","484025",""
"A1207","484026",""
"A1207","484647",""
"A1207","485687",""
"A1207","486837",""
"A1207","489311",""
"A1207","489314","Principale"
"A1207","489315","Principale"
"A1207","490650",""
"A1207","490651",""
"A1207","490652",""
"A1207","490663",""
"A1207","490672",""
"A1207","501321","Principale"
"A1207","507519","Principale"
"A1207","514076",""
"A1207","514562",""
"A1207","522068",""
"A1208","23374",""
"A1208","38055",""
"A1208","100011","Principale"
"A1208","100019","Principale"
"A1208","100057",""
"A1208","100063",""
"A1208","100064",""
"A1208","100104","Principale"
"A1208","100158","Principale"
"A1208","101869",""
"A1208","102717",""
"A1208","103070","Principale"
"A1208","106963",""
"A1208","110658",""
"A1208","116214","Principale"
"A1208","119210","Principale"
"A1208","120676",""
"A1208","122570","Principale"
"A1208","122730",""
"A1208","122781",""
"A1208","122783",""
"A1208","122843","Principale"
"A1208","124561",""
"A1208","125971",""
"A1208","126432",""
"A1208","140912",""
"A1208","140913",""
"A1208","300264",""
"A1208","300364",""
"A1208","300408",""
"A1208","300426",""
"A1208","300460",""
"A1208","300465",""
"A1208","300497",""
"A1208","300678",""
"A1208","300778",""
"A1208","300783",""
"A1208","300795",""
"A1208","300800",""
"A1208","300806",""
"A1208","300821",""
"A1208","300837",""
"A1208","400174",""
"A1208","400415",""
"A1208","400694",""
"A1208","400761",""
"A1208","400813",""
"A1208","403103",""
"A1208","403104",""
"A1208","403962",""
"A1208","403986",""
"A1208","403987",""
"A1208","404012","Principale"
"A1208","405390",""
"A1208","477767",""
"A1208","479032",""
"A1208","479033",""
"A1208","479035","Principale"
"A1208","479039",""
"A1208","479040",""
"A1208","479042","Principale"
"A1208","480286",""
"A1208","482269",""
"A1208","484266",""
"A1208","484267",""
"A1208","484268",""
"A1208","484271",""
"A1208","484272",""
"A1208","484510",""
"A1208","486074",""
"A1208","487163",""
"A1208","489495","Principale"
"A1208","489533","Principale"
"A1208","490652",""
"A1208","490654",""
"A1208","490655",""
"A1208","490657",""
"A1208","490659",""
"A1208","490663",""
"A1208","490664",""
"A1208","506244","Principale"
"A1208","512408",""
"A1208","513553",""
"A1208","522087",""
"A1208","522088",""
"A1209","38055",""
"A1209","100015",""
"A1209","100017","Principale"
"A1209","100019",""
"A1209","100032",""
"A1209","100034",""
"A1209","100035",""
"A1209","100063",""
"A1209","100100","Principale"
"A1209","100105","Principale"
"A1209","100240",""
"A1209","104996",""
"A1209","118325",""
"A1209","119210",""
"A1209","120373",""
"A1209","120676",""
"A1209","121224",""
"A1209","121599",""
"A1209","122575","Principale"
"A1209","122578",""
"A1209","122580","Principale"
"A1209","122698",""
"A1209","122728",""
"A1209","122772",""
"A1209","123754","Principale"
"A1209","300147",""
"A1209","300297",""
"A1209","300408",""
"A1209","300446",""
"A1209","300465",""
"A1209","300473",""
"A1209","300490",""
"A1209","300782",""
"A1209","300783",""
"A1209","300794",""
"A1209","300795",""
"A1209","300798",""
"A1209","300806",""
"A1209","400343",""
"A1209","400771",""
"A1209","400772","Principale"
"A1209","402030","Principale"
"A1209","403103",""
"A1209","403104",""
"A1209","403898","Principale"
"A1209","403987",""
"A1209","404314",""
"A1209","405385",""
"A1209","477767",""
"A1209","479278","Principale"
"A1209","479279",""
"A1209","479282",""
"A1209","481008",""
"A1209","481406",""
"A1209","483174",""
"A1209","484510",""
"A1209","484512","Principale"
"A1209","484514",""
"A1209","486248",""
"A1209","486555","Principale"
"A1209","486779",""
"A1209","489404","Principale"
"A1209","489620",""
"A1209","490654",""
"A1209","490657",""
"A1210","23381",""
"A1210","100017",""
"A1210","100032","Principale"
"A1210","100033",""
"A1210","100063","Principale"
"A1210","100100",""
"A1210","104954",""
"A1210","117587",""
"A1210","119210","Principale"
"A1210","120676","Principale"
"A1210","122009","Principale"
"A1210","122567","Principale"
"A1210","122574",""
"A1210","122576",""
"A1210","122578","Principale"
"A1210","122719",""
"A1210","122724",""
"A1210","122817",""
"A1210","122843","Principale"
"A1210","123043",""
"A1210","125978","Principale"
"A1210","300460",""
"A1210","300465",""
"A1210","300483",""
"A1210","300783",""
"A1210","300795",""
"A1210","300806",""
"A1210","402289",""
"A1210","403103",""
"A1210","403104",""
"A1210","403969",""
"A1210","404314",""
"A1210","404351",""
"A1210","405514","Principale"
"A1210","405521",""
"A1210","479278",""
"A1210","479723",""
"A1210","479725",""
"A1210","479727",""
"A1210","479729",""
"A1210","482087",""
"A1210","482269",""
"A1210","484509",""
"A1210","484857","Principale"
"A1210","484858",""
"A1210","484861",""
"A1210","489283",""
"A1210","490475",""
"A1210","490666",""
"A1210","490667",""
"A1210","490668",""
"A1210","490669",""
"A1210","490670",""
"A1210","506244",""
"A1211","38055",""
"A1211","100011",""
"A1211","100015","Principale"
"A1211","100019",""
"A1211","100032",""
"A1211","100063",""
"A1211","100064",""
"A1211","100158",""
"A1211","101869",""
"A1211","103070","Principale"
"A1211","106963",""
"A1211","110289","Principale"
"A1211","110658",""
"A1211","114886",""
"A1211","118788","Principale"
"A1211","119618",""
"A1211","119672",""
"A1211","120676",""
"A1211","121876","Principale"
"A1211","122739",""
"A1211","122781",""
"A1211","122783",""
"A1211","122843",""
"A1211","123463","Principale"
"A1211","124498","Principale"
"A1211","124552",""
"A1211","124976","Principale"
"A1211","126148",""
"A1211","140912",""
"A1211","140913",""
"A1211","300021",""
"A1211","300292","Principale"
"A1211","300307",""
"A1211","300408",""
"A1211","300426",""
"A1211","300465",""
"A1211","300479",""
"A1211","300483",""
"A1211","300489",""
"A1211","300778",""
"A1211","300779",""
"A1211","300783",""
"A1211","300821",""
"A1211","300837",""
"A1211","400096",""
"A1211","400224",""
"A1211","400415",""
"A1211","400761",""
"A1211","402102","Principale"
"A1211","402294",""
"A1211","403103",""
"A1211","403104",""
"A1211","403106",""
"A1211","403369",""
"A1211","403455",""
"A1211","403962",""
"A1211","477767",""
"A1211","479035","Principale"
"A1211","480948",""
"A1211","480950",""
"A1211","480954",""
"A1211","482269",""
"A1211","483946",""
"A1211","483947","Principale"
"A1211","484266",""
"A1211","484267",""
"A1211","484271",""
"A1211","484510",""
"A1211","486113",""
"A1211","486117",""
"A1211","489315",""
"A1211","489398",""
"A1211","489495",""
"A1211","490657",""
"A1211","490663",""
"A1211","490665",""
"A1211","499411",""
"A1211","506244","Principale"
"A1212","23378",""
"A1212","23381",""
"A1212","100017","Principale"
"A1212","100019",""
"A1212","100032",""
"A1212","100033",""
"A1212","100057",""
"A1212","100063",""
"A1212","100076",""
"A1212","107093",""
"A1212","116932",""
"A1212","119210",""
"A1212","119407",""
"A1212","120676",""
"A1212","122009","Principale"
"A1212","122567",""
"A1212","122569",""
"A1212","122576",""
"A1212","122578",""
"A1212","122698",""
"A1212","122719",""
"A1212","122817",""
"A1212","122843",""
"A1212","122851",""
"A1212","123043",""
"A1212","123046","Principale"
"A1212","124377",""
"A1212","124814",""
"A1212","125056","Principale"
"A1212","125971",""
"A1212","300172",""
"A1212","300214",""
"A1212","300280",""
"A1212","300436","Principale"
"A1212","300446",""
"A1212","300460",""
"A1212","300461",""
"A1212","300465",""
"A1212","300467",""
"A1212","300579",""
"A1212","300779",""
"A1212","300783",""
"A1212","300795",""
"A1212","300806",""
"A1212","400151","Principale"
"A1212","400323",""
"A1212","400752",""
"A1212","402289",""
"A1212","403103",""
"A1212","403104",""
"A1212","404314",""
"A1212","405515","Principale"
"A1212","405521","Principale"
"A1212","476950",""
"A1212","478462",""
"A1212","479725",""
"A1212","479733",""
"A1212","481115",""
"A1212","481118",""
"A1212","481120",""
"A1212","481121",""
"A1212","482087",""
"A1212","482583",""
"A1212","482627",""
"A1212","482977",""
"A1212","483653",""
"A1212","486243","Principale"
"A1212","486244","Principale"
"A1212","486245",""
"A1212","486246","Principale"
"A1212","486247",""
"A1212","486248",""
"A1212","486249",""
"A1212","486250",""
"A1212","486252",""
"A1212","486253",""
"A1212","486255",""
"A1212","490340",""
"A1212","490470",""
"A1212","490652",""
"A1212","490660",""
"A1212","490671",""
"A1212","490672",""
"A1212","490673",""
"A1212","490674",""
"A1212","504515",""
"A1212","506244","Principale"
"A1213","23378",""
"A1213","23381",""
"A1213","38055",""
"A1213","100017",""
"A1213","100019",""
"A1213","100057",""
"A1213","100076",""
"A1213","100077",""
"A1213","100104",""
"A1213","100158",""
"A1213","101869",""
"A1213","116932",""
"A1213","118772","Principale"
"A1213","118803",""
"A1213","119407",""
"A1213","122009",""
"A1213","122569",""
"A1213","122698",""
"A1213","122817",""
"A1213","122851",""
"A1213","123046","Principale"
"A1213","124377","Principale"
"A1213","124976",""
"A1213","125056",""
"A1213","125971",""
"A1213","300258","Principale"
"A1213","300280",""
"A1213","300323",""
"A1213","300436","Principale"
"A1213","300446",""
"A1213","300460",""
"A1213","300461",""
"A1213","300489",""
"A1213","300579","Principale"
"A1213","300736",""
"A1213","300783",""
"A1213","300806",""
"A1213","400415",""
"A1213","400866","Principale"
"A1213","403103",""
"A1213","403104",""
"A1213","403499","Principale"
"A1213","403503",""
"A1213","403962",""
"A1213","403969",""
"A1213","404771",""
"A1213","404873",""
"A1213","405515","Principale"
"A1213","405516",""
"A1213","405521",""
"A1213","476951",""
"A1213","479725",""
"A1213","481118",""
"A1213","481415",""
"A1213","481417",""
"A1213","481422",""
"A1213","482263","Principale"
"A1213","482977",""
"A1213","483102",""
"A1213","483653",""
"A1213","486243","Principale"
"A1213","486244",""
"A1213","486255",""
"A1213","486566",""
"A1213","486567",""
"A1213","486568",""
"A1213","486569",""
"A1213","486571",""
"A1213","486573",""
"A1213","486574",""
"A1213","486575",""
"A1213","486576",""
"A1213","486577","Principale"
"A1213","486578",""
"A1213","490473",""
"A1213","490671",""
"A1213","490676",""
"A1213","490678",""
"A1213","506244",""
"A1213","506715",""
"A1213","508401",""
"A1213","508901",""
"A1214","23376",""
"A1214","23377",""
"A1214","100507",""
"A1214","103070",""
"A1214","118331",""
"A1214","121240",""
"A1214","123026",""
"A1214","125310","Principale"
"A1214","300152",""
"A1214","300297",""
"A1214","300465",""
"A1214","300490",""
"A1214","300497",""
"A1214","300783",""
"A1214","300878",""
"A1214","400040",""
"A1214","400151",""
"A1214","403095",""
"A1214","403098",""
"A1214","403103",""
"A1214","403444",""
"A1214","403961",""
"A1214","477832",""
"A1214","479544",""
"A1214","482285","Principale"
"A1214","483223","Principale"
"A1214","485355",""
"A1214","486418",""
"A1214","487163",""
"A1214","493146",""
"A1214","493627",""
"A1214","497889",""
"A1214","503079",""
"A1214","507150",""
"A1214","507151","Principale"
"A1214","507152","Principale"
"A1214","507154",""
"A1214","507156",""
"A1214","509010",""
"A1214","511253","Principale"
"A1214","513609","Principale"
"A1214","514980",""
"A1215","23376",""
"A1215","300022",""
"A1215","300361",""
"A1215","300460",""
"A1215","300461",""
"A1215","300465",""
"A1215","300493",""
"A1215","300783",""
"A1215","400034",""
"A1215","403005",""
"A1215","403020",""
"A1215","404676",""
"A1215","476950",""
"A1215","479084",""
"A1215","479511",""
"A1215","482087",""
"A1215","484442","Principale"
"A1215","490111","Principale"
"A1215","490651",""
"A1215","498494",""
"A1215","506457",""
"A1215","506516",""
"A1215","511291",""
"A1215","511359",""
"A1215","512116",""
"A1215","513769",""
"A1215","514543",""
"A1215","515477",""
"A1215","515478","Principale"
"A1215","515480","Principale"
"A1215","515482",""
"A1215","515483",""
"A1215","515484",""
"A1215","515485",""
"A1215","515487",""
"A1215","515489",""
"A1215","515821",""
"A1215","516036",""
"A1215","516323",""
"A1215","516382",""
"A1215","516415",""
"A1215","516480","Principale"
"A1215","516482",""
"A1215","516483","Principale"
"A1215","516484",""
"A1215","516485","Principale"
"A1215","516486","Principale"
"A1215","516487",""
"A1215","516488",""
"A1215","516489","Principale"
"A1215","516491",""
"A1215","516492","Principale"
"A1215","516544",""
"A1216","23381",""
"A1216","100057",""
"A1216","109565",""
"A1216","116679",""
"A1216","121521",""
"A1216","121527",""
"A1216","121846",""
"A1216","123204",""
"A1216","123894",""
"A1216","124719",""
"A1216","125508",""
"A1216","125875",""
"A1216","300412",""
"A1216","300460",""
"A1216","300461",""
"A1216","300483",""
"A1216","300680","Principale"
"A1216","300682","Principale"
"A1216","300779",""
"A1216","300783",""
"A1216","300817",""
"A1216","300849",""
"A1216","300878",""
"A1216","400119",""
"A1216","400138",""
"A1216","400156",""
"A1216","400276",""
"A1216","400766",""
"A1216","402023",""
"A1216","403107",""
"A1216","403499",""
"A1216","403778",""
"A1216","404536",""
"A1216","404697",""
"A1216","404821",""
"A1216","405285",""
"A1216","405349",""
"A1216","476962",""
"A1216","476969","Principale"
"A1216","477992",""
"A1216","478462",""
"A1216","478635","Principale"
"A1216","481564",""
"A1216","483407",""
"A1216","484020",""
"A1216","484342",""
"A1216","484550",""
"A1216","485287",""
"A1216","485511",""
"A1216","490397",""
"A1216","490971",""
"A1216","490972",""
"A1216","490973",""
"A1216","491799",""
"A1216","492294",""
"A1216","494693",""
"A1216","495180",""
"A1216","497250",""
"A1216","499921",""
"A1216","500222",""
"A1216","500990",""
"A1216","501343",""
"A1216","501406","Principale"
"A1216","502105",""
"A1216","502586",""
"A1216","503767",""
"A1216","504016",""
"A1216","504356",""
"A1216","505430",""
"A1216","507548",""
"A1216","508565",""
"A1216","511137","Principale"
"A1216","511163",""
"A1216","511312",""
"A1216","511383",""
"A1216","513044",""
"A1216","513501",""
"A1216","515583","Principale"
"A1216","515584",""
"A1216","515585",""
"A1216","515587","Principale"
"A1216","515589",""
"A1216","515592",""
"A1216","515955",""
"A1216","516383",""
"A1216","516571",""
"A1216","516573","Principale"
"A1216","516574",""
"A1216","516575",""
"A1216","516576",""
"A1216","516577",""
"A1216","516692",""
"A1216","521099",""
"A1216","521267",""
"A1216","521309",""
"A1216","521372","Principale"
"A1216","521384",""
"A1216","521457",""
"A1216","521521",""
"A1216","521628","Principale"
"A1216","522144",""
"A1217","23376",""
"A1217","100019","Principale"
"A1217","100050",""
"A1217","100069","Principale"
"A1217","100158",""
"A1217","100240",""
"A1217","103272",""
"A1217","113863","Principale"
"A1217","113872",""
"A1217","114050",""
"A1217","117353",""
"A1217","119312",""
"A1217","119407",""
"A1217","120439",""
"A1217","121275",""
"A1217","122719",""
"A1217","122722",""
"A1217","123639",""
"A1217","123642",""
"A1217","123799",""
"A1217","124787",""
"A1217","125265",""
"A1217","300426",""
"A1217","300461",""
"A1217","300465",""
"A1217","300489",""
"A1217","300783",""
"A1217","399999",""
"A1217","400665",""
"A1217","402011",""
"A1217","403020",""
"A1217","403587",""
"A1217","404243",""
"A1217","404784","Principale"
"A1217","476904",""
"A1217","476942",""
"A1217","477325","Principale"
"A1217","481494",""
"A1217","482194",""
"A1217","482400",""
"A1217","483508",""
"A1217","484643",""
"A1217","484648",""
"A1217","484740",""
"A1217","484903",""
"A1217","485565",""
"A1217","485833","Principale"
"A1217","486241",""
