"code_ogr","libelle","code_rubrique"
"520211","Organiser et préparer les envois selon les règles postales, le tri et le routage pour respecter les délais","1"
"520212","Réaliser des opérations de stockage et de déstockage","1"
"520213","Contribuer à la préparation des commandes","1"
"520214","Ranger les équipements dans les espaces dédiés","1"
"520215","Réaliser la maintenance de premier niveau sur son chariot de manutention","1"
"520220","Innover dans les techniques de pliage du verre pour des designs uniques","1"
"520221","Utiliser des logiciels de conception pour prévisualiser les pliages","1"
"520222","Gérer l'inventaire des matériaux nécessaires au pliage","1"
"520223","Réaliser à partir de plans, schémas ou indications, des pièces de verres diverses (borosilicate, silice fondue, etc.)","1"
"520224","Réaliser et incorporer des passages verre métal simples","1"
"520225","Conduire les traitements thermiques et traitements de surface (argenture, etc) des pièces réalisées","1"
"520226","Connaitre les pictogrammes sur les produits et les matériels et appliquer les règles de manutention associées","1"
"520227","Travailler en sécurité, pour soi-même et par rapport aux autres","1"
"520228","Signaler toute anomalie constatée sur les équipements ou l'environnement de travail","1"
"520229","Appliquer les normes en vigueur pour la manipulation des produits dangereux ou spécifiques","1"
"520230","Veiller à la conformité d'une opération","1"
"520232","Choisir les encres adaptées pour différents supports","1"
"520233","Préparer les écrans de sérigraphie et les encres selon les spécifications du dossier de fabrication","1"
"520234","Régler les paramètres de la machine (pression, calage, vitesse, repérage) en fonction du support à imprimer","1"
"520235","Installer les supports d'impression et assurer leur bon positionnement","1"
"520236","Ajuster les réglages en cas de défaut d'impression ou d'écart de couleur","1"
"520237","Analyser des images pour en extraire des informations pertinentes","1"
"520238","Sélectionner des visuels adaptés à des projets éditoriaux","1"
"520239","Assurer la gestion des droits d'images associés aux projets","1"
"520240","Collaborer avec les détenteurs de fonds photographiques, agences, photographes, musées et autres services","1"
"520242","Respecter les délais et les contraintes budgétaires des projets","1"
"520243","Traiter les retours et ajuster les sélections d'images en conséquence","1"
"520258","Analyser la qualité littéraire et la cohérence d'un manuscrit","1"
"520259","Accompagner un auteur dans le développement et l'amélioration de son texte","1"
"520260","Organiser les différentes étapes de production d'un ouvrage","1"
"520261","Négocier des contrats et gérer les droits d'exploitation","1"
"520270","Analyser les besoins de conservation spécifiques aux documents anciens","1"
"520271","Agir rapidement en cas de dégradation détectée sur des documents","1"
"520275","Evaluer la valeur administrative, juridique et historique des archives","1"
"520276","Rédiger des instruments de recherche (inventaires, répertoires, bases de données)","1"
"520277","Assurer la conservation préventive et curative des documents physiques et numériques","1"
"520278","Cerner les besoins de l'usager et son niveau de compétences dans le domaine","1"
"520279","Anticiper les besoins des usagers","1"
"520280","Gérer des ressources documentaires multi supports : acquisition, traitement (analyse, indexation, catalogage) et conservation du fonds","1"
"520281","Elaborer des produits documentaires et éditoriaux (lettres électroniques, revues, panoramas de presse, dossiers documentaires, note de synthèse, bibliographies)","1"
"520282","Assister, conseiller et former les usagers à l'utilisation des méthodes et des outils de recherche","1"
"520286","Exploiter la réglementation et la jurisprudence de la commande publique","1"
"520287","Développer des stratégies de contenu innovantes","1"
"520288","Mettre en œuvre le management de la qualité des organismes","1"
"520289","Expertiser la technique de l'habillement","1"
"520290","Conduire l'évaluation et l'expérimentation","1"
"520291","Exploiter et rédiger de la documentation technique et de référentiels","1"
"520292","Négocier des contrats avec des auteurs et des distributeurs","1"
"520293","Superviser la cohérence éditoriale des publications","1"
"520294","Contrôler la qualité des biens du soutien de l'homme","1"
"520295","Construire un réseau professionnel solide dans l'industrie de l'édition","1"
"520296","Anticiper des besoins nouveaux","1"
"520297","Rechercher et développer des produits dans le domaine du soutien de l'homme","1"
"520298","Evaluer une étude","1"
"520299","Définir une vision éditoriale claire et cohérente en alignement avec la stratégie globale de l'organisation","1"
"520300","Analyser les performances des contenus à l'aide d'indicateurs clés pour ajuster la stratégie et optimiser l'impact","1"
"520301","Connaître les aspects techniques, économiques, industriels ou juridiques du milieu de l'armement","1"
"520306","Définir, élaborer et réaliser la politique et les méthodes d'AQF (Assurance Qualité des Fournitures)","1"
"520307","Mener l'analyse des risques du domaine industriel","1"
"520308","Gérer et acquérir de la ressource budgétaire dédiée","1"
"520309","Concevoir des articles permettant de répondre aux besoins opérationnels des armées","1"
"520310","Contrôler les opérations de réparation des articles","1"
"520311","Piloter et manager le suivi technique","1"
"520312","Organiser les missions et les projets","1"
"520318","Constater les crimes et les délits","1"
"520319","Rechercher des auteurs de crimes ou de délits","1"
"520322","Préserver les droits financiers des salariés","1"
"520324","Maîtriser les processus de production et de transformation des hydrocarbures","1"
"520325","Mettre en œuvre la réglementation applicable au transport de matières dangereuses et produits pétroliers","1"
"520326","Mettre en œuvre les procédures de maintenance des installations pétrolières en état opérationnel","1"
"520328","Maitriser les risques liés à la manipulation de produits dangereux, dont les hydrocarbures","1"
"520329","Maitriser les risques liés aux activités de maintenance par la mise en œuvre de moyens spécifiques","1"
"520330","Connaitre les risques liés à l'industrie pétrolière","1"
"520331","Mettre en œuvre les procédures de maintenance des matériels pétroliers en état opérationnel","1"
"520332","Utiliser les matériels pétroliers","1"
"520333","Réaliser les procédures de comptabilité, facturation et déclarations douanières des carburants","1"
"520334","Utiliser le SI métier pétrolier SCALP","1"
"520335","Contrôler la qualité des produits pétroliers","1"
"520336","Mettre en œuvre les procédures d'exploitation pétrolières","1"
"520337","Mettre en œuvre les opérations de contrôle interne comptable","1"
"520339","Définir la politique documentaire en lien avec les objectifs de la structure","1"
"520341","Développer des projets d'éducation aux médias et à l'information","1"
"520342","Mettre en place des actions culturelles et des animations","1"
"520343","Concevoir une offre culturelle diversifiée (livres, musique, films, numérique)","1"
"520347","Rédiger des courriers, comptes rendus et documents administratifs multilingues","1"
"520348","Traduire ou adapter des documents professionnels dans les langues de travail","1"
"520349","Coordonner les échanges avec les clients, partenaires et fournisseurs internationaux","1"
"520350","Mettre en œuvre un enseignement en l'inscrivant dans un parcours de formation et contribuer aux enseignements disciplinaires et de spécialité dans le cadre d'une coopération avec l'équipe pédagogique et éducative","1"
"520351","Mettre en oeuvre des projets qui développent le goût de la lecture","1"
"520352","Mettre en oeuvre une éducation aux médias et à l'information","1"
"520353","Initier ou participer à des activités pédagogiques pluridisciplinaires et éducatives, en partenariat avec l'équipe pédagogique et éducative","1"
"520354","Contribuer à l'éducation culturelle, sociale et citoyenne de l'élève","1"
"520355","Accompagner la réalisation de projets personnels et professionnels de l'apprenant","1"
"520356","Contribuer au continuum de formation pré et post bac","1"
"520357","Constituer, gérer et animer le fonds documentaire physique et numérique","1"
"520358","Mettre à jour une base de données catalographiques, bibliographiques et sitographiques","1"
"520359","Assurer une veille pour l'équipe pédagogique et éducative","1"
"520360","Accueillir et accompagner les élèves dans le centre de documentation et d'information (CDI)","1"
"520361","Accueillir les élèves au CDI en articulation avec les différents lieux de vie et de travail des élèves (salles de cours, salles d'étude, internat)","1"
"520362","Travailler en partenariat avec les acteurs de l'environnement économique et culturel et éventuellement en réseau","1"
"520363","Définir les orientations documentaires stratégiques de l'établissement et spécifiques au Centre de Documentation et d'Information (CDI)","1"
"520364","Gérer un service","1"
"520365","Participer aux activités de l'équipe pédagogique","1"
"520366","Mettre en oeuvre l'enseignement en information documentation (pédagogie et didactique de l'information documentation)","1"
"520367","Participer aux réseaux documentaires et animer, le cas échéant, le réseau RENADOC","1"
"520368","Contribuer à la construction de la citoyenneté","1"
"520369","Pour le CDI, mettre en oeuvre un projet pédagogique qui s'intègre dans le projet d'établissement","1"
"520372","Organiser le temps, l'espace, et le fonctionnement du CDI","1"
"520373","Mettre en oeuvre une politique d'acquisition","1"
"520374","Incarner, faire vivre et transmettre les valeurs de la République","1"
"520385","Réaliser les travaux dans l'eau en qualité d'opérateur intervenant en milieu hyperbare","1"
"520386","Réaliser les travaux en surface en qualité de surveillant de plongée ou aide opérateur","1"
"520387","Compter les articles","1"
"520388","Identifier les articles qui se vendent difficilement","1"
"520389","Etablir des rapports détaillés pour que les approvisionneurs puissent assurer une bonne gestion des flux de marchandises","1"
"520408","Etre capable de caractériser un échantillon de déchets","1"
"520409","Manipuler les moyens mis à sa disposition pour adapter son environnement de travail","1"
"520410","Respecter le rythme de la chaîne","1"
"520411","Trier les déchets manuellement ou à l'aide d'un outil mécanique ou numérique","1"
"520412","Orienter les produits valorisables vers le bon contenant","1"
"520413","Extraire les produits indésirables","1"
"520414","Identifier tous les produits entrants","1"
"520417","Découper le double d'un croquis sur une barre de métal","1"
"520418","Réaliser les opérations de forgeage","1"
"520420","Procéder à la trempe (chauffage et refroidissement rapides)","1"
"520421","Procéder au façonnage du tranchant","1"
"520422","Procéder aux opérations d'émouture (travail sur l'ensemble de la partie tranchante du couteau jusqu'au fil, sur les deux faces d'une lame)","1"
"520423","Procéder aux opération de crantage (microdenture sur une ou deux faces)","1"
"520424","Réaliser des opérations de polissage","1"
"520425","Procéder aux opérations d'affûtage","1"
"520428","Conseiller l'élu (e) sur les positions à adopter et les stratégies parlementaires à privilégier","1"
"520429","Rédiger des notes de synthèse claires, structurées et adaptées aux enjeux politiques","1"
"520430","Assurer une veille législative et médiatique régulière","1"
"520431","Négocier avec différents interlocuteurs dans un cadre politique et institutionnel","1"
"520432","Maîtriser les procédures parlementaires et le fonctionnement des institutions","1"
"520433","Anticiper les enjeux politiques et les impacts des décisions publiques","1"
"520434","Préparer des discours, interventions et éléments de langage","1"
"520435","Réalise le traitement administratif de dossiers (frappe de courriers, mise en forme de documents, etc.)","1"
"520436","Déloger le verre de son cadre","1"
"520437","Exploiter la situation aérienne","1"
"520438","Communication et coordination avec d'autres agences","1"
"520439","Traiter la documentation et la messagerie aéronautique","1"
"520440","Mesures de sécurité","1"
"520445","Renseigner des documents de production","1"
"520447","Surveiller les stocks","1"
"520449","Collecter des données, des informations","1"
"520450","Mettre en œuvre différents procédés de soudage manuels, mécanisés ou automatisés","1"
"520451","Réaliser des assemblages et/ou montages à partir de plan 2D et 3D","1"
"520452","Utiliser des techniques de soudage pour l'assemblage d'éléments d'un ensemble ou sous-ensemble métallique","1"
"520453","Exploiter des logiciels de FAO (Fabrication Assistée par Ordinateur)","1"
"520454","Appliquer les normes d'hygiène et de sécurité","1"
"520483","Assurer une veille en continu dans les technologies émergentes","1"
"520522","Communiquer efficacement avec l'ensemble de ses interlocuteurs en interne","1"
"520523","Gérer les documents de suivi de commande","1"
"520524","Assurer sa propre sécurité et, le cas échéant, celle des autres personnes dans son environnement","1"
"520525","Participer à la prévention et au traitement des incidents et dysfonctionnements","1"
"520526","Respecter les règles de tri concernant tout produit ou matière relevant d'une réglementation spécifique","1"
"520527","Limiter la consommation des emballages et conditionnements logistiques","1"
"520534","Réaliser des images aériennes","1"
"520535","Surveiller un espace, un lieu, une installation","1"
"520536","Assurer la sécurité des vols de drones en zones amies","1"
"520537","Assurer la coordination des tirs","1"
"520538","Analyser les données de vol","1"
"520539","Interpréter les images aériennes","1"
"520540","Connaitre l'utilisation de capteurs embarqués","1"
"520541","Détenir un brevet de pilote","1"
"520548","Utiliser les logiciels de billetterie et outils informatiques dédiés","1"
"520549","Contrôler la validité des billets et des justificatifs tarifaires","1"
"520550","Mettre à jour les informations relatives aux événements ou aux services proposés","1"
"520556","Réparer des installations défectueuses sur la base d'un diagnostic","1"
"520557","Réaliser les réglages de l'équipement industriel","1"
"520558","Veiller à l'application et au respect des règles d'hygiène, de sécurité (port du casque...) , et environnement (gestion des déchets, pollution sonore, etc.)","1"
"520567","Créer, développer et maintenir la cohésion et la motivation de l'équipe","1"
"520568","Déployer les axes stratégiques de l'entreprise","1"
"520574","Concevoir des scénarios originaux pour divers formats","1"
"520575","Développer des arcs narratifs pour des personnages","1"
"520576","Collaborer avec des réalisateurs pour affiner les scripts","1"
"520577","Assurer la liaison entre les équipes de production et les équipes créatives","1"
"520578","Participer à des festivals de cinéma pour promouvoir des projets","1"
"520579","Etablir des partenariats avec des auteurs pour des collaborations","1"
"520580","Rechercher des financements pour des projets de scénario","1"
"520581","Former des juniors dans l'art de la scénarisation","1"
"520582","S'adapter rapidement aux différentes ambiances et contextes de tournage","1"
"520583","Respecter les consignes du réalisateur et de l'équipe technique","1"
"520584","Maintenir une concentration constante pendant les répétitions et les prises","1"
"520585","Coordonner, au niveau régional et départemental, les dispositifs nationaux en faveur de la ville durable","1"
"520589","Adopter une gestuelle et une posture cohérentes avec le personnage interprété","1"
"520590","Supporter des conditions de tournage exigeantes (attente, horaires étendus)","1"
"520591","Faire preuve de ponctualité et de discipline professionnelle","1"
"520593","Interpréter des émotions à travers des gestes","1"
"520594","Accompagner les dispositifs régionaux et spécifiques en faveur de territoires durables","1"
"520595","Adapter son expression selon le type de public","1"
"520596","Analyser le territoire","1"
"520597","Respecter les indications scéniques données","1"
"520598","Concrétiser la réponse aux enjeux climatiques","1"
"520602","Faire face à la demande croissante des collectivités en matière de «villes et territoires durables»","1"
"520607","Réaliser des enregistrements sonores en studio ou en situation de production","1"
"520608","Préparer des contenus audio en vue de leur diffusion ou exploitation","1"
"520609","Traiter et éditer des contenus sonores","1"
"520610","Adapter les choix techniques aux intentions artistiques","1"
"520611","Adapter son interprétation aux contraintes de l'enregistrement (studio, prise de son, répétitions techniques)","1"
"520619","Connaitre et prendre compte les enjeux environnementaux dans ses pratiques éditoriales","1"
"520626","Faire le réassort des points de vente et anticiper les ruptures de stocks","1"
"520630","Maîtriser et appliquer les réglementations applicables aux ERP et aux cinémas","1"
"520632","Constituer les dossiers et analyser les pièces","1"
"520633","Réaliser les formalités","1"
"520634","Suivre les dossiers jusqu'à la clôture","1"
"520635","Accompagner les clients","1"
"520638","Gérer la paie des intermittents et les déclarations sociales","1"
"520639","Planifier le calendrier administratif et financier du projet","1"
"520640","Superviser les aspects administratifs de la production","1"
"520642","Sélectionner des contenus adaptés à une programmation","1"
"520643","Négocier des droits de diffusion avec des producteurs","1"
"520644","Planifier la diffusion de programmes selon le calendrier","1"
"520645","Concevoir des concepts d'émissions ou de formats adaptés à la ligne éditoriale","1"
"520646","Sélectionner des intervenants, chroniqueurs ou prestataires","1"
"520647","Rédiger des notes éditoriales, briefs et conducteurs d'émission","1"
"520650","Organiser des auditions pour sélectionner des artistes","1"
"520652","Définir les caractéristiques des personnages avec le réalisateur","1"
"520653","Rechercher des talents via des agences, réseaux professionnels ou candidatures spontanées","1"
"520654","Conseiller le réalisateur sur les choix artistiques liés au casting","1"
"520655","Préparer les essais filmés et les lectures de scénario","1"
"520658","Concevoir un sujet de documentaire et définir un angle de traitement pertinent","1"
"520659","Mener des recherches approfondies et enquêter sur le terrain","1"
"520660","Ecrire un synopsis, un scénario ou une note d'intention","1"
"520661","Préparer et organiser les repérages et le planning de tournage","1"
"520662","Collaborer au montage pour construire une narration cohérente","1"
"520663","Superviser la postproduction (son, musique, étalonnage)","1"
"520664","Promouvoir le documentaire lors de projections, débats ou rencontres publiques","1"
"520665","Assurer la direction artistique et le choix des ambiances sonores","1"
"520666","Gérer les démarches liées aux autorisations de tournage et les aspects juridiques (droits à l'image, archives)","1"
"520671","Contrôler la continuité des prises et des scènes","1"
"520672","Assurer le suivi des modifications de script en cours de tournage","1"
"520673","Soutenir l'équipe de production en apportant des informations précises sur la progression des scènes","1"
"520674","Gérer le timing et l'ordre des scènes pour optimiser le déroulement du tournage","1"
"520675","Analyser les prises pour identifier celles qui sont exploitables au montage","1"
"520676","Coordonner les modifications nécessaires entre les différents services du plateau","1"
"520677","Archiver les informations et les prises pour faciliter la post-production","1"
"520678","Vérifier la continuité des scènes, des dialogues et des actions entre les plans","1"
"520681","Analyser l'audience des programmes diffusés et ajuster les stratégies en conséquence","1"
"520682","Planifier et organiser les horaires de diffusion en fonction des disponibilités des contenus","1"
"520683","Maintenir à jour les archives des émissions et des contenus diffusés","1"
"520684","Promouvoir les émissions et les activités de la station auprès du public cible","1"
"520685","Contrôler le respect des normes de diffusion et des réglementations en vigueur","1"
"520691","Identifier une situation de travail en hauteur et comprendre les notions théoriques associées (facteur de chute, tirant d'air, force de choc, effet pendulaire, etc.)","1"
"520692","Exécuter un sauvetage en hauteur pour mettre en sécurité une victime dans toute situation","1"
"520693","Utiliser des équipements de protection individuelle contre les chutes de hauteur conformément à leur usage préconisé","1"
"520694","Installer les moyens d'accès et de positionnement à un poste de travail (lignes de vie, cordes, etc.) en utilisant les dispositifs ancrage identifiés pour cet usage et selon les consignes du superviseur","1"
"520695","Se déplacer sur cordes dans toutes les directions, de manière ergonomique afin de réduire les risques d'usure professionnelle","1"
"520696","Déplacer une charge légère vers le haut ou vers le bas au moyen d'EPI","1"
"520697","Effectuer des inspections visuelles de structures en hauteur ou en accès difficile","1"
"520699","Remonter des informations sur les consommables utilisés","1"
"520700","Comprendre les documents de chantier mis à disposition","1"
"520701","Connaître la chaîne hiérarchique et son rôle au sein de celle-ci","1"
"520702","Appliquer les consignes transmises par son superviseur","1"
"520714","Veiller à la sécurité juridique d'une transaction","1"
"520715","Conseiller sur les régime matrimoniaux","1"
"520716","Conseiller sur la fiscalité patrimoniale","1"
"520718","Accomplir les formalités juridiques auprès des services compétents","1"
"520720","Informer et accompagner les clients sur les procédures légales","1"
"520721","S'assurer de l'adéquation entre les risques et les mesures de prévention prévues, et proposer des adaptations le cas échéant","1"
"520722","Evaluer l'impact des évolutions législatives sur les dossiers","1"
"520723","Appliquer les mesures de prévention en s'appuyant sur les documents de chantier","1"
"520724","Analyser la situation juridique, patrimoniale et financière des clients","1"
"520725","Accompagner la gestion et la transmission de patrimoine","1"
"520726","Gérer les opérations de transmission de biens immobiliers et patrimoniaux","1"
"520727","S'assurer de la bonne compréhension des consignes par les équipes, notamment en réalisant des «briefings sécurité»","1"
"520728","Conférer l'authenticité aux actes","1"
"520729","Superviser la signature et l'exécution des actes notariés","1"
"520730","S'assurer de l'application permanente des mesures de prévention","1"
"520731","Assurer une présence en continu sur site durant la phase des travaux afin de garantir la sécurité des intervenants","1"
"520732","Coordonner les opérations de sauvetage d'un travailleur dans toutes les situations","1"
"520733","Préciser les ancrages utilisables définis dans les documents de chantier aux intervenants et s'assurer qu'ils sont conformes à la réglementation","1"
"520734","Garantir la conformité juridique des documents","1"
"520735","Encadrer les collaborateurs juridiques (clercs, rédacteurs d'actes, formalistes)","1"
"520736","Se coordonner avec les professionnels du droit, de la finance et de l'immobilier","1"
"520737","Superviser la gestion administrative et organisationnelle d'une étude notariale","1"
"520738","Négocier des conditions de vente ou d'acquisition","1"
"520739","Suivre l'exécution des contrats et vérifier le respect des clauses","1"
"520740","Assurer la liaison avec les institutions financières et partenaires","1"
"520741","Organiser les rendez-vous avec les clients","1"
"520742","Organiser son travail de façon à réduire l'usure professionnelle et les troubles musculo-squelettiques","1"
"520743","Proposer des solutions juridiques en cas de litiges","1"
"520744","Mettre en œuvre la signature électronique","1"
"520745","Contrôler et faire remonter l'état d'avancement des travaux","1"
"520747","Organiser des temps d'échange avec les équipes opérationnelles et remonter les remarques à la hiérarchie","1"
"520755","Assurer l'adéquation entre les qualifications des intervenants et les tâches à réaliser","1"
"520758","Contrôler en continu l'applicabilité des moyens de prévention, et rendre compte au superviseur","1"
"520762","S'inscrire dans une démarche d'amélioration continue des moyens de prévention, via une analyse critique de son activité","1"
"520765","Apporter un regard critique sur les documents de chantier mis à disposition","1"
"520770","Réaliser l'évaluation comparée des différents moyens d'accès","1"
"520771","Réaliser l'analyse des risques et planifier les mesures de prévention nécessaires à assurer la sécurité des équipes sur cordes","1"
"520772","Etablir les modes opératoires propres à la réalisation des opérations","1"
"520773","Etablir les modes opératoires de sauvetage","1"
"520774","Etablir les procédures d'installation, mise en service et vérification des systèmes d'ancrage","1"
"520775","Evaluer les risques exportés liés à l'activité sur l'environnement","1"
"520776","Analyser et les incidents et accidents dans une perspective d'amélioration continue","1"
"520781","Vérifier la conformité et la complétude des dossiers","1"
"520782","Collecter les pièces nécessaires","1"
"520783","Effectuer les recherches administratives et juridiques","1"
"520784","Assurer l'enregistrement et la publication des actes","1"
"520785","Effectuer les démarches auprès des administrations","1"
"520786","Contrôler la conformité des formalités","1"
"520787","Coordonner les échanges avec les administrations","1"
"520788","Assurer le classement et l'archivage","1"
"520789","Appliquer les règles juridiques et fiscales","1"
"520790","Contrôler la conformité des dossiers","1"
"520791","Assurer le suivi des formalités","1"
"520793","Déplacer et positionner une charge légère dans toutes les directions au moyen d'EPI","1"
"520794","Etre capable de se remettre en question","1"
"520795","Effectuer les démonstrations de sécurité avant le décollage","1"
"520796","Proposer et vendre des produits détaxés à bord","1"
"520797","Assurer le calme et la sécurité à bord","1"
"520798","Participer à la préparation du rapport de vol et à la communication avec le personnel au sol et les pilotes","1"
"520799","Appliquer les recommandations sanitaires en vigueur","1"
"520800","Organiser les opérations de préparation des vols","1"
"520801","Appliquer les normes de sécurité aériennes à bord des aéronefs","1"
"520802","Assurer le transport de passagers dans le respect des normes et procédures en vigueur","1"
"520803","Faire respecter les normes de sécurité aux passagers, au regard des normes et procédures en vigueur","1"
"520804","Utiliser les équipements de sécurité embarqués","1"
"520805","Mettre en œuvre les procédures de contrôle pré-vol","1"
"520806","Surveiller la cabine et les toilettes","1"
"520807","Porter sa carte professionnelle de façon apparente","1"
"520808","S'exprimer avec un vocabulaire adapté et professionnel","1"
"520810","Savoir se montrer disponible","1"
"520811","Prendre en compte les informations communiquées lors du briefing","1"
"520812","Savoir apporter du soutien à un collègue ou à l'équipe","1"
"520814","Adopter un comportement conforme aux standards de la compagnie","1"
"520816","Prendre en compte des informations fournies au sol ou par d'autres services, dans l'intérêt du service au passager","1"
"520818","S'assurer du bon fonctionnement du matériel","1"
"520819","Mettre en œuvre les opérations de vol","1"
"520821","Manager une équipe pluridisciplinaire","1"
"520822","Coordonner l'intervention d'équipes pluridisciplinaires","1"
"520823","Exploiter des solutions de Data Sciences et de l'IA","1"
"520824","Utiliser et renseigner une maquette numérique et gérer la base de données associée","1"
"520828","Coordonne les informations au sein des équipes dont il a la responsabilité","1"
"520829","Partager et mettre à jour les informations nécessaires à d'autres services","1"
"520830","Propose des formations en prévention des risques","1"
"520831","Superviser la mise en œuvre de solutions logicielles opérationnelles","1"
"520832","S'assurer de l'utilisation conforme des systèmes d'information par ses équipes","1"
"520833","Accompagner le déploiement d'un système informatique","1"
"520834","Contribuer à l'élaboration du plan d'approvisionnement","1"
"520835","Anticiper les indisponibilités de produits ou les risques de rupture de stock","1"
"520836","Assurer l'organisation optimale des emplacements de stockage","1"
"520837","Superviser et réajuster la planification des réceptions/expéditions","1"
"520838","Contribuer à l'amélioration continue des processus logistiques","1"
"520839","Veiller à la bonne utilisation des outils digitaux professionnels de l'entreprise","1"
"520840","Superviser les documents de transport et de suivi des commandes","1"
"520841","Evaluer le respect des engagements contractuels au niveau opérationnel et alerter en cas de problème","1"
"520842","Faire respecter les protocoles de sécurité et des plans de prévention","1"
"520843","S'assurer du respect des gestes et pratiques liés à la manipulation de marchandises spécifiques","1"
"520844","Analyser, contrôler et optimiser la consommation d'une source d'énergie","1"
"520848","Former les stagiaires sur les opérations à l'intérieur des cabines d'aéronefs","1"
"520849","Enseigner, en fonction du type d'avion, les opérations à effectuer à bord de l'aéronef","1"
"520850","Enseigner, en fonction du type d'avion, les contrôles à effectuer avant et après le vol","1"
"520851","Enseigner, en fonction du type d'avion, les procédures de sécurité","1"
"520852","Enseigner, en fonction du type d'avion, les caractéristiques du matériel de service","1"
"520853","Enseigner, en fonction du type d'avion, les procédures et formalités de service aux clients","1"
"520854","Enseigner, selon le type d'avion, les procédures adaptées (premiers secours, rappel des mesures de sécurité) auprès des passagers en cas de besoin ou difficulté","1"
"520855","Enseigner, en fonction du type d'avion, à repérer et signaler les dysfonctionnements et anomalies des équipements de cabine d'un avion","1"
"520856","Dispenser les formations réglementaires à l'exercice du métier de PNC","1"
"520857","Dispenser les cours au sol pour les formations récurrentes et initiales","1"
"520858","Pouvoir justifier de 3000 heures de vol","1"
"520864","Contrôler l'application des processus métier","1"
"520865","Diffuser et faire connaître les processus métier","1"
"520870","Participer à un travail collaboratif","1"
"520874","Respecter les cadences imposées par la chaîne de montage","1"
"520876","Fabriquer des tissus, et des articles en tissus (vêtements, accessoires, etc.)","1"
"520877","Fabriquer des textiles pour plusieurs finalités : ameublement, décoration, tapis, etc","1"
"520878","Sélectionner des fibres, des laines","1"
"520879","Sélectionner une palette de couleurs pour sa création","1"
"520880","Réaliser le tissage des différentes pièces composant le modèle","1"
"520881","Réaliser les finitions (bordures, coutures, ourlets, etc.)","1"
"520882","Connaitre l'emplacement et la fonction de chaque fil dans le métier à tisser","1"
"520883","Restaurer des tissus","1"
"520886","Utiliser les équipements de manutention spécifiques pour les déplacements d'objets précieux ou rares","1"
"520887","Créer des caisses de protection sur mesure","1"
"520888","Recenser les zones sensibles des œuvres qui nécessitent un renfort ou un soin spécial","1"
"520889","Collaborer avec les artistes ou les gestionnaires pour identifier les points de vigilance lors du déplacement de l'œuvre","1"
"520890","Mettre en œuvre les types et méthodes d'emballage spécifiques","1"
"520891","Prendre en compte les dimensions de l'œuvre pour un acheminement, un entreposage et un déménagement réussi","1"
"520892","Renforcer les emballages pour faciliter la manutention","1"
"520893","Assurer un transport sécurisé d'œuvres d'art en camion, utilitaire ou voiture","1"
"520894","Adapter sa conduite du véhicule pour éviter tout choc, friction, vibration ou impact","1"
"520895","Porter des gants blancs avant de manipuler des objets de grande valeur","1"
"520896","Protéger le tableau ou l'objet d'art avec plusieurs couches de matériaux (papier cristal, mousse, caisse en bois, carton blindé, etc.)","1"
"520897","Prévoir des isolations laissant l'œuvre d'art exempte d'éventuelles réactions chimiques durant l'enlèvement","1"
"520898","Prendre en compte l'humidité, la température et la pression atmosphérique durant le transport d'œuvres d'art et tableaux par avion, par bateau ou par véhicule terrestre","1"
"520899","Se coordonner avec les équipes de sécurité pour le convoi","1"
"520900","Assister aux ventes aux enchères dans les salles des ventes (mise en place, pose et dépose)","1"
"520901","Réaliser le déménagement de biens matériels de valeurs (objets précieux, œuvres d'arts, mobilier, objets, etc.)","1"
"520902","Gérer les formalités administratives et douanières, indispensables pour déplacer les œuvres d'art dans le monde entier","1"
"520904","Réaliser les formalités Beaux-Arts, en coordination avec le Ministère de la Culture et le service des Douanes","1"
"520905","Obtenir les autorisations nécessaires pour les «biens culturels»","1"
"520906","Réaliser les démarches administratives pour les procédures de sortie temporaire spécifiques pour les Trésors Nationaux","1"
"520908","Préparer la surface de pièces usinées ou d'assemblages en cours de fabrication ou de restauration par abrasion mécanique ou manuelle","1"
"520909","Appliquer la laque à l'aide de pistolets pneumatiques ou de pinceaux","1"
"520910","Utiliser des bains de trempage ou des tampons pour appliquer la laque","1"
"520911","Poncer, égrener, égaliser les surfaces entre les différentes couches de laque ou de teinte","1"
"520913","Identifier les matières et les produits (colorant, ingrédients, silice, terre, etc.) nécessaires à la préparation (bains de teinture, composition du verre, etc.)","1"
"520914","Transmettre des consignes liées au traitement des vols ou à la réalisation des activités","1"
"520915","Recueillir les informations sur les vols à traiter et les activités à réaliser","1"
"520916","Contrôler de la mise en œuvre des procédures en vigueur, des règles de sécurité et de sûreté au cours de la réalisation des opérations et des activités","1"
"520917","Suivre le bon déroulement de l'activité","1"
"520918","Renseigner des formulaires et documents liés à l'activité","1"
"520919","Proposer des actions correctives","1"
"520920","Adapter les interventions de l'équipe en fonction de l'activité des autres équipes de la même entreprise ou d'autres entreprises (coactivité)","1"
"520921","Traiter les informations nécessaires à la réalisation des activités de l'équipe","1"
"520922","Organiser les activités des membres de l'équipe en tenant compte d'un ensemble de critères : qualité des prestations à réaliser, délais à respecter, consignes de sécurité et de sûreté, contraintes liées à l'exploitation, situations de co-activité, etc","1"
"520923","Assurer un rôle de relais d'information ascendante et descendante entre les différents intervenants","1"
"520924","Organiser et préparer son activité en fonction des priorités transmises","1"
"520925","Organiser l'activité sur le chantier","1"
