"code_theme","libelle_theme","code_ogr_rome","code_rome","libelle_rome"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","161","F1601","Plâtrier / Plâtrière"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","172","F1612","Tailleur / Tailleuse de pierre"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","404037","F1619","Couvreur / Couvreuse"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","489084","F1624","Staffeur Stuqueur / Staffeuse Stuqueuse"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488765","G1104","Consultant / Consultante tourisme"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488774","G1105","Directeur / Directrice d'office du tourisme"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488794","G1106","Animateur / Animatrice du patrimoine"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","182","G1201","Guide-accompagnateur / Guide-accompagnatrice"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488606","G1222","Guide-conférencier / Guide-conférencière"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488752","G1227","Guide-interprète"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","515404","G1243","Responsable d'éducation et d'animation à l'environnement"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","242","H2206","Menuisier / Menuisière"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","243","H2207","Ebéniste"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","244","H2208","Façonnier / Façonnière d'ouvrages décoratifs en bois et matériaux associés"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","489038","H2210","Tonnelier / Tonnelière"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","247","H2401","Opérateur / Opératrice de fabrication industrie des cuirs, peaux et matériaux associés"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","304","I1101","Directeur / Directrice de la gestion technique des bâtiments"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","389","K1601","Documentaliste"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","390","K1602","Conservateur / Conservatrice du patrimoine"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488610","K1604","Directeur / Directrice d'établissement culturel"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488727","K1605","Commissaire d'exposition"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488758","K1606","Responsable de la conservation préventive"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","489080","K1607","Conservateur / Conservatrice des antiquités et objets d'art"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","520053","K1608","Directeur / Directrice d'établissement patrimonial"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","520055","K1609","Technicien / Technicienne en manipulation d'œuvres d'art"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","520081","K1610","Régisseur d'œuvres d'art / Régisseuse d'œuvres d'art"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","520265","K1612","Conservateur / Conservatrice d'archives"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","488737","K1907","Commissaire-priseur / Commissaire-priseure"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","411","K2108","Professeur / Professeure des universités"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","509546","K2125","Archéologue"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","509940","K2135","Ethnologue"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","510074","K2140","Historien / Historienne"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","509910","K2414","Paléontologue"
"003","Métiers du patrimoine et de la restauration d'oeuvres d'art","510172","K2415","Paléographe"
"004","Métiers de l'intelligence économique","515384","A1314","Halieute"
"004","Métiers de l'intelligence économique","515440","A1319","Ingénieur / Ingénieure écologue"
"004","Métiers de l'intelligence économique","57","C1103","Courtier / Courtière en assurance"
"004","Métiers de l'intelligence économique","404510","C1111","Mandataire en assurance"
"004","Métiers de l'intelligence économique","404511","C1112","Agent général / Agente générale d'assurance"
"004","Métiers de l'intelligence économique","107","D1406","Directeur / Directrice des ventes"
"004","Métiers de l'intelligence économique","488282","D1411","Responsable Efficacité Commerciale (SFE) en industrie pharmaceutique"
"004","Métiers de l'intelligence économique","488301","D1413","Délégué / Déléguée pharmaceutique"
"004","Métiers de l'intelligence économique","488326","D1414","Responsable de zone internationale"
"004","Métiers de l'intelligence économique","488879","D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises"
"004","Métiers de l'intelligence économique","510459","D1444","Responsable grands comptes"
"004","Métiers de l'intelligence économique","509501","D1512","Directeur régional / Directrice régionale d'hypermarché ou de supermarché"
"004","Métiers de l'intelligence économique","124","E1106","Journaliste"
"004","Métiers de l'intelligence économique","403088","E1109","Directeur / Directrice de la communication"
"004","Métiers de l'intelligence économique","488749","E1110","Directeur / Directrice de la rédaction"
"004","Métiers de l'intelligence économique","489052","E1113","Responsable e-commerce"
"004","Métiers de l'intelligence économique","509668","E1116","Responsable d'édition en presse"
"004","Métiers de l'intelligence économique","515383","E1131","Chargé / Chargée de plaidoyer"
"004","Métiers de l'intelligence économique","189","G1302","Yield manager"
"004","Métiers de l'intelligence économique","488302","H1103","Responsable d'affaires en industrie pharmaceutique"
"004","Métiers de l'intelligence économique","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"004","Métiers de l'intelligence économique","221","H1210","Technicien / Technicienne R&D"
"004","Métiers de l'intelligence économique","488308","H1216","Responsable des études épidémiologiques"
"004","Métiers de l'intelligence économique","488285","H1304","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"004","Métiers de l'intelligence économique","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles"
"004","Métiers de l'intelligence économique","489085","I1106","Responsable de maintenance réseaux des territoires connectés"
"004","Métiers de l'intelligence économique","379","K1401","Directeur / Directrice d'administration centrale"
"004","Métiers de l'intelligence économique","382","K1404","Chargé / Chargée de mission développement territorial"
"004","Métiers de l'intelligence économique","383","K1405","Préfet / Préfète"
"004","Métiers de l'intelligence économique","510287","K1412","Chargé / Chargée de mission aux relations internationales"
"004","Métiers de l'intelligence économique","510045","K1418","Ambassadeur / Ambassadrice"
"004","Métiers de l'intelligence économique","510148","K1419","Responsable du service des assemblées"
"004","Métiers de l'intelligence économique","510263","K1422","Directeur général / Directrice générale d'établissement public"
"004","Métiers de l'intelligence économique","518847","K1423","Directeur / Directrice de cabinet"
"004","Métiers de l'intelligence économique","399","K1802","Chargé / Chargée de développement économique et local"
"004","Métiers de l'intelligence économique","510311","K1815","Chargé / Chargée de mission "Villes et Territoires Durables""
"004","Métiers de l'intelligence économique","519904","K1816","Manager de commerce et territoire"
"004","Métiers de l'intelligence économique","489169","K1908","Responsable de service contentieux et recouvrement"
"004","Métiers de l'intelligence économique","510013","K1910","Commissaire à la Cour des comptes"
"004","Métiers de l'intelligence économique","509350","K1911","Fiscaliste"
"004","Métiers de l'intelligence économique","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"004","Métiers de l'intelligence économique","429","K2502","Responsable sécurité de site"
"004","Métiers de l'intelligence économique","488622","K2505","Enquêteur privé / Enquêtrice privée"
"004","Métiers de l'intelligence économique","456","M1101","Acheteur / Acheteuse"
"004","Métiers de l'intelligence économique","457","M1102","Directeur / Directrice des achats"
"004","Métiers de l'intelligence économique","458","M1201","Analyste financier / Analyste financière"
"004","Métiers de l'intelligence économique","459","M1202","Auditeur comptable et financier / Auditrice comptable et financière"
"004","Métiers de l'intelligence économique","461","M1204","Contrôleur / Contrôleuse de gestion"
"004","Métiers de l'intelligence économique","462","M1205","Directeur administratif et financier / Directrice administrative et financière (DAF)"
"004","Métiers de l'intelligence économique","464","M1207","Trésorier / Trésorière"
"004","Métiers de l'intelligence économique","488629","M1208","Directeur / Directrice du contrôle de gestion"
"004","Métiers de l'intelligence économique","488910","M1209","Conseiller / Conseillère en gestion"
"004","Métiers de l'intelligence économique","509798","M1219","Conseiller / Conseillère en fusion et acquisition"
"004","Métiers de l'intelligence économique","509824","M1221","Responsable financement de projet"
"004","Métiers de l'intelligence économique","510034","M1224","Economiste financier / Economiste financière"
"004","Métiers de l'intelligence économique","509355","M1226","Responsable investissements"
"004","Métiers de l'intelligence économique","509556","M1228","Gestionnaire de risques financiers"
"004","Métiers de l'intelligence économique","466","M1302","Responsable de Petite ou Moyenne Entreprise -PME-"
"004","Métiers de l'intelligence économique","509930","M1303","Directeur / Directrice de filiale"
"004","Métiers de l'intelligence économique","515415","M1306","Directeur / Directrice de bureau d'étude de la biodiversité"
"004","Métiers de l'intelligence économique","468","M1402","Responsable en organisation en entreprise"
"004","Métiers de l'intelligence économique","469","M1403","Chargé / Chargée d'études socio-économiques"
"004","Métiers de l'intelligence économique","404047","M1405","Data scientist"
"004","Métiers de l'intelligence économique","488287","M1406","Responsable RSE (Responsabilité Sociétale de l'Entreprise)"
"004","Métiers de l'intelligence économique","488639","M1409","Ingénieur / Ingénieure économiste en entreprise"
"004","Métiers de l'intelligence économique","488729","M1410","Responsable Green IT"
"004","Métiers de l'intelligence économique","488778","M1412","Ergonome"
"004","Métiers de l'intelligence économique","489213","M1414","Ingénieur statisticien / Ingénieure statisticienne"
"004","Métiers de l'intelligence économique","509391","M1415","Auditeur social / Auditrice sociale"
"004","Métiers de l'intelligence économique","509531","M1419","Data analyst"
"004","Métiers de l'intelligence économique","509536","M1420","Responsable en intelligence économique"
"004","Métiers de l'intelligence économique","509641","M1422","Directeur / Directrice d'études socio-économiques"
"004","Métiers de l'intelligence économique","510245","M1423","Chief Data Officer"
"004","Métiers de l'intelligence économique","509806","M1424","Consultant / Consultante en intelligence économique"
"004","Métiers de l'intelligence économique","510019","M1426","Chief digital officer - Responsable de la transformation digitale"
"004","Métiers de l'intelligence économique","510157","M1430","Chargé / Chargée d'études commerciales"
"004","Métiers de l'intelligence économique","515441","M1431","Chargé / Chargée de partenariat"
"004","Métiers de l'intelligence économique","473","M1503","Directeur / Directrice des Ressources Humaines (DRH)"
"004","Métiers de l'intelligence économique","488608","M1506","Manager de proximité"
"004","Métiers de l'intelligence économique","485","M1703","Chef / Cheffe de produit"
"004","Métiers de l'intelligence économique","487","M1705","Responsable marketing"
"004","Métiers de l'intelligence économique","488","M1706","Chef / Cheffe de promotion des ventes"
"004","Métiers de l'intelligence économique","489","M1707","Responsable du développement commercial"
"004","Métiers de l'intelligence économique","488274","M1708","Directeur / Directrice de l'accès au marché en industrie pharmaceutique"
"004","Métiers de l'intelligence économique","488275","M1709","Chef / Cheffe de gamme en industrie pharmaceutique"
"004","Métiers de l'intelligence économique","488310","M1711","Directeur / Directrice du marketing"
"004","Métiers de l'intelligence économique","488340","M1712","Directeur / Directrice de l'information promotionnelle du médicament en industrie pharmaceutique"
"004","Métiers de l'intelligence économique","488569","M1714","Chargé / Chargée de l'information promotionnelle du médicament en industrie pharmaceutique"
"004","Métiers de l'intelligence économique","488738","M1715","Directeur commercial / Directrice commerciale"
"004","Métiers de l'intelligence économique","510431","M1717","Responsable innovation"
"004","Métiers de l'intelligence économique","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)"
"004","Métiers de l'intelligence économique","491","M1802","Expert / Experte systèmes et réseaux informatiques"
"004","Métiers de l'intelligence économique","493","M1804","Ingénieur / Ingénieure télécoms et environnement"
"004","Métiers de l'intelligence économique","488636","M1817","Administrateur / Administratrice sécurité informatique"
"004","Métiers de l'intelligence économique","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter"
"004","Métiers de l'intelligence économique","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)"
"004","Métiers de l'intelligence économique","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés"
"004","Métiers de l'intelligence économique","488785","M1830","Administrateur / Administratrice réseaux - télécoms"
"004","Métiers de l'intelligence économique","488890","M1835","Architecte systèmes et réseaux des territoires connectés"
"004","Métiers de l'intelligence économique","488917","M1840","Directeur / Directrice de projets des territoires connectés"
"004","Métiers de l'intelligence économique","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter"
"004","Métiers de l'intelligence économique","489067","M1851","Analyste décisionnel - Business Intelligence"
"004","Métiers de l'intelligence économique","489072","M1852","Analyste d'étude informatique"
"004","Métiers de l'intelligence économique","489174","M1857","Urbaniste Datacenter"
"004","Métiers de l'intelligence économique","489217","M1862","Responsable d'exploitation fibre optique"
"004","Métiers de l'intelligence économique","509762","M1872","Consultant décisionnel / Consultante décisionnelle - Business Intelligence"
"004","Métiers de l'intelligence économique","510315","M1883","Analyste SOC (Security Operations Center)"
"004","Métiers de l'intelligence économique","510440","M1889","Ingénieur / Ingénieure en Intelligence Artificielle (IA)"
"004","Métiers de l'intelligence économique","510465","M1894","Gestionnaire de base de données"
"004","Métiers de l'intelligence économique","488741","N1205","Responsable de service transit"
"004","Métiers de l'intelligence économique","489020","N1305","Ingénieur / Ingénieure logistique"
"005","Métiers de la recherche","14","A1303","Ingénieur / Ingénieure d'études et de recherche agricoles"
"005","Métiers de la recherche","509640","A1307","Ingénieur forestier / Ingénieure forestière"
"005","Métiers de la recherche","510270","A1312","Directeur / Directrice environnement"
"005","Métiers de la recherche","515384","A1314","Halieute"
"005","Métiers de la recherche","515387","A1316","Chargé / Chargée de conservation ex-situ"
"005","Métiers de la recherche","515409","A1317","Gestionnaire d'aires marines protégées"
"005","Métiers de la recherche","515440","A1319","Ingénieur / Ingénieure écologue"
"005","Métiers de la recherche","515455","A1321","Chargé / Chargée de mission thématique durable"
"005","Métiers de la recherche","518742","A1323","Ornithologue"
"005","Métiers de la recherche","518781","A1324","Ingénieur / Ingénieure biogaz"
"005","Métiers de la recherche","488346","A1423","Œnologue"
"005","Métiers de la recherche","146","F1105","Géologue"
"005","Métiers de la recherche","488578","F1115","Vulcanologue"
"005","Métiers de la recherche","488615","F1118","Sismologue"
"005","Métiers de la recherche","488621","F1119","Pédologue"
"005","Métiers de la recherche","489200","F1123","Glaciologue"
"005","Métiers de la recherche","488897","F1124","Hydrologue"
"005","Métiers de la recherche","509417","F1129","Ingénieur / Ingénieure réservoir"
"005","Métiers de la recherche","510153","F1138","Géothermicien / Géothermicienne"
"005","Métiers de la recherche","510427","F1142","Océanographe"
"005","Métiers de la recherche","510268","F1143","Géophysicien / Géophysicienne"
"005","Métiers de la recherche","518322","F1145","Ingénieur / Ingénieure en génie maritime"
"005","Métiers de la recherche","215","H1204","Designer"
"005","Métiers de la recherche","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"005","Métiers de la recherche","221","H1210","Technicien / Technicienne R&D"
"005","Métiers de la recherche","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"005","Métiers de la recherche","488291","H1213","Responsable du développement clinique en industrie pharmaceutique"
"005","Métiers de la recherche","488299","H1214","Agent / Agente de laboratoire de recherche industrielle"
"005","Métiers de la recherche","488303","H1215","Bioinformaticien / Bioinformaticienne en études, recherche et développement"
"005","Métiers de la recherche","488308","H1216","Responsable des études épidémiologiques"
"005","Métiers de la recherche","488313","H1217","Technicien / Technicienne formulation en industrie pharmaceutique"
"005","Métiers de la recherche","488316","H1218","Responsable de projet recherche et développement"
"005","Métiers de la recherche","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques en industrie pharmaceutique"
"005","Métiers de la recherche","488322","H1220","Responsable formulation en industrie pharmaceutique"
"005","Métiers de la recherche","488335","H1221","Responsable des partenariats de recherche en industrie pharmaceutique"
"005","Métiers de la recherche","488347","H1222","Responsable médical / Responsable médicale des études cliniques en industrie pharmaceutique"
"005","Métiers de la recherche","488351","H1223","Coordinateur / Coordinatrice d'études cliniques en industrie pharmaceutique"
"005","Métiers de la recherche","488566","H1224","Technicien / Technicienne de laboratoire de recherche-développement"
"005","Métiers de la recherche","489219","H1225","Ingénieur / Ingénieure développement nucléaire"
"005","Métiers de la recherche","510309","H1226","Rédacteur médical / Rédactrice médicale en industrie pharmaceutique"
"005","Métiers de la recherche","518200","H1245","Mécatronicien / Mécatronicienne"
"005","Métiers de la recherche","223","H1302","Ingénieur / Ingénieure Hygiène, Sécurité et Environnement en industrie (HSE)"
"005","Métiers de la recherche","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire"
"005","Métiers de la recherche","229","H1501","Responsable de laboratoire d'analyse industrielle"
"005","Métiers de la recherche","231","H1503","Technicien / Technicienne de laboratoire d'analyse industrielle"
"005","Métiers de la recherche","488296","H1510","Technicien / Technicienne de laboratoire de contrôle en industrie pharmaceutique"
"005","Métiers de la recherche","488309","H1511","Chargé / Chargée de validation-qualification en industrie pharmaceutique"
"005","Métiers de la recherche","488314","H1513","Responsable de pharmacovigilance en industrie pharmaceutique"
"005","Métiers de la recherche","488330","H1514","Chargé / Chargée de pharmacovigilance en industrie pharmaceutique"
"005","Métiers de la recherche","488336","H1515","Auditeur / Auditrice qualité en industrie"
"005","Métiers de la recherche","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique"
"005","Métiers de la recherche","509528","H1525","Biologiste de contrôle fabrication en industrie"
"005","Métiers de la recherche","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique"
"005","Métiers de la recherche","515418","I1510","Plongeur / Plongeuse scientifique et technique"
"005","Métiers de la recherche","333","J1102","Médecin généraliste"
"005","Métiers de la recherche","509388","J1112","Oncologue"
"005","Métiers de la recherche","509405","J1113","Dermatologue"
"005","Métiers de la recherche","509638","J1122","Chirurgien plasticien / Chirurgienne plasticienne"
"005","Métiers de la recherche","510286","J1124","Médecin Anesthésiste Réanimateur / Réanimatrice (MAR)"
"005","Métiers de la recherche","509770","J1126","Médecin du sport"
"005","Métiers de la recherche","509785","J1128","Pneumologue"
"005","Métiers de la recherche","509807","J1129","Allergologue"
"005","Métiers de la recherche","509949","J1131","Psychiatre"
"005","Métiers de la recherche","509927","J1134","Ophtalmologue"
"005","Métiers de la recherche","509942","J1135","Urologue"
"005","Métiers de la recherche","509650","J1136","Gérontologue"
"005","Métiers de la recherche","509780","J1137","Néphrologue"
"005","Métiers de la recherche","510161","J1141","Orthodontiste"
"005","Métiers de la recherche","488594","J1203","Directeur / Directrice de laboratoire d'analyses vétérinaires"
"005","Métiers de la recherche","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale"
"005","Métiers de la recherche","351","J1407","Orthoptiste"
"005","Métiers de la recherche","352","J1408","Ostéopathe"
"005","Métiers de la recherche","353","J1409","Pédicure-podologue"
"005","Métiers de la recherche","355","J1411","Orthoprothésiste"
"005","Métiers de la recherche","509782","K1411","Inspecteur / Inspectrice vétérinaire"
"005","Métiers de la recherche","390","K1602","Conservateur / Conservatrice du patrimoine"
"005","Métiers de la recherche","488758","K1606","Responsable de la conservation préventive"
"005","Métiers de la recherche","520055","K1609","Technicien / Technicienne en manipulation d'œuvres d'art"
"005","Métiers de la recherche","520081","K1610","Régisseur d'œuvres d'art / Régisseuse d'œuvres d'art"
"005","Métiers de la recherche","411","K2108","Professeur / Professeure des universités"
"005","Métiers de la recherche","509546","K2125","Archéologue"
"005","Métiers de la recherche","509902","K2133","Sociologue"
"005","Métiers de la recherche","509932","K2134","Démographe"
"005","Métiers de la recherche","509940","K2135","Ethnologue"
"005","Métiers de la recherche","510074","K2140","Historien / Historienne"
"005","Métiers de la recherche","510407","K2143","Anthropologue"
"005","Métiers de la recherche","426","K2401","Chercheur / Chercheuse en sciences humaines et sociales"
"005","Métiers de la recherche","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"005","Métiers de la recherche","488272","K2404","Chargé / Chargée de recherche en industrie pharmaceutique"
"005","Métiers de la recherche","488279","K2405","Attaché / Attachée de recherche clinique en milieu hospitalier"
"005","Métiers de la recherche","488570","K2406","Directeur / Directrice de recherche en industrie pharmaceutique"
"005","Métiers de la recherche","488864","K2408","Mathématicien / Mathématicienne"
"005","Métiers de la recherche","488918","K2409","Astronome"
"005","Métiers de la recherche","489170","K2410","Astrophysicien / Astrophysicienne"
"005","Métiers de la recherche","509819","K2411","Musicologue"
"005","Métiers de la recherche","519212","K2412","Chercheur / Chercheuse du monde aquatique"
"005","Métiers de la recherche","519211","K2413","Chercheur / Chercheuse des écosystèmes"
"005","Métiers de la recherche","509910","K2414","Paléontologue"
"005","Métiers de la recherche","510172","K2415","Paléographe"
"005","Métiers de la recherche","510249","K2416","Linguiste"
"005","Métiers de la recherche","519206","K2417","Chercheur / Chercheuse du monde marin"
"005","Métiers de la recherche","519207","K2418","Chercheur animalier / Chercheuse animalière"
"005","Métiers de la recherche","519208","K2419","Botaniste"
"005","Métiers de la recherche","519209","K2420","Chercheur / Chercheuse du monde forestier"
"005","Métiers de la recherche","519210","K2421","Chercheur / Chercheuse du monde microbien et microbiologique"
"005","Métiers de la recherche","469","M1403","Chargé / Chargée d'études socio-économiques"
"005","Métiers de la recherche","488300","M1407","Responsable de la veille scientifique et technique en industrie pharmaceutique"
"005","Métiers de la recherche","488337","M1408","Responsable des études pharmaco-économiques en industrie pharmaceutique"
"005","Métiers de la recherche","497","M1808","Cartographe"
"005","Métiers de la recherche","498","M1809","Météorologue"
"005","Métiers de la recherche","510430","M1888","Spécialiste en modélisation climatique"
"005","Métiers de la recherche","510446","M1890","Responsable d'opérations en station météorologique"
"005","Métiers de la recherche","510447","M1891","Ingénieur / Ingénieure prévisionniste météorologue"
"005","Métiers de la recherche","510461","M1893","Technicien / Technicienne de la météorologie"
"005","Métiers de la recherche","515456","M1895","Géomaticien / Géomaticienne"
"006","Métiers de la mer, du nautisme et de la construction navale","515388","A1216","Responsable de site naturel protégé"
"006","Métiers de la mer, du nautisme et de la construction navale","515396","A1217","Responsable de gardes nature"
"006","Métiers de la mer, du nautisme et de la construction navale","515384","A1314","Halieute"
"006","Métiers de la mer, du nautisme et de la construction navale","515385","A1315","Technicien / Technicienne naturaliste"
"006","Métiers de la mer, du nautisme et de la construction navale","515387","A1316","Chargé / Chargée de conservation ex-situ"
"006","Métiers de la mer, du nautisme et de la construction navale","515409","A1317","Gestionnaire d'aires marines protégées"
"006","Métiers de la mer, du nautisme et de la construction navale","515431","A1318","Technicien / Technicienne de travaux de gestion de milieu naturel"
"006","Métiers de la mer, du nautisme et de la construction navale","515440","A1319","Ingénieur / Ingénieure écologue"
"006","Métiers de la mer, du nautisme et de la construction navale","515455","A1321","Chargé / Chargée de mission thématique durable"
"006","Métiers de la mer, du nautisme et de la construction navale","515458","A1322","Technicien / Technicienne de rivière"
"006","Métiers de la mer, du nautisme et de la construction navale","18","A1404","Aquaculteur / Aquacultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","20","A1406","Capitaine de pêche"
"006","Métiers de la mer, du nautisme et de la construction navale","29","A1415","Marin-pêcheur"
"006","Métiers de la mer, du nautisme et de la construction navale","31","A1417","Saliculteur / Salicultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","488709","A1424","Pisciculteur / Piscicultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","488728","A1425","Ramendeur / Ramendeuse"
"006","Métiers de la mer, du nautisme et de la construction navale","488776","A1427","Goémonier / Goémonière"
"006","Métiers de la mer, du nautisme et de la construction navale","488903","A1428","Algoculteur / Algocultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","489025","A1430","Ouvrier / Ouvrière aquacole"
"006","Métiers de la mer, du nautisme et de la construction navale","489063","A1431","Ouvrier / Ouvrière piscicole"
"006","Métiers de la mer, du nautisme et de la construction navale","509530","A1438","Pêcheur / Pêcheuse à pied"
"006","Métiers de la mer, du nautisme et de la construction navale","510171","A1445","Pêcheur sous-marin / Pêcheuse sous-marine"
"006","Métiers de la mer, du nautisme et de la construction navale","515454","B1815","Technicien voilier / Technicienne voilière"
"006","Métiers de la mer, du nautisme et de la construction navale","515427","C1114","Assureur / Assureuse maritime"
"006","Métiers de la mer, du nautisme et de la construction navale","84","D1105","Poissonnier / Poissonnière"
"006","Métiers de la mer, du nautisme et de la construction navale","515406","D1119","Mareyeur / Mareyeuse"
"006","Métiers de la mer, du nautisme et de la construction navale","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs"
"006","Métiers de la mer, du nautisme et de la construction navale","509347","D1421","Conseiller commercial / Conseillère commerciale en véhicules industriels"
"006","Métiers de la mer, du nautisme et de la construction navale","509532","D1426","Vendeur / Vendeuse en véhicules de collection"
"006","Métiers de la mer, du nautisme et de la construction navale","510043","D1434","Conseiller commercial / Conseillère commerciale motocycles"
"006","Métiers de la mer, du nautisme et de la construction navale","515444","D1441","Technico-commercial / Technico-commerciale de l'industrie et des services nautiques"
"006","Métiers de la mer, du nautisme et de la construction navale","515426","D1442","Courtier / Courtière en bateau"
"006","Métiers de la mer, du nautisme et de la construction navale","488897","F1124","Hydrologue"
"006","Métiers de la mer, du nautisme et de la construction navale","518322","F1145","Ingénieur / Ingénieure en génie maritime"
"006","Métiers de la mer, du nautisme et de la construction navale","488871","F1504","Charpentier / Charpentière de marine"
"006","Métiers de la mer, du nautisme et de la construction navale","489189","F1625","Monteur / Monteuse en agencement"
"006","Métiers de la mer, du nautisme et de la construction navale","403072","G1207","Surveillant / Surveillante de baignade"
"006","Métiers de la mer, du nautisme et de la construction navale","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"006","Métiers de la mer, du nautisme et de la construction navale","488308","H1216","Responsable des études épidémiologiques"
"006","Métiers de la mer, du nautisme et de la construction navale","509693","H2213","Menuisier / Menuisière en construction nautique"
"006","Métiers de la mer, du nautisme et de la construction navale","515430","H2712","Technicien / Technicienne d'exploitation en centrale hydroélectrique"
"006","Métiers de la mer, du nautisme et de la construction navale","279","H2902","Chaudronnier / Chaudronnière"
"006","Métiers de la mer, du nautisme et de la construction navale","288","H2911","Métallier / Métallière"
"006","Métiers de la mer, du nautisme et de la construction navale","291","H2914","Tuyauteur / Tuyauteuse"
"006","Métiers de la mer, du nautisme et de la construction navale","489024","H2915","Chef soudeur / Cheffe soudeuse"
"006","Métiers de la mer, du nautisme et de la construction navale","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"006","Métiers de la mer, du nautisme et de la construction navale","489194","H2917","Soudeur / Soudeuse MIG MAG"
"006","Métiers de la mer, du nautisme et de la construction navale","515446","H2919","Charpentier / Charpentière métallique en construction navale"
"006","Métiers de la mer, du nautisme et de la construction navale","296","H3203","Mouleur-stratifieur / Mouleuse-stratifieuse"
"006","Métiers de la mer, du nautisme et de la construction navale","303","H3404","Peintre industriel / Peintre industrielle"
"006","Métiers de la mer, du nautisme et de la construction navale","318","I1309","Electricien / Electricienne de maintenance"
"006","Métiers de la mer, du nautisme et de la construction navale","323","I1502","Plongeur scaphandrier / Plongeuse scaphandrière"
"006","Métiers de la mer, du nautisme et de la construction navale","515408","I1509","Scaphandrier inspecteur / Scaphandrière inspectrice"
"006","Métiers de la mer, du nautisme et de la construction navale","515418","I1510","Plongeur / Plongeuse scientifique et technique"
"006","Métiers de la mer, du nautisme et de la construction navale","515453","I1513","Chef d'équipe scaphandrier / Cheffe d'équipe scaphandrière"
"006","Métiers de la mer, du nautisme et de la construction navale","325","I1601","Préparateur / Préparatrice de bateau"
"006","Métiers de la mer, du nautisme et de la construction navale","329","I1605","Mécanicien / Mécanicienne en mécanique marine ou navale"
"006","Métiers de la mer, du nautisme et de la construction navale","488870","I1619","Mécanicien / Mécanicienne cycles"
"006","Métiers de la mer, du nautisme et de la construction navale","515399","I1633","Agent / Agente de maintenance nautique"
"006","Métiers de la mer, du nautisme et de la construction navale","515411","I1634","Accastilleur / Accastilleuse"
"006","Métiers de la mer, du nautisme et de la construction navale","395","K1705","Secouriste"
