"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"84","Administration publique et defense, securite sociale obligatoire","391","K1701","Combattant / Combattante en milieu terrestre"
"84","Administration publique et defense, securite sociale obligatoire","392","K1702","Responsable de sécurité civile et de secours"
"84","Administration publique et defense, securite sociale obligatoire","393","K1703","Responsable de l'emploi des forces armées"
"84","Administration publique et defense, securite sociale obligatoire","394","K1704","Officier / Officière de police"
"84","Administration publique et defense, securite sociale obligatoire","395","K1705","Secouriste"
"84","Administration publique et defense, securite sociale obligatoire","396","K1706","Gendarme"
"84","Administration publique et defense, securite sociale obligatoire","397","K1707","Policier municipal / Policière municipale"
"84","Administration publique et defense, securite sociale obligatoire","488295","K1708","Gardien / Gardienne de la paix"
"84","Administration publique et defense, securite sociale obligatoire","488320","K1709","Commissaire de police"
"84","Administration publique et defense, securite sociale obligatoire","488345","K1710","Pilote de drones aériens militaires"
"84","Administration publique et defense, securite sociale obligatoire","488593","K1711","Surveillant pénitentiaire / Surveillante pénitentiaire"
"84","Administration publique et defense, securite sociale obligatoire","488708","K1712","Pilote d'aéronef militaire"
"84","Administration publique et defense, securite sociale obligatoire","488712","K1713","Pilote de chasse"
"84","Administration publique et defense, securite sociale obligatoire","488892","K1714","Expert / Experte en assurance de la qualité des fournitures spécifiques des armées"
"84","Administration publique et defense, securite sociale obligatoire","488906","K1715","Pilote d'hélicoptère des forces armées"
"84","Administration publique et defense, securite sociale obligatoire","488907","K1716","Chef / Cheffe de service pénitentiaire"
"84","Administration publique et defense, securite sociale obligatoire","489034","K1717","Opérateur / Opératrice de surveillance aérienne militaire"
"84","Administration publique et defense, securite sociale obligatoire","489053","K1718","Chargé / Chargée de navigation maritime sur navire militaire"
"84","Administration publique et defense, securite sociale obligatoire","489167","K1719","Chef / Cheffe de police municipale"
"84","Administration publique et defense, securite sociale obligatoire","489186","K1720","Gardien de compagnie républicaine de sécurité (CRS) / Gardienne de compagnie républicaine de sécurité (CRS)"
"84","Administration publique et defense, securite sociale obligatoire","489212","K1721","Technicien / Technicienne en investigation criminelle"
"84","Administration publique et defense, securite sociale obligatoire","489180","K1722","Plongeur démineur / Plongeuse démineuse militaire dans les fonds marins"
"84","Administration publique et defense, securite sociale obligatoire","488934","K1723","Opérateur / Opératrice d'exploitation et de maintenance pétrolières de l'Armée"
"84","Administration publique et defense, securite sociale obligatoire","510608","K1725","Responsable des opérations militaires en milieu maritime"
"84","Administration publique et defense, securite sociale obligatoire","510600","K1727","Chargé / Chargée du guidage d'aéronef militaire"
"84","Administration publique et defense, securite sociale obligatoire","510470","K1729","Opérateur / Opératrice en pyrotechnie militaire"
"84","Administration publique et defense, securite sociale obligatoire","510473","K1730","Spécialiste de la protection des forces, installations ou matériels sensibles de l'Etat"
"84","Administration publique et defense, securite sociale obligatoire","510475","K1731","Responsable des opérations militaires en milieu aéroterrestre"
"84","Administration publique et defense, securite sociale obligatoire","510599","K1732","Spécialiste des systèmes de communication opérationnels"
"84","Administration publique et defense, securite sociale obligatoire","510584","K1733","Combattant / Combattante des forces spéciales militaires"
"84","Administration publique et defense, securite sociale obligatoire","510587","K1734","Spécialiste du soutien armement nucléaire"
"84","Administration publique et defense, securite sociale obligatoire","510588","K1735","Architecte système de force, d'arme ou équipement militaire"
"84","Administration publique et defense, securite sociale obligatoire","510597","K1736","Spécialiste de l'aide au déploiement des forces combattantes"
"84","Administration publique et defense, securite sociale obligatoire","510591","K1737","Combattant / Combattante en milieu maritime"
"84","Administration publique et defense, securite sociale obligatoire","510596","K1738","Spécialiste du soutien ou de la formation propulsion nucléaire"
"84","Administration publique et defense, securite sociale obligatoire","522317","K1739","Opérateur / Opératrice en navigation maritime sur navire militaire"
"84","Administration publique et defense, securite sociale obligatoire","522279","K1740","Expert / Experte en opérations spatiales militaires"
"84","Administration publique et defense, securite sociale obligatoire","522229","K1741","Maître de pont sur navire militaire"
"84","Administration publique et defense, securite sociale obligatoire","510592","K1742","Contrôleur / Contrôleuse des espaces maritimes"
"84","Administration publique et defense, securite sociale obligatoire","515447","K1743","Agent de surveillance de la voie publique (ASVP) / Agente de surveillance de la voie publique (ASVP)"
"84","Administration publique et defense, securite sociale obligatoire","518191","K1744","Chef / Cheffe de centre d'incendie et de secours"
"84","Administration publique et defense, securite sociale obligatoire","518431","K1745","Pompier / Pompière"
"84","Administration publique et defense, securite sociale obligatoire","518756","K1746","Receveur placier / Receveuse placière"
"84","Administration publique et defense, securite sociale obligatoire","519130","K1747","Equipier / Equipière sécurité civile"
"84","Administration publique et defense, securite sociale obligatoire","519221","K1748","Garde républicain / Garde républicaine"
"84","Administration publique et defense, securite sociale obligatoire","399","K1802","Chargé / Chargée de développement économique et local"
"84","Administration publique et defense, securite sociale obligatoire","509511","K1803","Animateur / Animatrice de développement régional"
"84","Administration publique et defense, securite sociale obligatoire","509661","K1805","Chargé / Chargée de développement social"
"84","Administration publique et defense, securite sociale obligatoire","510031","K1809","Responsable de développement territorial"
"84","Administration publique et defense, securite sociale obligatoire","510311","K1815","Chargé / Chargée de mission ""Villes et Territoires Durables"""
"84","Administration publique et defense, securite sociale obligatoire","488574","K1905","Huissier / Huissière de justice"
"84","Administration publique et defense, securite sociale obligatoire","489169","K1908","Responsable de service contentieux et recouvrement"
"84","Administration publique et defense, securite sociale obligatoire","510190","K1909","Greffier / Greffière"
"84","Administration publique et defense, securite sociale obligatoire","510013","K1910","Commissaire à la Cour des comptes"
"84","Administration publique et defense, securite sociale obligatoire","488923","K2117","Inspecteur / Inspectrice de l'Education Nationale (IEN)"
"84","Administration publique et defense, securite sociale obligatoire","509398","K2315","Inspecteur / Inspectrice de salubrité publique"
"84","Administration publique et defense, securite sociale obligatoire","510248","M1304","Directeur / Directrice d'unité de services au public"
"84","Administration publique et defense, securite sociale obligatoire","467","M1401","Enquêteur / Enquêtrice sondage"
"84","Administration publique et defense, securite sociale obligatoire","468","M1402","Responsable en organisation en entreprise"
"84","Administration publique et defense, securite sociale obligatoire","469","M1403","Chargé / Chargée d'études socio-économiques"
"84","Administration publique et defense, securite sociale obligatoire","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise"
"84","Administration publique et defense, securite sociale obligatoire","509641","M1422","Directeur / Directrice d'études socio-économiques"
"84","Administration publique et defense, securite sociale obligatoire","509903","M1425","Agent recenseur / Agente recenseuse"
"84","Administration publique et defense, securite sociale obligatoire","471","M1501","Assistant / Assistante Ressources Humaines (RH)"
"84","Administration publique et defense, securite sociale obligatoire","510401","M1509","Responsable paie et administration du personnel"
"84","Administration publique et defense, securite sociale obligatoire","475","M1602","Secrétaire administratif / Secrétaire administrative de collectivité territoriale"
"84","Administration publique et defense, securite sociale obligatoire","480","M1607","Assistant administratif / Assistante administrative"
"84","Administration publique et defense, securite sociale obligatoire","488787","M1612","Assistant / Assistante de service juridique"
"84","Administration publique et defense, securite sociale obligatoire","496","M1807","Spécialiste outils, systèmes d'exploitation, réseaux et télécoms"
"84","Administration publique et defense, securite sociale obligatoire","488917","M1840","Directeur / Directrice de projets des territoires connectés"
"84","Administration publique et defense, securite sociale obligatoire","515456","M1895","Géomaticien / Géomaticienne"
"84","Administration publique et defense, securite sociale obligatoire","507","N1301","Responsable logistique"
"84","Administration publique et defense, securite sociale obligatoire","513","N2202","Contrôleur aérien / Contrôleuse aérienne"
"84","Administration publique et defense, securite sociale obligatoire","510602","N2208","Contrôleur / Contrôleuse de la circulation et de la défense aérienne"
"84","Administration publique et defense, securite sociale obligatoire","488611","N4111","Conducteur / Conductrice super poids lourd de l'armée"
"85","Enseignement","488919","D1218","Formateur coiffeur / Formatrice coiffeuse"
"85","Enseignement","510282","D1232","Formateur / Formatrice en esthétisme"
"85","Enseignement","183","G1202","Animateur / Animatrice d'atelier artistique ou ludique"
"85","Enseignement","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées"
"85","Enseignement","509760","G1238","Animateur / Animatrice d'atelier multimédia"
"85","Enseignement","510150","G1240","Educateur / Educatrice nature environnement"
"85","Enseignement","518649","G1246","Animateur / Animatrice mobilité à vélo"
"85","Enseignement","404965","G1405","Directeur / Directrice de structure sportive"
"85","Enseignement","309","I1203","Agent / Agente d'entretien du bâtiment"
"85","Enseignement","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles"
"85","Enseignement","488866","I1618","Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins"
"85","Enseignement","512364","J1414","Coordinateur / Coordinatrice en activité physique adaptée"
"85","Enseignement","512363","J1415","Enseignant / Enseignante en activité physique adaptée (EAPA)"
"85","Enseignement","509558","K1107","Conseiller / Conseillère d'orientation psychologue"
"85","Enseignement","370","K1203","Educateur technique spécialisé / Educatrice technique spécialisée"
"85","Enseignement","374","K1207","Educateur spécialisé / Educatrice spécialisée"
"85","Enseignement","509410","K1215","Moniteur / Monitrice d'atelier en milieu de travail protégé"
"85","Enseignement","510206","K1223","Technicien / Technicienne de l'administration pénitentiaire"
"85","Enseignement","510181","K1224","Encadrant / Encadrante technique d'insertion socioprofessionnelle"
"85","Enseignement","404046","K1308","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)"
"85","Enseignement","389","K1601","Documentaliste"
"85","Enseignement","488327","K1603","Bibliothécaire"
"85","Enseignement","398","K1801","Conseiller / Conseillère en insertion professionnelle"
"85","Enseignement","404","K2101","Conseiller consultant / Conseillère consultante en formation"
"85","Enseignement","405","K2102","Coordinateur / Coordinatrice pédagogique"
"85","Enseignement","406","K2103","Chef / Cheffe d'établissement d'enseignement"
"85","Enseignement","407","K2104","Surveillant / Surveillante en milieu scolaire"
"85","Enseignement","408","K2105","Professeur / Professeure de musique"
"85","Enseignement","409","K2106","Professeur / Professeure des écoles"
"85","Enseignement","410","K2107","Professeur / Professeure de collège et de lycée"
"85","Enseignement","411","K2108","Professeur / Professeure des universités"
"85","Enseignement","412","K2109","Professeur / Professeure d'enseignement technologique"
"85","Enseignement","413","K2110","Enseignant / Enseignante de la conduite et de la sécurité routière"
"85","Enseignement","414","K2111","Formateur / Formatrice"
"85","Enseignement","415","K2112","Conseiller / Conseillère d'orientation"
"85","Enseignement","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)"
"85","Enseignement","488886","K2115","Conseiller principal / Conseillère principale d'éducation"
"85","Enseignement","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule"
"85","Enseignement","488923","K2117","Inspecteur / Inspectrice de l'Education Nationale (IEN)"
"85","Enseignement","489031","K2118","Directeur / Directrice d'école primaire"
"85","Enseignement","509361","K2119","Consultant / Consultante en ingénierie pédagogique"
"85","Enseignement","509370","K2120","Directeur / Directrice d'établissement d'enseignement supérieur"
"85","Enseignement","509515","K2121","Directeur / Directrice de conservatoire musique et danse"
"85","Enseignement","509529","K2122","Professeur / Professeure à domicile"
"85","Enseignement","509533","K2123","Responsable programme enseignement supérieur"
"85","Enseignement","509534","K2124","Formateur / Formatrice conduite d'engins motorisés et de levage"
"85","Enseignement","509551","K2126","Conseiller / Conseillère en validation des acquis de l'expérience"
"85","Enseignement","509559","K2127","Professeur / Professeure d'enseignement général pour déficients sensoriels"
"85","Enseignement","509671","K2128","Formateur / Formatrice aux métiers de l'éducation et de la sécurité routière"
"85","Enseignement","509673","K2129","Professeur / Professeure documentaliste"
"85","Enseignement","509706","K2130","Professeur / Professeure de Français Langue Etrangère (FLE)"
"85","Enseignement","509783","K2131","Lecteur / Lectrice de langues dans l'enseignement supérieur"
"85","Enseignement","509895","K2132","Responsable ingénierie de la formation professionnelle"
"85","Enseignement","509902","K2133","Sociologue"
"85","Enseignement","509932","K2134","Démographe"
"85","Enseignement","509940","K2135","Ethnologue"
"85","Enseignement","510418","K2136","Professeur territorial / Professeure territoriale d'enseignement artistique"
"85","Enseignement","510044","K2137","Assistant / Assistante pédagogique en milieu scolaire"
"85","Enseignement","510061","K2138","Animateur / Animatrice de stages permis à points"
"85","Enseignement","510074","K2140","Historien / Historienne"
"85","Enseignement","510141","K2141","Formateur / Formatrice conduite d'engins de travaux publics"
"85","Enseignement","510151","K2142","Animateur-coordinateur / Animatrice-coordinatrice de formation"
"85","Enseignement","510407","K2143","Anthropologue"
"85","Enseignement","510184","K2144","Directeur / Directrice d'école paramédicale"
"85","Enseignement","510398","K2145","Formateur / Formatrice de formateurs"
"85","Enseignement","510193","K2146","Responsable d'internat"
"85","Enseignement","510310","K2147","Chef / Cheffe de travaux dans l'enseignement technique"
"85","Enseignement","510295","K2148","Directeur / Directrice pédagogique"
"85","Enseignement","426","K2401","Chercheur / Chercheuse en sciences humaines et sociales"
"85","Enseignement","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"85","Enseignement","488864","K2408","Mathématicien / Mathématicienne"
"85","Enseignement","488918","K2409","Astronome"
"85","Enseignement","489170","K2410","Astrophysicien / Astrophysicienne"
"85","Enseignement","509819","K2411","Musicologue"
"85","Enseignement","509910","K2414","Paléontologue"
"85","Enseignement","510172","K2415","Paléographe"
"85","Enseignement","510249","K2416","Linguiste"
"85","Enseignement","510284","M1217","Intendant / Intendante d'établissement scolaire (lycée, collège...)"
"85","Enseignement","488287","M1406","Responsable RSE (Responsabilité Sociétale de l'Entreprise)"
"85","Enseignement","489162","M1616","Auxiliaire de gestion des écoles de conduite"
"86","Activites pour la sante humaine","89","D1203","Agent / Agente de soins en hydrothérapie"
"86","Activites pour la sante humaine","488784","D1217","Socio-coiffeur / Socio-coiffeuse"
"86","Activites pour la sante humaine","489570","D1222","Masseur / Masseuse bien-être"
"86","Activites pour la sante humaine","518832","D1248","Conseiller / Conseillère en matériel médical ou paramédical"
"86","Activites pour la sante humaine","106","D1405","Conseiller / Conseillère en information médicale"
"86","Activites pour la sante humaine","488290","D1412","Délégué médical hospitalier / Déléguée médicale hospitalière"
"86","Activites pour la sante humaine","488301","D1413","Délégué / Déléguée pharmaceutique"
"86","Activites pour la sante humaine","509695","D1428","Superviseur / Superviseuse technique et logistique en assistance de régulation médicale"
"86","Activites pour la sante humaine","510165","D1436","Assistant / Assistante de régulation médicale (ARM)"
"86","Activites pour la sante humaine","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées"
"86","Activites pour la sante humaine","489050","G1233","Préparateur mental / Préparatrice mentale du sport"
"86","Activites pour la sante humaine","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques"
"86","Activites pour la sante humaine","488339","H1105","Chef de projets santé / Cheffe de projets santé"
"86","Activites pour la sante humaine","488351","H1223","Coordinateur / Coordinatrice d'études cliniques en industrie pharmaceutique"
"86","Activites pour la sante humaine","489183","H1309","Technicien / Technicienne en radioprotection"
"86","Activites pour la sante humaine","509879","H1529","Chargé / Chargée de matériovigilance"
"86","Activites pour la sante humaine","509662","I1327","Technicien / Technicienne de maintenance en matériel biomédical"
"86","Activites pour la sante humaine","332","J1101","Médecin du travail et de prévention"
"86","Activites pour la sante humaine","333","J1102","Médecin généraliste"
"86","Activites pour la sante humaine","334","J1103","Dentiste"
"86","Activites pour la sante humaine","335","J1104","Homme sage-femme / Sage-femme"
"86","Activites pour la sante humaine","404041","J1105","Médecin coordonnateur"
"86","Activites pour la sante humaine","488298","J1106","Responsable médical / Responsable médicale en région (RMR-MSL) en industrie pharmaceutique"
"86","Activites pour la sante humaine","488726","J1107","Médecin scolaire"
"86","Activites pour la sante humaine","488764","J1108","Médecin régulateur"
"86","Activites pour la sante humaine","488880","J1109","Médecin de la Protection Maternelle et Infantile -PMI-"
"86","Activites pour la sante humaine","488916","J1110","Médecin légiste"
"86","Activites pour la sante humaine","489214","J1111","Gynécologue"
"86","Activites pour la sante humaine","509388","J1112","Oncologue"
"86","Activites pour la sante humaine","509405","J1113","Dermatologue"
"86","Activites pour la sante humaine","509411","J1114","Rhumatologue"
"86","Activites pour la sante humaine","509412","J1115","Pédiatre"
"86","Activites pour la sante humaine","509498","J1116","Gériatre"
"86","Activites pour la sante humaine","509506","J1117","Hématologue"
"86","Activites pour la sante humaine","509524","J1118","Radiologue"
"86","Activites pour la sante humaine","509544","J1119","Chirurgien / Chirurgienne"
"86","Activites pour la sante humaine","509560","J1120","Médecin phlébologue"
"86","Activites pour la sante humaine","509562","J1121","Gastro-entérologue"
"86","Activites pour la sante humaine","509638","J1122","Chirurgien plasticien / Chirurgienne plasticienne"
"86","Activites pour la sante humaine","509643","J1123","Médecin des armées"
"86","Activites pour la sante humaine","510286","J1124","Médecin Anesthésiste Réanimateur / Réanimatrice (MAR)"
"86","Activites pour la sante humaine","509674","J1125","Endocrinologue"
"86","Activites pour la sante humaine","509770","J1126","Médecin du sport"
"86","Activites pour la sante humaine","510162","J1127","Médecin urgentiste"
"86","Activites pour la sante humaine","509785","J1128","Pneumologue"
"86","Activites pour la sante humaine","509807","J1129","Allergologue"
"86","Activites pour la sante humaine","509812","J1130","Oto-rhino-laryngologiste (ORL)"
"86","Activites pour la sante humaine","509949","J1131","Psychiatre"
"86","Activites pour la sante humaine","509887","J1132","Neurologue"
"86","Activites pour la sante humaine","509912","J1133","Stomatologue"
"86","Activites pour la sante humaine","509927","J1134","Ophtalmologue"
"86","Activites pour la sante humaine","509942","J1135","Urologue"
"86","Activites pour la sante humaine","509650","J1136","Gérontologue"
"86","Activites pour la sante humaine","509780","J1137","Néphrologue"
"86","Activites pour la sante humaine","510582","J1138","Sexologue"
"86","Activites pour la sante humaine","510018","J1139","Neurochirurgien / Neurochirurgienne"
"86","Activites pour la sante humaine","510139","J1140","Cardiologue"
"86","Activites pour la sante humaine","510161","J1141","Orthodontiste"
"86","Activites pour la sante humaine","510393","J1142","Angiologue"
"86","Activites pour la sante humaine","336","J1201","Biologiste médical / Biologiste médicale"
"86","Activites pour la sante humaine","337","J1202","Pharmacien / Pharmacienne"
"86","Activites pour la sante humaine","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale"
"86","Activites pour la sante humaine","338","J1301","Agent / Agente de service hospitalier (ASH)"
"86","Activites pour la sante humaine","339","J1302","Technicien / Technicienne de laboratoire d'analyses médicales"
"86","Activites pour la sante humaine","340","J1303","Assistant / Assistante médico-technique"
"86","Activites pour la sante humaine","341","J1304","Auxiliaire de puériculture"
"86","Activites pour la sante humaine","342","J1305","Ambulancier / Ambulancière"
"86","Activites pour la sante humaine","343","J1306","Manipulateur / Manipulatrice d'électroradiologie médicale"
"86","Activites pour la sante humaine","344","J1307","Préparateur / Préparatrice en pharmacie"
"86","Activites pour la sante humaine","404042","J1308","Brancardier / Brancardière"
"86","Activites pour la sante humaine","404043","J1309","Agent / Agente de stérilisation de service hospitalier"
"86","Activites pour la sante humaine","509513","J1310","Auxiliaire ambulancier / Auxiliaire ambulancière"
"86","Activites pour la sante humaine","509555","J1311","Transporteur / Transporteuse de produits de santé"
"86","Activites pour la sante humaine","510261","J1312","Assistant / Assistante dentaire"
"86","Activites pour la sante humaine","345","J1401","Audioprothésiste"
"86","Activites pour la sante humaine","346","J1402","Diététicien / Diététicienne"
"86","Activites pour la sante humaine","347","J1403","Ergothérapeute"
"86","Activites pour la sante humaine","348","J1404","Kinésithérapeute"
"86","Activites pour la sante humaine","349","J1405","Opticien / Opticienne"
"86","Activites pour la sante humaine","350","J1406","Orthophoniste"
"86","Activites pour la sante humaine","351","J1407","Orthoptiste"
"86","Activites pour la sante humaine","352","J1408","Ostéopathe"
"86","Activites pour la sante humaine","353","J1409","Pédicure-podologue"
"86","Activites pour la sante humaine","354","J1410","Prothésiste dentaire"
"86","Activites pour la sante humaine","355","J1411","Orthoprothésiste"
"86","Activites pour la sante humaine","356","J1412","Psychomotricien / Psychomotricienne"
"86","Activites pour la sante humaine","488767","J1413","Physiothérapeute"
"86","Activites pour la sante humaine","512364","J1414","Coordinateur / Coordinatrice en activité physique adaptée"
"86","Activites pour la sante humaine","512363","J1415","Enseignant / Enseignante en activité physique adaptée (EAPA)"
"86","Activites pour la sante humaine","509825","J1416","Chiropracteur / Chiropractrice"
"86","Activites pour la sante humaine","357","J1501","Aide-soignant / Aide-soignante"
"86","Activites pour la sante humaine","358","J1502","Cadre de santé d'unité de soins ou de service paramédical"
"86","Activites pour la sante humaine","359","J1503","Infirmier / Infirmière anesthésiste (IADE)"
"86","Activites pour la sante humaine","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)"
"86","Activites pour la sante humaine","361","J1505","Infirmier / Infirmière de prévention"
"86","Activites pour la sante humaine","362","J1506","Infirmier / Infirmière en soins généraux (IDE)"
"86","Activites pour la sante humaine","363","J1507","Puériculteur / Puéricultrice"
"86","Activites pour la sante humaine","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)"
"86","Activites pour la sante humaine","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice"
"86","Activites pour la sante humaine","488567","J1510","Infirmier coordonnateur / Infirmière coordonnatrice (IDEC)"
"86","Activites pour la sante humaine","488872","J1511","Infirmier / Infirmière scolaire"
"86","Activites pour la sante humaine","489197","J1512","Infirmier / Infirmière de santé au travail"
"86","Activites pour la sante humaine","366","K1103","Conseiller / Conseillère en développement personnel"
"86","Activites pour la sante humaine","367","K1104","Psychologue"
"86","Activites pour la sante humaine","489075","K1105","Art thérapeute"
"86","Activites pour la sante humaine","510399","K1106","Sophrologue"
"86","Activites pour la sante humaine","509926","K1108","Intervenant / Intervenante en pratique de soins non conventionnelle"
"86","Activites pour la sante humaine","509382","K1109","Graphothérapeute"
"86","Activites pour la sante humaine","510052","K1111","Psychanalyste"
"86","Activites pour la sante humaine","510066","K1112","Addictologue"
"86","Activites pour la sante humaine","510314","K1113","Psychologue du travail"
"86","Activites pour la sante humaine","519872","K1114","Psychologue scolaire"
"86","Activites pour la sante humaine","374","K1207","Educateur spécialisé / Educatrice spécialisée"
"86","Activites pour la sante humaine","510400","K1214","Conseiller / Conseillère en génétique"
"86","Activites pour la sante humaine","509756","K1220","Médiateur / Médiatrice en santé"
"86","Activites pour la sante humaine","375","K1301","Educateur / Educatrice en locomotion"
"86","Activites pour la sante humaine","376","K1302","Assistant / Assistante de vie dépendance"
"86","Activites pour la sante humaine","380","K1402","Médecin conseil"
"86","Activites pour la sante humaine","381","K1403","Directeur / Directrice d'établissement pour personnes âgées"
"86","Activites pour la sante humaine","488293","K1407","Directeur / Directrice d'établissement médicosocial"
"86","Activites pour la sante humaine","509782","K1411","Inspecteur / Inspectrice vétérinaire"
"86","Activites pour la sante humaine","509923","K1414","Chargé / Chargée de mission santé publique"
"86","Activites pour la sante humaine","509933","K1415","Directeur / Directrice d'établissement privé de santé"
"86","Activites pour la sante humaine","510160","K1421","Directeur / Directrice de centre hospitalier"
"86","Activites pour la sante humaine","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"86","Activites pour la sante humaine","488272","K2404","Chargé / Chargée de recherche en industrie pharmaceutique"
"86","Activites pour la sante humaine","488279","K2405","Attaché / Attachée de recherche clinique en milieu hospitalier"
"86","Activites pour la sante humaine","510455","M1212","Gestionnaire de lits"
"86","Activites pour la sante humaine","488778","M1412","Ergonome"
"86","Activites pour la sante humaine","509408","M1417","Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP"
"86","Activites pour la sante humaine","482","M1609","Secrétaire médical / Secrétaire médicale"
"86","Activites pour la sante humaine","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable DIM)"
"86","Activites pour la sante humaine","510247","M1880","Spécialiste e-santé"
"87","Hebergement medico-social et social","77","C1502","Chargé / Chargée de gestion locative en immobilier"
"87","Hebergement medico-social et social","358","J1502","Cadre de santé d'unité de soins ou de service paramédical"
"87","Hebergement medico-social et social","361","J1505","Infirmier / Infirmière de prévention"
"87","Hebergement medico-social et social","362","J1506","Infirmier / Infirmière en soins généraux (IDE)"
"87","Hebergement medico-social et social","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)"
"87","Hebergement medico-social et social","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice"
"87","Hebergement medico-social et social","488567","J1510","Infirmier coordonnateur / Infirmière coordonnatrice (IDEC)"
"87","Hebergement medico-social et social","488325","K1208","Moniteur éducateur / Monitrice éducatrice"
"87","Hebergement medico-social et social","488587","K1209","Coordonnateur / Coordonnatrice de projet socioéducatif"
"87","Hebergement medico-social et social","509756","K1220","Médiateur / Médiatrice en santé"
"87","Hebergement medico-social et social","510032","K1225","Conseiller / Conseillère en économie sociale et familiale (CESF)"
"87","Hebergement medico-social et social","28964","K1305","Technicien / Technicienne d'Intervention Sociale et Familiale (TISF)"
"87","Hebergement medico-social et social","404044","K1306","Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)"
"87","Hebergement medico-social et social","404543","K1309","Assistant familial / Assistante familiale"
"87","Hebergement medico-social et social","488323","K1311","Assistant / Assistante de vie aux familles"
"87","Hebergement medico-social et social","488338","K1312","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes"
"87","Hebergement medico-social et social","380","K1402","Médecin conseil"
"87","Hebergement medico-social et social","381","K1403","Directeur / Directrice d'établissement pour personnes âgées"
"87","Hebergement medico-social et social","488293","K1407","Directeur / Directrice d'établissement médicosocial"
"87","Hebergement medico-social et social","488294","K1408","Responsable de secteur d'aide à domicile"
"87","Hebergement medico-social et social","510283","K1413","Directeur / Directrice d'établissement à caractère social"
"87","Hebergement medico-social et social","509933","K1415","Directeur / Directrice d'établissement privé de santé"
"87","Hebergement medico-social et social","510160","K1421","Directeur / Directrice de centre hospitalier"
"87","Hebergement medico-social et social","510049","K1810","Agent / Agente de développement d'habitat social"
"87","Hebergement medico-social et social","488342","M1713","Responsable d'associations de patients en industrie pharmaceutique"
"88","Action sociale sans hebergement","184","G1203","Animateur / Animatrice jeunesse"
"88","Action sociale sans hebergement","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées"
"88","Action sociale sans hebergement","509666","G1237","Directeur / Directrice d'accueil de loisirs sans hébergement"
"88","Action sociale sans hebergement","509764","G1239","Responsable d'animation"
"88","Action sociale sans hebergement","510396","G1241","Directeur / Directrice de centre de séjour de vacances"
"88","Action sociale sans hebergement","341","J1304","Auxiliaire de puériculture"
"88","Action sociale sans hebergement","361","J1505","Infirmier / Infirmière de prévention"
"88","Action sociale sans hebergement","363","J1507","Puériculteur / Puéricultrice"
"88","Action sociale sans hebergement","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice"
"88","Action sociale sans hebergement","364","K1101","Conseiller conjugal et familial / Conseillère conjugale et familiale"
"88","Action sociale sans hebergement","365","K1102","Mandataire judiciaire à la protection des majeurs (MJPM)"
"88","Action sociale sans hebergement","509558","K1107","Conseiller / Conseillère d'orientation psychologue"
"88","Action sociale sans hebergement","509707","K1110","Tuteur / Tutrice aux majeurs protégés"
"88","Action sociale sans hebergement","368","K1201","Assistant social / Assistante sociale"
"88","Action sociale sans hebergement","369","K1202","Educateur / Educatrice de jeunes enfants"
"88","Action sociale sans hebergement","370","K1203","Educateur technique spécialisé / Educatrice technique spécialisée"
"88","Action sociale sans hebergement","371","K1204","Médiateur social / Médiatrice sociale"
"88","Action sociale sans hebergement","372","K1205","Agent / Agente d'accueil social"
"88","Action sociale sans hebergement","373","K1206","Animateur coordinateur socioculturel / Animatrice coordinatrice socioculturelle"
"88","Action sociale sans hebergement","374","K1207","Educateur spécialisé / Educatrice spécialisée"
"88","Action sociale sans hebergement","488325","K1208","Moniteur éducateur / Monitrice éducatrice"
"88","Action sociale sans hebergement","488587","K1209","Coordonnateur / Coordonnatrice de projet socioéducatif"
"88","Action sociale sans hebergement","488783","K1210","Educateur / Educatrice de la protection judiciaire de la jeunesse"
