"code_rome","code_compo_bloc","code_rubrique","code_ogr"
"A1101","1","","6"
"A1101","2","","11987"
"A1101","2","","13201"
"A1101","2","","13232"
"A1101","2","","13254"
"A1101","2","","20404"
"A1101","2","","38874"
"A1101","2","","38875"
"A1101","2","","38876"
"A1101","2","","38877"
"A1101","2","","38878"
"A1101","2","","38879"
"A1101","2","","140877"
"A1101","2","","404030"
"A1101","2","","405363"
"A1101","5","1","104016"
"A1101","5","1","107141"
"A1101","5","1","110024"
"A1101","5","1","117548"
"A1101","5","1","122567"
"A1101","5","1","122573"
"A1101","5","1","122730"
"A1101","5","1","122817"
"A1101","5","1","122853"
"A1101","5","1","123046"
"A1101","5","1","123176"
"A1101","5","1","125527"
"A1101","5","1","300152"
"A1101","5","1","300160"
"A1101","5","1","300172"
"A1101","5","1","300183"
"A1101","5","1","300364"
"A1101","5","1","300446"
"A1101","5","1","400094"
"A1101","5","1","402131"
"A1101","5","1","404006"
"A1101","5","1","404016"
"A1101","5","1","404020"
"A1101","5","1","487216"
"A1101","5","2","300460"
"A1101","5","2","300465"
"A1101","5","2","300490"
"A1101","5","3","100003"
"A1101","5","3","100011"
"A1101","5","3","100015"
"A1101","5","3","100016"
"A1101","5","3","100017"
"A1101","5","3","100019"
"A1101","5","3","100057"
"A1101","5","3","100104"
"A1101","5","3","101869"
"A1101","5","3","104425"
"A1101","5","3","104514"
"A1101","5","3","104547"
"A1101","5","3","105545"
"A1101","5","3","106465"
"A1101","5","3","109995"
"A1101","5","3","109998"
"A1101","5","3","116781"
"A1101","5","3","120016"
"A1101","5","3","121998"
"A1101","5","3","122854"
"A1101","5","3","122855"
"A1101","5","3","123701"
"A1101","5","3","200042"
"A1101","5","3","200047"
"A1101","5","3","200048"
"A1101","5","3","403970"
"A1101","5","3","403984"
"A1101","5","3","404310"
"A1101","5","3","404315"
"A1101","5","3","492761"
"A1101","6","","23376"
"A1101","6","","38055"
"A1101","6","","300781"
"A1101","6","","300783"
"A1101","6","","300795"
"A1101","6","","300805"
"A1101","6","","300824"
"A1101","6","","403095"
"A1101","6","","403960"
"A1102","1","","403950"
"A1102","2","","12862"
"A1102","2","","13197"
"A1102","2","","13248"
"A1102","2","","13255"
"A1102","2","","13256"
"A1102","2","","13886"
"A1102","2","","13887"
"A1102","2","","17055"
"A1102","2","","17751"
"A1102","2","","20405"
"A1102","2","","404027"
"A1102","2","","404029"
"A1102","2","","517967"
"A1102","5","1","100023"
"A1102","5","1","100240"
"A1102","5","1","104016"
"A1102","5","1","107141"
"A1102","5","1","110503"
"A1102","5","1","117489"
"A1102","5","1","118788"
"A1102","5","1","122567"
"A1102","5","1","122575"
"A1102","5","1","122579"
"A1102","5","1","122698"
"A1102","5","1","122817"
"A1102","5","1","123176"
"A1102","5","1","124629"
"A1102","5","1","125144"
"A1102","5","1","300135"
"A1102","5","1","300152"
"A1102","5","1","300172"
"A1102","5","1","300236"
"A1102","5","1","300264"
"A1102","5","1","300270"
"A1102","5","1","300297"
"A1102","5","1","300353"
"A1102","5","1","300364"
"A1102","5","1","300446"
"A1102","5","1","402131"
"A1102","5","1","404006"
"A1102","5","1","487216"
"A1102","5","2","300460"
"A1102","5","2","300483"
"A1102","5","2","300490"
"A1102","5","3","100015"
"A1102","5","3","100017"
"A1102","5","3","100019"
"A1102","5","3","100057"
"A1102","5","3","103060"
"A1102","5","3","104425"
"A1102","5","3","104514"
"A1102","5","3","104547"
"A1102","5","3","107058"
"A1102","5","3","109995"
"A1102","5","3","120408"
"A1102","5","3","123009"
"A1102","5","3","123699"
"A1102","5","3","123701"
"A1102","5","3","403969"
"A1102","5","3","403984"
"A1102","5","3","403985"
"A1102","5","3","404313"
"A1102","5","3","404314"
"A1102","5","3","404351"
"A1102","5","3","492761"
"A1102","5","3","515302"
"A1102","6","","23376"
"A1102","6","","38055"
"A1102","6","","300781"
"A1102","6","","300783"
"A1102","6","","300795"
"A1102","6","","300805"
"A1102","6","","300824"
"A1102","6","","403095"
"A1102","6","","403962"
"A1102","6","","490468"
"A1201","1","","7"
"A1201","2","","11606"
"A1201","2","","11607"
"A1201","2","","11740"
"A1201","2","","12755"
"A1201","2","","17483"
"A1201","2","","38435"
"A1201","5","1","100023"
"A1201","5","1","100063"
"A1201","5","1","104016"
"A1201","5","1","110058"
"A1201","5","1","117489"
"A1201","5","1","119210"
"A1201","5","1","119290"
"A1201","5","1","120373"
"A1201","5","1","121931"
"A1201","5","1","122565"
"A1201","5","1","122567"
"A1201","5","1","122575"
"A1201","5","1","122579"
"A1201","5","1","122698"
"A1201","5","1","122728"
"A1201","5","1","122772"
"A1201","5","1","125144"
"A1201","5","1","126336"
"A1201","5","1","300297"
"A1201","5","1","300446"
"A1201","5","1","400207"
"A1201","5","1","400813"
"A1201","5","1","484509"
"A1201","5","1","499947"
"A1201","5","1","499948"
"A1201","5","1","499949"
"A1201","5","1","499950"
"A1201","5","1","506249"
"A1201","5","1","511219"
"A1201","5","2","300460"
"A1201","5","2","300473"
"A1201","5","2","300490"
"A1201","5","3","100016"
"A1201","5","3","100017"
"A1201","5","3","100029"
"A1201","5","3","100030"
"A1201","5","3","100032"
"A1201","5","3","100033"
"A1201","5","3","100035"
"A1201","5","3","100100"
"A1201","5","3","100102"
"A1201","5","3","104954"
"A1201","5","3","107058"
"A1201","5","3","120676"
"A1201","5","3","122578"
"A1201","5","3","123072"
"A1201","5","3","125314"
"A1201","5","3","403985"
"A1201","5","3","404314"
"A1201","5","3","404351"
"A1201","5","3","479278"
"A1201","5","3","479725"
"A1201","5","3","489620"
"A1201","5","3","490668"
"A1201","5","3","490669"
"A1201","5","3","490670"
"A1201","5","3","493146"
"A1201","5","3","498373"
"A1201","5","3","498585"
"A1201","6","","38055"
"A1201","6","","300779"
"A1201","6","","300783"
"A1201","6","","300790"
"A1201","6","","300794"
"A1201","6","","300795"
"A1201","6","","300806"
"A1201","6","","403103"
"A1201","6","","403104"
"A1201","6","","403106"
"A1201","6","","403960"
"A1201","6","","405285"
"A1201","6","","405349"
"A1202","1","","8"
"A1202","2","","10382"
"A1202","2","","10383"
"A1202","2","","10664"
"A1202","2","","10667"
"A1202","2","","10673"
"A1202","2","","10677"
"A1202","2","","10685"
"A1202","2","","17474"
"A1202","2","","38323"
"A1202","2","","200080"
"A1202","2","","489238"
"A1202","5","1","110560"
"A1202","5","1","113863"
"A1202","5","1","113865"
"A1202","5","1","113866"
"A1202","5","1","119210"
"A1202","5","1","121240"
"A1202","5","1","122570"
"A1202","5","1","122580"
"A1202","5","1","122719"
"A1202","5","1","124544"
"A1202","5","1","125158"
"A1202","5","1","125978"
"A1202","5","1","126171"
"A1202","5","1","300446"
"A1202","5","1","400151"
"A1202","5","1","487163"
"A1202","5","1","489310"
"A1202","5","1","489311"
"A1202","5","1","489533"
"A1202","5","1","506244"
"A1202","5","1","514814"
"A1202","5","2","300460"
"A1202","5","2","300465"
"A1202","5","2","300483"
"A1202","5","3","100019"
"A1202","5","3","100032"
"A1202","5","3","100050"
"A1202","5","3","100057"
"A1202","5","3","100158"
"A1202","5","3","106963"
"A1202","5","3","120676"
"A1202","5","3","122746"
"A1202","5","3","122854"
"A1202","5","3","124552"
"A1202","5","3","124553"
"A1202","5","3","125265"
"A1202","5","3","140912"
"A1202","5","3","404351"
"A1202","5","3","476962"
"A1202","5","3","478462"
"A1202","5","3","479040"
"A1202","5","3","481564"
"A1202","5","3","481565"
"A1202","5","3","520065"
"A1202","6","","38055"
"A1202","6","","300783"
"A1202","6","","300794"
"A1202","6","","300849"
"A1202","6","","403103"
"A1202","6","","403104"
"A1202","6","","403962"
"A1202","6","","405285"
"A1202","6","","405349"
"A1203","1","","9"
"A1203","2","","10675"
"A1203","2","","17475"
"A1203","2","","17480"
"A1203","2","","38436"
"A1203","2","","38437"
"A1203","2","","488643"
"A1203","2","","488644"
"A1203","2","","488832"
"A1203","2","","510746"
"A1203","2","","510747"
"A1203","5","1","100063"
"A1203","5","1","104929"
"A1203","5","1","116214"
"A1203","5","1","121159"
"A1203","5","1","122570"
"A1203","5","1","122580"
"A1203","5","1","122730"
"A1203","5","1","122781"
"A1203","5","1","122783"
"A1203","5","1","122833"
"A1203","5","1","122843"
"A1203","5","1","123026"
"A1203","5","1","123028"
"A1203","5","1","125978"
"A1203","5","1","140913"
"A1203","5","1","300292"
"A1203","5","1","300408"
"A1203","5","1","300426"
"A1203","5","1","400761"
"A1203","5","1","403441"
"A1203","5","1","403898"
"A1203","5","1","405390"
"A1203","5","1","483172"
"A1203","5","1","483173"
"A1203","5","1","484510"
"A1203","5","1","486074"
"A1203","5","1","487163"
"A1203","5","1","489310"
"A1203","5","1","489398"
"A1203","5","1","489533"
"A1203","5","1","500199"
"A1203","5","1","506244"
"A1203","5","2","300465"
"A1203","5","2","300483"
"A1203","5","2","300497"
"A1203","5","3","100011"
"A1203","5","3","100019"
"A1203","5","3","100032"
"A1203","5","3","100050"
"A1203","5","3","100064"
"A1203","5","3","100091"
"A1203","5","3","101869"
"A1203","5","3","103070"
"A1203","5","3","106963"
"A1203","5","3","108761"
"A1203","5","3","116714"
"A1203","5","3","120676"
"A1203","5","3","121998"
"A1203","5","3","122569"
"A1203","5","3","122739"
"A1203","5","3","124552"
"A1203","5","3","124924"
"A1203","5","3","403987"
"A1203","5","3","477767"
"A1203","5","3","477768"
"A1203","5","3","477769"
"A1203","5","3","477773"
"A1203","5","3","477774"
"A1203","5","3","477778"
"A1203","5","3","490652"
"A1203","5","3","490653"
"A1203","5","3","490654"
"A1203","5","3","490655"
"A1203","5","3","490656"
"A1203","5","3","490659"
"A1203","5","3","490660"
"A1203","5","3","522040"
"A1203","6","","38055"
"A1203","6","","300783"
"A1203","6","","300794"
"A1203","6","","300795"
"A1203","6","","300806"
"A1203","6","","403103"
"A1203","6","","403104"
"A1203","6","","405285"
"A1204","1","","10"
"A1204","2","","10358"
"A1204","2","","10780"
"A1204","2","","14562"
"A1204","2","","15195"
"A1204","2","","15198"
"A1204","2","","15199"
"A1204","2","","15200"
"A1204","2","","15201"
"A1204","2","","15202"
"A1204","2","","15204"
"A1204","2","","15205"
"A1204","2","","15206"
"A1204","2","","15208"
"A1204","2","","15210"
"A1204","2","","15226"
"A1204","2","","200100"
"A1204","2","","517913"
"A1204","2","","517914"
"A1204","5","1","100068"
"A1204","5","1","100071"
"A1204","5","1","100083"
"A1204","5","1","113872"
"A1204","5","1","113876"
"A1204","5","1","120721"
"A1204","5","1","122719"
"A1204","5","1","123642"
"A1204","5","1","123894"
"A1204","5","1","125711"
"A1204","5","1","125713"
"A1204","5","1","125714"
"A1204","5","1","300426"
"A1204","5","1","300446"
"A1204","5","1","300677"
"A1204","5","1","400151"
"A1204","5","1","400415"
"A1204","5","1","482368"
"A1204","5","1","485816"
"A1204","5","1","501701"
"A1204","5","1","511918"
"A1204","5","1","517339"
"A1204","5","1","517340"
"A1204","5","1","517343"
"A1204","5","1","517344"
"A1204","5","1","517345"
"A1204","5","1","517348"
"A1204","5","1","517349"
"A1204","5","1","517350"
"A1204","5","1","517375"
"A1204","5","1","519245"
"A1204","5","1","519246"
"A1204","5","1","519247"
"A1204","5","2","300465"
"A1204","5","2","300483"
"A1204","5","2","300490"
"A1204","5","3","100015"
"A1204","5","3","100019"
"A1204","5","3","100050"
"A1204","5","3","100051"
"A1204","5","3","100057"
"A1204","5","3","100075"
"A1204","5","3","100076"
"A1204","5","3","100077"
"A1204","5","3","100078"
"A1204","5","3","100079"
"A1204","5","3","100086"
"A1204","5","3","100087"
"A1204","5","3","100088"
"A1204","5","3","100091"
"A1204","5","3","100098"
"A1204","5","3","100158"
"A1204","5","3","100362"
"A1204","5","3","101064"
"A1204","5","3","118135"
"A1204","5","3","119407"
"A1204","5","3","120439"
"A1204","5","3","404314"
"A1204","5","3","479729"
"A1204","5","3","481494"
"A1204","5","3","490650"
"A1204","5","3","490671"
"A1204","5","3","490672"
"A1204","5","3","495638"
"A1204","5","3","514076"
"A1204","5","3","515827"
"A1204","5","3","519248"
"A1204","5","3","522062"
"A1204","5","3","522103"
"A1204","5","3","522495"
"A1204","6","","23376"
"A1204","6","","300783"
"A1204","6","","300803"
"A1204","6","","300804"
"A1204","6","","300806"
"A1204","6","","300849"
"A1204","6","","402011"
"A1204","6","","403020"
"A1204","6","","403103"
"A1204","6","","403104"
"A1204","6","","403963"
"A1204","6","","405285"
"A1204","6","","405349"
"A1204","6","","490468"
"A1205","1","","11"
"A1205","2","","15010"
"A1205","2","","15109"
"A1205","2","","17889"
"A1205","2","","19606"
"A1205","2","","509844"
"A1205","2","","510767"
"A1205","2","","521664"
"A1205","2","","521665"
"A1205","2","","521666"
"A1205","5","1","121752"
"A1205","5","1","122534"
"A1205","5","1","122567"
"A1205","5","1","122573"
"A1205","5","1","122698"
"A1205","5","1","122719"
"A1205","5","1","122817"
"A1205","5","1","122843"
"A1205","5","1","123046"
"A1205","5","1","123995"
"A1205","5","1","124377"
"A1205","5","1","125258"
"A1205","5","1","125968"
"A1205","5","1","300175"
"A1205","5","1","300379"
"A1205","5","1","300396"
"A1205","5","1","400866"
"A1205","5","1","403853"
"A1205","5","1","404771"
"A1205","5","1","404873"
"A1205","5","1","405516"
"A1205","5","1","483555"
"A1205","5","1","483717"
"A1205","5","1","485833"
"A1205","5","1","486243"
"A1205","5","1","486244"
"A1205","5","1","486246"
"A1205","5","1","486253"
"A1205","5","1","486571"
"A1205","5","1","486574"
"A1205","5","1","486578"
"A1205","5","1","499949"
"A1205","5","1","501754"
"A1205","5","1","503081"
"A1205","5","1","503082"
"A1205","5","1","503085"
"A1205","5","1","503086"
"A1205","5","1","503088"
"A1205","5","1","503093"
"A1205","5","1","503370"
"A1205","5","1","506715"
"A1205","5","1","507006"
"A1205","5","1","508565"
"A1205","5","1","511283"
"A1205","5","2","300460"
"A1205","5","2","300467"
"A1205","5","2","300490"
"A1205","5","3","100019"
"A1205","5","3","100030"
"A1205","5","3","100057"
"A1205","5","3","100076"
"A1205","5","3","100097"
"A1205","5","3","100104"
"A1205","5","3","100105"
"A1205","5","3","104585"
"A1205","5","3","107058"
"A1205","5","3","118136"
"A1205","5","3","122009"
"A1205","5","3","404314"
"A1205","5","3","479278"
"A1205","5","3","479723"
"A1205","5","3","479725"
"A1205","5","3","479727"
"A1205","5","3","481118"
"A1205","5","3","481415"
"A1205","5","3","482087"
"A1205","5","3","490671"
"A1205","5","3","493146"
"A1205","5","3","494277"
"A1205","5","3","511281"
"A1205","5","3","511282"
"A1205","5","3","514020"
"A1205","6","","38055"
"A1205","6","","300779"
"A1205","6","","300783"
"A1205","6","","300794"
"A1205","6","","300795"
"A1205","6","","403103"
"A1205","6","","403104"
"A1205","6","","403106"
"A1206","1","","488634"
"A1206","2","","11122"
"A1206","2","","11123"
"A1206","2","","140914"
"A1206","5","1","116467"
"A1206","5","1","118949"
"A1206","5","1","119245"
"A1206","5","1","121339"
"A1206","5","1","123538"
"A1206","5","1","124220"
"A1206","5","1","124243"
"A1206","5","1","124970"
"A1206","5","1","125508"
"A1206","5","1","125772"
"A1206","5","1","300446"
"A1206","5","1","300488"
"A1206","5","1","300502"
"A1206","5","1","400098"
"A1206","5","1","400415"
"A1206","5","1","400694"
"A1206","5","1","402265"
"A1206","5","1","402317"
"A1206","5","1","403375"
"A1206","5","1","404821"
"A1206","5","1","482626"
"A1206","5","1","482738"
"A1206","5","1","483946"
"A1206","5","1","483947"
"A1206","5","1","483948"
"A1206","5","1","484267"
"A1206","5","1","484271"
"A1206","5","1","486114"
"A1206","5","1","486829"
"A1206","5","1","489495"
"A1206","5","1","504120"
"A1206","5","1","513592"
"A1206","5","1","513600"
"A1206","5","1","513601"
"A1206","5","2","300465"
"A1206","5","2","300483"
"A1206","5","2","300489"
"A1206","5","2","300497"
"A1206","5","3","100019"
"A1206","5","3","100057"
"A1206","5","3","100091"
"A1206","5","3","100129"
"A1206","5","3","101640"
"A1206","5","3","102074"
"A1206","5","3","103043"
"A1206","5","3","103045"
"A1206","5","3","103060"
"A1206","5","3","119187"
"A1206","5","3","119432"
"A1206","5","3","119672"
"A1206","5","3","122480"
"A1206","5","3","123434"
"A1206","5","3","123488"
"A1206","5","3","125915"
"A1206","5","3","477767"
"A1206","5","3","478597"
"A1206","5","3","478599"
"A1206","5","3","478601"
"A1206","5","3","478603"
"A1206","5","3","479035"
"A1206","5","3","490662"
"A1206","5","3","490663"
"A1206","5","3","492761"
"A1206","5","3","493146"
"A1206","5","3","496720"
"A1206","5","3","513607"
"A1206","6","","300779"
"A1206","6","","300819"
"A1206","6","","300837"
"A1206","6","","300878"
"A1206","6","","403093"
"A1206","6","","403103"
"A1206","6","","403104"
"A1206","6","","403106"
"A1206","6","","403107"
"A1206","6","","405285"
"A1206","6","","405348"
"A1207","1","","488640"
"A1207","2","","12440"
"A1207","2","","490262"
"A1207","2","","510744"
"A1207","2","","510745"
"A1207","2","","519199"
"A1207","2","","519200"
"A1207","2","","521667"
"A1207","2","","521668"
"A1207","5","1","113863"
"A1207","5","1","113865"
"A1207","5","1","113866"
"A1207","5","1","119759"
"A1207","5","1","121048"
"A1207","5","1","122256"
"A1207","5","1","122719"
"A1207","5","1","124377"
"A1207","5","1","125467"
"A1207","5","1","125968"
"A1207","5","1","300181"
"A1207","5","1","300297"
"A1207","5","1","300408"
"A1207","5","1","300436"
"A1207","5","1","300440"
"A1207","5","1","300636"
"A1207","5","1","400153"
"A1207","5","1","400415"
"A1207","5","1","400550"
"A1207","5","1","403441"
"A1207","5","1","403554"
"A1207","5","1","405260"
"A1207","5","1","482263"
"A1207","5","1","482269"
"A1207","5","1","483174"
"A1207","5","1","483224"
"A1207","5","1","484020"
"A1207","5","1","484021"
"A1207","5","1","484023"
"A1207","5","1","484025"
"A1207","5","1","484026"
"A1207","5","1","484647"
"A1207","5","1","485687"
"A1207","5","1","486837"
"A1207","5","1","489311"
"A1207","5","1","489314"
"A1207","5","1","489315"
"A1207","5","1","501321"
"A1207","5","1","507519"
"A1207","5","2","300465"
"A1207","5","2","300483"
"A1207","5","2","300489"
"A1207","5","3","100019"
"A1207","5","3","100050"
"A1207","5","3","100057"
"A1207","5","3","103190"
"A1207","5","3","110161"
"A1207","5","3","121075"
"A1207","5","3","125265"
"A1207","5","3","300920"
"A1207","5","3","476946"
"A1207","5","3","478650"
"A1207","5","3","478654"
"A1207","5","3","490650"
"A1207","5","3","490651"
"A1207","5","3","490652"
"A1207","5","3","490663"
"A1207","5","3","490672"
"A1207","5","3","514076"
"A1207","5","3","514562"
"A1207","5","3","522068"
"A1207","6","","38055"
"A1207","6","","300783"
"A1207","6","","300794"
"A1207","6","","300806"
"A1207","6","","300849"
"A1207","6","","403103"
"A1207","6","","403104"
"A1207","6","","403962"
"A1207","6","","405285"
"A1207","6","","405349"
"A1208","1","","488734"
"A1208","2","","16067"
"A1208","2","","16068"
"A1208","2","","16069"
"A1208","2","","17487"
"A1208","2","","17515"
"A1208","2","","488831"
"A1208","2","","510748"
"A1208","2","","510750"
"A1208","2","","510751"
"A1208","2","","521669"
"A1208","2","","521670"
"A1208","2","","521671"
"A1208","2","","521672"
"A1208","2","","521673"
"A1208","2","","521674"
"A1208","5","1","100063"
"A1208","5","1","110658"
"A1208","5","1","116214"
"A1208","5","1","119210"
"A1208","5","1","122570"
"A1208","5","1","122730"
"A1208","5","1","122781"
"A1208","5","1","122783"
"A1208","5","1","122843"
"A1208","5","1","124561"
"A1208","5","1","125971"
"A1208","5","1","126432"
"A1208","5","1","140913"
"A1208","5","1","300264"
"A1208","5","1","300364"
"A1208","5","1","300408"
"A1208","5","1","300426"
"A1208","5","1","300678"
"A1208","5","1","400174"
"A1208","5","1","400415"
"A1208","5","1","400694"
"A1208","5","1","400761"
"A1208","5","1","400813"
"A1208","5","1","404012"
"A1208","5","1","405390"
"A1208","5","1","482269"
"A1208","5","1","484266"
"A1208","5","1","484267"
"A1208","5","1","484268"
"A1208","5","1","484271"
"A1208","5","1","484272"
"A1208","5","1","484510"
"A1208","5","1","486074"
"A1208","5","1","487163"
"A1208","5","1","489495"
"A1208","5","1","489533"
"A1208","5","1","506244"
"A1208","5","2","300460"
"A1208","5","2","300465"
"A1208","5","2","300497"
"A1208","5","3","100011"
"A1208","5","3","100019"
"A1208","5","3","100057"
"A1208","5","3","100064"
"A1208","5","3","100104"
"A1208","5","3","100158"
"A1208","5","3","101869"
"A1208","5","3","102717"
"A1208","5","3","103070"
"A1208","5","3","106963"
"A1208","5","3","120676"
"A1208","5","3","140912"
"A1208","5","3","403986"
"A1208","5","3","403987"
"A1208","5","3","477767"
"A1208","5","3","479032"
"A1208","5","3","479033"
"A1208","5","3","479035"
"A1208","5","3","479039"
"A1208","5","3","479040"
"A1208","5","3","479042"
"A1208","5","3","480286"
"A1208","5","3","490652"
"A1208","5","3","490654"
"A1208","5","3","490655"
"A1208","5","3","490657"
"A1208","5","3","490659"
"A1208","5","3","490663"
"A1208","5","3","490664"
"A1208","5","3","512408"
"A1208","5","3","522087"
"A1208","5","3","522088"
"A1208","6","","23374"
"A1208","6","","38055"
"A1208","6","","300778"
"A1208","6","","300783"
"A1208","6","","300795"
"A1208","6","","300800"
"A1208","6","","300806"
"A1208","6","","300821"
"A1208","6","","300837"
"A1208","6","","403103"
"A1208","6","","403104"
"A1208","6","","403962"
"A1208","6","","513553"
"A1209","1","","488755"
"A1209","2","","11105"
"A1209","2","","11106"
"A1209","2","","14607"
"A1209","2","","14608"
"A1209","2","","14609"
"A1209","2","","14610"
"A1209","2","","14611"
"A1209","2","","15429"
"A1209","2","","517968"
"A1209","5","1","100063"
"A1209","5","1","100240"
"A1209","5","1","118325"
"A1209","5","1","119210"
"A1209","5","1","120373"
"A1209","5","1","121224"
"A1209","5","1","122575"
"A1209","5","1","122580"
"A1209","5","1","122698"
"A1209","5","1","122728"
"A1209","5","1","122772"
"A1209","5","1","300147"
"A1209","5","1","300297"
"A1209","5","1","300408"
"A1209","5","1","300446"
"A1209","5","1","400343"
"A1209","5","1","400771"
"A1209","5","1","400772"
"A1209","5","1","402030"
"A1209","5","1","403898"
"A1209","5","1","405385"
"A1209","5","1","483174"
"A1209","5","1","484510"
"A1209","5","1","484512"
"A1209","5","1","484514"
"A1209","5","1","486248"
"A1209","5","1","486555"
"A1209","5","1","486779"
"A1209","5","1","489404"
"A1209","5","2","300465"
"A1209","5","2","300473"
"A1209","5","2","300490"
"A1209","5","3","100015"
"A1209","5","3","100017"
"A1209","5","3","100019"
"A1209","5","3","100032"
"A1209","5","3","100034"
"A1209","5","3","100035"
"A1209","5","3","100100"
"A1209","5","3","100105"
"A1209","5","3","104996"
"A1209","5","3","120676"
"A1209","5","3","121599"
"A1209","5","3","122578"
"A1209","5","3","123754"
"A1209","5","3","403987"
"A1209","5","3","404314"
"A1209","5","3","477767"
"A1209","5","3","479278"
"A1209","5","3","479279"
"A1209","5","3","479282"
"A1209","5","3","481008"
"A1209","5","3","481406"
"A1209","5","3","489620"
"A1209","5","3","490654"
"A1209","5","3","490657"
"A1209","6","","38055"
"A1209","6","","300782"
"A1209","6","","300783"
"A1209","6","","300794"
"A1209","6","","300795"
"A1209","6","","300798"
"A1209","6","","300806"
"A1209","6","","403103"
"A1209","6","","403104"
"A1210","1","","488859"
"A1210","2","","16353"
"A1210","2","","17502"
"A1210","2","","17536"
"A1210","2","","17537"
"A1210","2","","510760"
"A1210","2","","510815"
"A1210","5","1","100063"
"A1210","5","1","117587"
"A1210","5","1","119210"
"A1210","5","1","122567"
"A1210","5","1","122574"
"A1210","5","1","122576"
"A1210","5","1","122719"
"A1210","5","1","122724"
"A1210","5","1","122817"
"A1210","5","1","122843"
"A1210","5","1","123043"
"A1210","5","1","125978"
"A1210","5","1","402289"
"A1210","5","1","405514"
"A1210","5","1","482269"
"A1210","5","1","484509"
"A1210","5","1","484857"
"A1210","5","1","484858"
"A1210","5","1","484861"
"A1210","5","1","489283"
"A1210","5","1","506244"
"A1210","5","2","300460"
"A1210","5","2","300465"
"A1210","5","2","300483"
"A1210","5","3","100017"
"A1210","5","3","100032"
"A1210","5","3","100033"
"A1210","5","3","100100"
"A1210","5","3","104954"
"A1210","5","3","120676"
"A1210","5","3","122009"
"A1210","5","3","122578"
"A1210","5","3","403969"
"A1210","5","3","404314"
"A1210","5","3","404351"
"A1210","5","3","405521"
"A1210","5","3","479278"
"A1210","5","3","479723"
"A1210","5","3","479725"
"A1210","5","3","479727"
"A1210","5","3","479729"
"A1210","5","3","482087"
"A1210","5","3","490475"
"A1210","5","3","490666"
"A1210","5","3","490667"
"A1210","5","3","490668"
"A1210","5","3","490669"
"A1210","5","3","490670"
"A1210","6","","23381"
"A1210","6","","300783"
"A1210","6","","300795"
"A1210","6","","300806"
"A1210","6","","403103"
"A1210","6","","403104"
"A1211","1","","489042"
"A1211","2","","12439"
"A1211","2","","12482"
"A1211","2","","38077"
"A1211","5","1","100063"
"A1211","5","1","110289"
"A1211","5","1","110658"
"A1211","5","1","114886"
"A1211","5","1","118788"
"A1211","5","1","119618"
"A1211","5","1","121876"
"A1211","5","1","122781"
"A1211","5","1","122783"
"A1211","5","1","122843"
"A1211","5","1","124976"
"A1211","5","1","126148"
"A1211","5","1","140913"
"A1211","5","1","300021"
"A1211","5","1","300292"
"A1211","5","1","300307"
"A1211","5","1","300408"
"A1211","5","1","300426"
"A1211","5","1","400096"
"A1211","5","1","400224"
"A1211","5","1","400415"
"A1211","5","1","400761"
"A1211","5","1","402102"
"A1211","5","1","402294"
"A1211","5","1","403369"
"A1211","5","1","403455"
"A1211","5","1","482269"
"A1211","5","1","483946"
"A1211","5","1","483947"
"A1211","5","1","484266"
"A1211","5","1","484267"
"A1211","5","1","484271"
"A1211","5","1","484510"
"A1211","5","1","486113"
"A1211","5","1","486117"
"A1211","5","1","489315"
"A1211","5","1","489398"
"A1211","5","1","489495"
"A1211","5","1","506244"
"A1211","5","2","300465"
"A1211","5","2","300479"
"A1211","5","2","300483"
"A1211","5","2","300489"
"A1211","5","3","100011"
"A1211","5","3","100015"
"A1211","5","3","100019"
"A1211","5","3","100032"
"A1211","5","3","100064"
"A1211","5","3","100158"
"A1211","5","3","101869"
"A1211","5","3","103070"
"A1211","5","3","106963"
"A1211","5","3","119672"
"A1211","5","3","120676"
"A1211","5","3","122739"
"A1211","5","3","123463"
"A1211","5","3","124498"
"A1211","5","3","124552"
"A1211","5","3","140912"
"A1211","5","3","477767"
"A1211","5","3","479035"
"A1211","5","3","480948"
"A1211","5","3","480950"
"A1211","5","3","480954"
"A1211","5","3","490657"
"A1211","5","3","490663"
"A1211","5","3","490665"
"A1211","5","3","499411"
"A1211","6","","38055"
"A1211","6","","300778"
"A1211","6","","300779"
"A1211","6","","300783"
"A1211","6","","300821"
"A1211","6","","300837"
"A1211","6","","403103"
"A1211","6","","403104"
"A1211","6","","403106"
"A1211","6","","403962"
"A1212","1","","489058"
"A1212","2","","13572"
"A1212","2","","38438"
"A1212","2","","489099"
"A1212","5","1","100063"
"A1212","5","1","116932"
"A1212","5","1","119210"
"A1212","5","1","122567"
"A1212","5","1","122576"
"A1212","5","1","122698"
"A1212","5","1","122719"
"A1212","5","1","122817"
"A1212","5","1","122843"
"A1212","5","1","122851"
"A1212","5","1","123043"
"A1212","5","1","123046"
"A1212","5","1","124377"
"A1212","5","1","124814"
"A1212","5","1","125056"
"A1212","5","1","125971"
"A1212","5","1","300172"
"A1212","5","1","300214"
"A1212","5","1","300280"
"A1212","5","1","300436"
"A1212","5","1","300446"
"A1212","5","1","300579"
"A1212","5","1","400151"
"A1212","5","1","400323"
"A1212","5","1","400752"
"A1212","5","1","402289"
"A1212","5","1","405515"
"A1212","5","1","482583"
"A1212","5","1","482627"
"A1212","5","1","482977"
"A1212","5","1","483653"
