entity_id,source,source_id,isco_code,pref_label_fr,pref_label_en,alt_labels_fr,alt_labels_en,description_fr,description_en,occupation_type,label_language_status
OCC_127c8b092532,ESCO,1242d99a-47f1-4a62-b884-33746db8a6ca,3512,responsable du service d’assistance informatique,,responsable du service d'assistance en technologies de l'information et de la communication | responsable du service d'assistance en TIC | responsable help desk informatique | responsable du service d'aide aux utilisateurs,,Les responsables du service d’assistance informatique assurent le suivi de la fourniture des services d’assistance technique aux clients en fonction des échéances fixées à l’avance.  Ils/Elles planifient et organisent les actions de soutien aux utilisateurs et les problèmes et questions informatiques. Ils/Elles supervisent l’équipe d’assistance chargée de veiller à ce que les clients reçoivent un retour d’information et un soutien appropriés. Ils/Elles participent également à l’élaboration de lignes directrices sur les services à la clientèle et au renforcement de l’équipe.,,Occupation,fr_native
OCC_c7ddb7ad3c99,ESCO,1562c7a3-c7d9-419d-b9b6-db26610bcf84,2521,concepteur d’entrepôt de données/conceptrice d’entrepôt de données,,conceptrice d'entrepôt de données | concepteur d'entrepôt de données,,"Les concepteurs d’entrepôts de données sont responsables de la planification, de la connexion, de la conception, de la programmation et du déploiement des systèmes d’entrepôts de données. Ils développent, contrôlent et maintiennent les processus d’ETL, les demandes de déclaration et la conception de l’entrepôt de données.",,Occupation,fr_native
OCC_991dd4068ca0,ESCO,1c5a45b9-440e-4726-b565-16a952abd341,2511,ingénieur en vision par ordinateur/ingénieure en vision par ordinateur,,expert en vision par ordinateur | scientifique appliquée en vision par ordinateur | spécialiste de la vision par ordinateur | experte en vision par ordinateur,,"Les ingénieurs en vision par ordinateur/ingénieures en vision par ordinateur recherchent, conçoivent, développent et entraînent des algorithmes d’intelligence artificielle et des primitives d’apprentissage automatique qui comprennent le contenu des images numériques sur la base d’un grand nombre de données. Ils/Elles mettent leurs connaissances en application pour résoudre différents problèmes concrets tels que la sécurité, la conduite autonome, la fabrication robotique, la classification d’images numériques, le traitement et le diagnostic d’images médicales, etc. 	",,Occupation,fr_native
OCC_b0446201413b,ESCO,1c5a896a-e010-4217-a29a-c44db26e25da,2529,ingénieur en sécurité des systèmes intégrés/ingénieure en sécurité des systèmes intégrés,,ingénieure sécurité IoT | ingénieur sécurité internet des objets | ingénieure en cybersécurité | ingénieure sécurité internet des objets | ingénieur cybersécurité | spécialiste de la cybersécurité | ingénieure cybersécurité | ingénieur sécurité IoT | ingénieur en cybersécurité,,"Les ingénieurs en sécurité des systèmes intégrés/ingénieures en sécurité des systèmes intégrés conseillent et mettent en œuvre des solutions pour contrôler l’accès aux données et aux programmes dans les systèmes intégrés et connectés. Ils/Elles contribuent à assurer le fonctionnement sécurisé des produits équipés de systèmes intégrés et d’appareils connectés en étant responsables de la protection et de la sécurité des systèmes concernés et de la conception, de la planification et de l’exécution des mesures de sécurité appropriées. Ils/Elles contribuent à tenir les attaquants en échec en mettant en œuvre des mesures de protection qui empêchent les intrusions et les infractions. 	",,Occupation,fr_native
OCC_7d1a8b2ea390,ESCO,2079755f-d809-49e6-8037-4de6180e54c0,2511,ingénieur/ingénieure de données,,ingénieur en mégadonnées | ingénieure en mégadonnées | expert en ingénieur de données | ingénieur de données expert | ingénieur de recherche en données | ingénieur en données de recherche,,"Les ingénieurs/ingénieures de données développent l’architecture nécessaire au traitement, à la gestion et au stockage de grandes quantités de données qui seront utilisées par des experts en mégadonnées à des fins d’analyse. Ils/Elles conçoivent l’infrastructure et tiennent à jour des canaux et des entrepôts de données afin d’exploiter les données pour en tirer un avantage stratégique.",,Occupation,fr_native
OCC_43a86b759733,ESCO,22987b58-dbfa-4ecd-ae3f-82dd209255f6,2511,consultant en technologie de l’information et de la communication verte/consultante en technologie de l’information et de la communication verte,,conseiller technologies de l'information et de la communication vertes | consultante en technologie de l'information et de la communication verte | conseillère sur les TIC vertes | conseillère technologies de l'information et de la communication vertes | conseillère en TIC vertes | consultant sur la TIC verte | consultant en technologie de l'information et de la communication verte | conseiller sur les TIC vertes | consultante sur la TIC verte | conseiller en TIC vertes,,"Les consultants en TIC écologiques conseillent les organisations sur leur stratégie en matière de TIC vertes et sur leur mise en œuvre de la manière la plus efficace et efficiente possible afin de permettre à l’organisation d’atteindre leurs objectifs environnementaux à court, moyen et long terme en matière d’environnement.",,Occupation,fr_native
OCC_a4f72755e1ad,ESCO,24135b84-cbdd-4d42-9ed2-02fd982d15b2,2512,développeur de chaînes de blocs/développeuse de chaînes de blocs,,ingénieure blockchain | spécialiste de la technologie de comptabilité décentralisée | ingénieur blockchain | spécialiste DLT,,"Les développeurs de chaînes de blocs/développeuses de chaînes de blocs mettent en œuvre ou programment des systèmes logiciels de chaînes de blocs fondés sur les spécifications et les modèles en utilisant les langages de programmation, les outils et les plateformes de chaînes de blocs. 	",,Occupation,fr_native
OCC_7bde92a813dd,ESCO,258e46f9-0075-4a2e-adae-1ff0477e0f30,2511,scientifique des données,,data scientist | scientifiques des données | analyste scientifique des données | experte en analyse des données | expert en analyse des données,,"Les spécialistes des données trouvent et interprètent des sources de données riches, gèrent de grandes quantités de données, fusionnent des sources de données, assurent la cohérence des séries de données et créent des visualisations pour aider à comprendre les données. Ils établissent des modèles mathématiques à l’aide de données, présentent et communiquent des informations et des connaissances en matière de données aux spécialistes et aux scientifiques de leur équipe et, le cas échéant, à un public non spécialisé, et recommandent des moyens d’appliquer les données.",,Occupation,fr_native
OCC_3ea9dcd66347,ESCO,276ba420-ef09-4a0e-b215-2c2e2f80ad28,2529,responsable de la sécurité des TIC,,responsable de la sécurité des technologies de l'information et de la communication | responsable de la sécurité de la technologie de l'information et de la communication | responsable de la sécurité TIC | responsable de la sécurité informatique | responsable de la sécurité | directeur du programme de cybersécurité,,"Les chefs des services de sécurité des TIC protègent les informations sur les entreprises et les travailleurs contre tout accès non autorisé. Ils définissent également la politique de sécurité du système d’information, gèrent le déploiement de la sécurité dans tous les systèmes d’information et assurent la disponibilité des informations.",,Occupation,fr_native
OCC_01372aeb8cb5,ESCO,2bef94db-0088-4507-982a-2ca717529adb,2511,architecte d’entreprise,,architecte technique | architecte informatique d'entreprise | architecte applicatif | responsable de l'architecture d'entreprise | architecte métier,,"Les architectes présentent un équilibre entre les opportunités technologiques et les besoins des entreprises. Ils maintiennent également une vision globale de la stratégie, des processus, des informations et des actifs TIC de l’organisation et relient la mission, la stratégie et les processus opérationnels à la stratégie en matière de TIC.",,Occupation,fr_native
