canonical_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids
CANS_ca1b7973e2fe,MEDITECH Healthcare Information System HCIS,,,,hard,langage_ou_techno_nommee,ONET,SKL_916fda8a3cca
CANS_d6c69ebf1d1e,Mediware ClosedLoop Clinical Systems,,,,hard,langage_ou_techno_nommee,ONET,SKL_392a28df7327
CANS_cfb18412d490,Mediware Information Systems MediCOE,,,,hard,langage_ou_techno_nommee,ONET,SKL_61aeb99635be
CANS_a98e9b259ae6,Medscribbler Enterprise,,,,hard,langage_ou_techno_nommee,ONET,SKL_14de55c1fa5a
CANS_bdf5b958c790,MicroFour PracticeStudio.NET EMR,,,,hard,langage_ou_techno_nommee,ONET,SKL_cbafbcb01cf3
CANS_6419d48178f4,Netsmart Technologies CareNet,,,,hard,langage_ou_techno_nommee,ONET,SKL_1b986b61db02
CANS_4137507082ad,NextGen Healthcare Information Systems EMR,,,,hard,langage_ou_techno_nommee,ONET,SKL_3da19748b30a
CANS_b5a43a2ea359,Picis CareSuite,,,,hard,langage_ou_techno_nommee,ONET,SKL_5ac6b029a5c5
CANS_e18e5a376247,Qlik software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a8ad73ca7270
CANS_87d2ab53cea3,SAP BusinessObjects Crystal Reports,,,,hard,langage_ou_techno_nommee,ONET,SKL_6d9227de45a8
CANS_9cd4332b67c2,Seimens Healthineers,,,,hard,langage_ou_techno_nommee,ONET,SKL_df223bf637c2
CANS_2cf77153d106,SOAPware EMR,,,,hard,langage_ou_techno_nommee,ONET,SKL_4fb88e000b00
CANS_5b1e2314243b,Software development tools,,,,hard,langage_ou_techno_nommee,ONET,SKL_3863c6f51971
CANS_9959dda241fe,Sparta Systems TrackWise,,,,hard,langage_ou_techno_nommee,ONET,SKL_3680d8e4d5d7
CANS_bc5140551ce5,StatCom Patient Flow Logistics Enterprise Suite,,,,hard,langage_ou_techno_nommee,ONET,SKL_b820a10929ee
CANS_a998e671ba2e,SynaMed EMR,,,,hard,langage_ou_techno_nommee,ONET,SKL_182d4ad39850
CANS_45c1d18218c2,Texas Medical Software SpringCharts EMR,,,,hard,langage_ou_techno_nommee,ONET,SKL_8b8497e901f5
CANS_7e4179407fe8,VISICU eICU Program,,,,hard,langage_ou_techno_nommee,ONET,SKL_d7127b403c01
CANS_e181161446ed,Web browser software,,,,hard,langage_ou_techno_nommee,ONET,SKL_c3f54892d297
CANS_d3b47c112b9c,AccessData FTK,,,,hard,langage_ou_techno_nommee,ONET,SKL_e8fec5389b74
CANS_20460274bece,Anti-phishing software,,,,hard,langage_ou_techno_nommee,ONET,SKL_593ea4ce4f85
CANS_d18ef90dc927,Anti-spyware software,,,,hard,langage_ou_techno_nommee,ONET,SKL_e2f2d7257653
CANS_e96cc5a6ce9d,Anti-Trojan software,,,,hard,langage_ou_techno_nommee,ONET,SKL_18acee333e25
CANS_cc080a26d17d,ArcSight Enterprise Threat and Risk Management,,,,hard,langage_ou_techno_nommee,ONET,SKL_cd26be83d432
CANS_904f96b965c4,Automated audit trail analysis software,,,,hard,langage_ou_techno_nommee,ONET,SKL_78595cd6e627
CANS_32d0805133d9,Automated media tracking software,,,,hard,langage_ou_techno_nommee,ONET,SKL_b3c0c7feb57b
CANS_a6fa649296d6,Backup and archival software,,,,hard,langage_ou_techno_nommee,ONET,SKL_9188a494ee98
CANS_644fc8869b0c,Berkeley Internet Domain Name BIND,,,,hard,langage_ou_techno_nommee,ONET,SKL_d94c353cb8ef
CANS_1d996873c353,Border Gateway Protocol BGP,,,,hard,langage_ou_techno_nommee,ONET,SKL_58ea9e8be3bd
CANS_fd459d3d3c49,Check Point Next Generation Secure Web Gateway,,,,hard,langage_ou_techno_nommee,ONET,SKL_570cac8ab8df
CANS_9447eb041768,Computer forensic software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a26c74c5de75
CANS_4f121a9f42c0,Conformance and validation testing software,,,,hard,langage_ou_techno_nommee,ONET,SKL_e566a509b88c
CANS_80d8e5bb0a46,Cryptographic key management software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a865f0fbf6b3
CANS_7da6046fa759,Diameter,,,,hard,langage_ou_techno_nommee,ONET,SKL_4babe47d5e86
CANS_8cfb78e3975d,Domain name system DNS,,,,hard,langage_ou_techno_nommee,ONET,SKL_a628fdd2d407
CANS_26680442dd5f,eMASS,,,,hard,langage_ou_techno_nommee,ONET,SKL_224bcbb71616
CANS_7e6c2913958a,End-to-end encryption software,,,,hard,langage_ou_techno_nommee,ONET,SKL_38b65e5186cc
CANS_cb3754ecbd43,Ethereal,,,,hard,langage_ou_techno_nommee,ONET,SKL_e4b55ce71a98
CANS_542aa10c145f,Firewall software,,,,hard,langage_ou_techno_nommee,ONET,SKL_1e0b5e95a514
CANS_26d5d06b6e45,Google Sites,,,,hard,langage_ou_techno_nommee,ONET,SKL_f1a36a641026
CANS_7f3aea176937,Guidance Software EnCase Forensic,,,,hard,langage_ou_techno_nommee,ONET,SKL_c8865154c108
CANS_4cb8503a1cb1,Honeypot,,,,hard,langage_ou_techno_nommee,ONET,SKL_8bf8c8bfb136
CANS_9dadbbdfb382,HP Fortify,,,,hard,langage_ou_techno_nommee,ONET,SKL_adc4c164351a
CANS_3e67a7dd2329,HP WebInspect,,,,hard,langage_ou_techno_nommee,ONET,SKL_f789f6fb97f6
CANS_fed6099d0b35,IBM QRadar SIEM,,,,hard,langage_ou_techno_nommee,ONET,SKL_c016ba622c39
CANS_cfd6c520426a,IBM Tivoli Access Management TAM,,,,hard,langage_ou_techno_nommee,ONET,SKL_55faabba6756
CANS_3dbcde30253e,IBM Tivoli Identity Management TIM,,,,hard,langage_ou_techno_nommee,ONET,SKL_ea282c6e9c3b
CANS_120e180807e8,Imperva SecureSphere,,,,hard,langage_ou_techno_nommee,ONET,SKL_93c79d63d915
CANS_9a1d13366c10,Integrity verification software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a1e5fdf4b4be
CANS_9d2b34af7131,Intrusion detection system IDS,,,,hard,langage_ou_techno_nommee,ONET,SKL_18248b37bae9
CANS_99cff6abe609,Intrusion prevention system IPS,,,,hard,langage_ou_techno_nommee,ONET,SKL_9c21df8cf107
CANS_f8944438c495,IpFilter,,,,hard,langage_ou_techno_nommee,ONET,SKL_196d99c5c782
CANS_a105b4aca81b,IpTables,,,,hard,langage_ou_techno_nommee,ONET,SKL_bc54984ed665
CANS_36f0fd918637,ISS RealSecure,,,,hard,langage_ou_techno_nommee,ONET,SKL_da1b16f61a00
CANS_6f2465b1c8b6,Juniper Networks NetScreen-Security Manager,,,,hard,langage_ou_techno_nommee,ONET,SKL_76fb9a732a6c
CANS_05429ae67675,Keystroke monitoring software,,,,hard,langage_ou_techno_nommee,ONET,SKL_ea98dfb38570
CANS_332a0c59572a,Link encryption software,,,,hard,langage_ou_techno_nommee,ONET,SKL_b0d494e2e8c1
CANS_0aa3593b93b4,McAfee VirusScan,,,,hard,langage_ou_techno_nommee,ONET,SKL_7225c1fe2f6b
CANS_637d1eea769a,Micro Focus OpenView,,,,hard,langage_ou_techno_nommee,ONET,SKL_82c17d216223
CANS_fde94fcd941d,Microsoft Active Directory,,,,hard,langage_ou_techno_nommee,ONET,SKL_a2a47c674564
CANS_52aef8c83c75,Microsoft Hyper-V Server,,,,hard,langage_ou_techno_nommee,ONET,SKL_525028e2cfe1
CANS_dc216cb6b654,MITRE ATT&CK software,,,,hard,langage_ou_techno_nommee,ONET,SKL_e026c0afa5c4
CANS_47bfa138a50f,Network and system vulnerability assessment software,,,,hard,langage_ou_techno_nommee,ONET,SKL_8ed5ab5382e5
CANS_3e77907c61ae,Network directory services software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a455581f73e1
CANS_f0037093dd5e,Network security auditing software,,,,hard,langage_ou_techno_nommee,ONET,SKL_af694796d1ee
CANS_d9c64b68a0d9,"Network, hardware, and software auditing software",,,,hard,langage_ou_techno_nommee,ONET,SKL_dcfaf3e05693
CANS_ce1e9792fb70,Norton AntiVirus,,,,hard,langage_ou_techno_nommee,ONET,SKL_a3c05f9cfa8e
CANS_ca5c09d69446,Oracle Net Manager,,,,hard,langage_ou_techno_nommee,ONET,SKL_a83cd609ce83
CANS_62264675529f,Palo Alto Networks Next-Generation Security Platform,,,,hard,langage_ou_techno_nommee,ONET,SKL_e2f0dda11666
CANS_52a868dfdc2c,Password cracker software,,,,hard,langage_ou_techno_nommee,ONET,SKL_52e095fa60ce
CANS_e9edaef7e051,Password management software,,,,hard,langage_ou_techno_nommee,ONET,SKL_752b1f043d52
CANS_30c14d25c81c,Penetration testing software,,,,hard,langage_ou_techno_nommee,ONET,SKL_fb0be7667cc5
CANS_adf5d2b78579,Ping Identity,,,,hard,langage_ou_techno_nommee,ONET,SKL_4cff0af45dec
CANS_080866863819,Portswigger BurP Suite,,,,hard,langage_ou_techno_nommee,ONET,SKL_96302bfa938b
CANS_a262b45fbfa9,Program checksumming software,,,,hard,langage_ou_techno_nommee,ONET,SKL_0ca3d45c3b6d
CANS_d45d3d4c7543,Qualys Cloud Platform,,,,hard,langage_ou_techno_nommee,ONET,SKL_b8f7ee306d02
CANS_fcca73b59978,Quest BigBrother,,,,hard,langage_ou_techno_nommee,ONET,SKL_698fcaf0fa66
CANS_ea4e386619b2,Rapid7 Nexpose,,,,hard,langage_ou_techno_nommee,ONET,SKL_c88841f1d524
CANS_0e320f2bf3cf,Remote authentication dial-in user service RADIUS software,,,,hard,langage_ou_techno_nommee,ONET,SKL_9ee9affdcf66
CANS_e58b7e6f9897,Root kit detection software,,,,hard,langage_ou_techno_nommee,ONET,SKL_28de4dcbdf6b
CANS_87612aa4715e,Secure internet filtering software,,,,hard,langage_ou_techno_nommee,ONET,SKL_39ed6abfb41b
CANS_ff1f77e99d62,Secure shell SSH software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a56b7bea4ddb
CANS_296ac1341d51,Security incident management software,,,,hard,langage_ou_techno_nommee,ONET,SKL_4aeb41428399
CANS_2fd507381a14,Security risk assessment software,,,,hard,langage_ou_techno_nommee,ONET,SKL_939ca372e74c
CANS_74e0839e73ec,Smart card management software,,,,hard,langage_ou_techno_nommee,ONET,SKL_5ca7201538ee
CANS_55d1e030822f,Sniffer Investigator,,,,hard,langage_ou_techno_nommee,ONET,SKL_86c9b58ee591
CANS_16287e9eb817,Stack smashing protection SSP software,,,,hard,langage_ou_techno_nommee,ONET,SKL_d8d126bb1820
CANS_0264ed64a5ec,Symantec Blue Coat Data Loss Prevention,,,,hard,langage_ou_techno_nommee,ONET,SKL_4ecd12653396
CANS_a1b9699346bd,Symantec Endpoint Protection,,,,hard,langage_ou_techno_nommee,ONET,SKL_a33f382ae3ac
CANS_75b8abe49b59,Tcpdump,,,,hard,langage_ou_techno_nommee,ONET,SKL_585c752dd7ce
CANS_5d0b2502d040,Tenable Nessus,,,,hard,langage_ou_techno_nommee,ONET,SKL_f0ff9c3694de
CANS_c1cfcbafa443,Trend Micro TippingPoint,,,,hard,langage_ou_techno_nommee,ONET,SKL_a3a11395b4e9
CANS_7baa3be1c56a,Websense Data Loss Prevention,,,,hard,langage_ou_techno_nommee,ONET,SKL_f916a8bd3049
CANS_1b155215633f,WinMerge,,,,hard,langage_ou_techno_nommee,ONET,SKL_34e8960b791b
CANS_6ce5a714eb34,3D graphics software,,,,hard,langage_ou_techno_nommee,ONET,SKL_f43476b029e8
CANS_d76d473fd534,Advanced numerical software,,,,hard,langage_ou_techno_nommee,ONET,SKL_be8f503e9732
CANS_bbaabf1b79c2,Algorithmic software,,,,hard,langage_ou_techno_nommee,ONET,SKL_793b76f39aea
CANS_3189974ef4cf,Amazon Web Services AWS SageMaker,,,,hard,langage_ou_techno_nommee,ONET,SKL_f67df49b4785
CANS_17951f59017f,Apache Airflow,,,,hard,langage_ou_techno_nommee,ONET,SKL_46eae86f9dad
CANS_faea3144cd52,Apache Flume,,,,hard,langage_ou_techno_nommee,ONET,SKL_18d7733c1bbf
CANS_45f764c0319c,Augmint,,,,hard,langage_ou_techno_nommee,ONET,SKL_519b1c62844c
CANS_8e942f15c953,Automated document generation software,,,,hard,langage_ou_techno_nommee,ONET,SKL_529a1e8e1d9c
CANS_b7ebaf8b5c07,Bidirectional encoder representations from transformers (BERT),,,,hard,langage_ou_techno_nommee,ONET,SKL_4cdf660e254c
CANS_107c5147b2d9,Business software applications,,,,hard,langage_ou_techno_nommee,ONET,SKL_85a0fb4d5a4b
CANS_3536d7de1eb1,Charm++,,,,hard,langage_ou_techno_nommee,ONET,SKL_ebc08562b4ce
CANS_4476038b2fe4,Chatbot software,,,,hard,langage_ou_techno_nommee,ONET,SKL_f2be8720112c
CANS_be881fe4bc2e,Clustermatic,,,,hard,langage_ou_techno_nommee,ONET,SKL_ca4611342f2d
CANS_4718e259ae8f,CMake,,,,hard,langage_ou_techno_nommee,ONET,SKL_f3a3f48c8693
CANS_d8e33c326c51,Computational statistics software,,,,hard,langage_ou_techno_nommee,ONET,SKL_7a5b256bf704
CANS_89128f2a2115,Data visualization software,,,,hard,langage_ou_techno_nommee,ONET,SKL_77b553ad6431
CANS_ae3abb3a46ca,Doxygen,,,,hard,langage_ou_techno_nommee,ONET,SKL_9902a593c63b
CANS_a5de94e3a090,Extensible stylesheet language transformations XSLT,,,,hard,langage_ou_techno_nommee,ONET,SKL_7077c4747054
CANS_3f1d7c2bf872,GitLab,,,,hard,langage_ou_techno_nommee,ONET,SKL_289fc2b140e4
CANS_0a8c816a8f30,Google Ads,,,,hard,langage_ou_techno_nommee,ONET,SKL_c30109afea45
CANS_4ddecc2f6389,Grafana Labs Grafana Cloud,,,,hard,langage_ou_techno_nommee,ONET,SKL_38965bcf8f84
CANS_82bd6dbd09bb,Graphics pipelines,,,,hard,langage_ou_techno_nommee,ONET,SKL_66c8b4de3ad5
CANS_fa8f1fc48865,Greenhills Ada compilers,,,,hard,langage_ou_techno_nommee,ONET,SKL_66fca9fd8871
CANS_7b3c8c2ec809,High-performance software libraries,,,,hard,langage_ou_techno_nommee,ONET,SKL_2f18a413ce85
CANS_08b809f5d982,Hugging Face,,,,hard,langage_ou_techno_nommee,ONET,SKL_ed5a9b3d49f7
CANS_41c76e2fa932,IBM Rational Apex,,,,hard,langage_ou_techno_nommee,ONET,SKL_f9a892c74a8b
CANS_4cee4c147193,IBM Terraform,,,,hard,langage_ou_techno_nommee,ONET,SKL_2eec15108b98
CANS_df53a62bf2eb,Intel Integrated Performance Primitives,,,,hard,langage_ou_techno_nommee,ONET,SKL_846f0daf1fd8
CANS_44e89d4a28d9,Intel Math Kernel Library,,,,hard,langage_ou_techno_nommee,ONET,SKL_ae65372e76f0
CANS_7cffd8131da6,Jenkins CI,,,,hard,langage_ou_techno_nommee,ONET,SKL_0ed74f44c582
CANS_6a345d35bd3d,Kubernetes,,,,hard,langage_ou_techno_nommee,ONET,SKL_99b301553401
CANS_60bdfa2b4ffe,LangChain,,,,hard,langage_ou_techno_nommee,ONET,SKL_72e607733e3f
CANS_918ea7b56bbb,List processing language LISP,,,,hard,langage_ou_techno_nommee,ONET,SKL_aefe98f842ef
CANS_b70d85a592ce,Low-level virtual machine LLVM compilers,,,,hard,langage_ou_techno_nommee,ONET,SKL_677a9261be08
CANS_40883fc1f742,Mathematical software,,,,hard,langage_ou_techno_nommee,ONET,SKL_530ee4d6ad21
CANS_b4c6ba9ae760,Microsoft Visual Studio.NET,,,,hard,langage_ou_techno_nommee,ONET,SKL_2da294b49df7
CANS_c195eb5f6074,Microsoft Windows XP,,,,hard,langage_ou_techno_nommee,ONET,SKL_7ddcfaa1ba65
CANS_9c451b36cc7f,Multisensory data representation software,,,,hard,langage_ou_techno_nommee,ONET,SKL_b49db333a50d
CANS_36bccb1ad38e,Object oriented development environment software,,,,hard,langage_ou_techno_nommee,ONET,SKL_6b5351526bce
CANS_f36f37158ae3,Open Graphics Library OpenGL,,,,hard,langage_ou_techno_nommee,ONET,SKL_efd4265502f0
CANS_ded72f78439e,Optimization software,,,,hard,langage_ou_techno_nommee,ONET,SKL_f400a224a05f
CANS_46cd7e7cdffc,pandas,,,,hard,langage_ou_techno_nommee,ONET,SKL_cbf13f5af024
CANS_e0e101ba6d00,Parallel systems software,,,,hard,langage_ou_techno_nommee,ONET,SKL_750f36903fb0
CANS_9fcd7a02ccc7,Perforce Software Configuration Management System,,,,hard,langage_ou_techno_nommee,ONET,SKL_ad190627c36d
CANS_dba765249a9c,Plug-in file software,,,,hard,langage_ou_techno_nommee,ONET,SKL_31939ec98017
CANS_83671395c06c,Polaris parallelizing compilers,,,,hard,langage_ou_techno_nommee,ONET,SKL_0e0ac2244f81
CANS_168d2f7e85cf,Polhemus Fasttrack System,,,,hard,langage_ou_techno_nommee,ONET,SKL_427bb7270a16
CANS_563b7d49a6b4,Prometheus,,,,hard,langage_ou_techno_nommee,ONET,SKL_c7830e24b9d6
CANS_6ed770291fc5,PTC Creo Parametric,,,,hard,langage_ou_techno_nommee,ONET,SKL_5aed07e5423c
CANS_8f8756df2b47,PyTorch,,,,hard,langage_ou_techno_nommee,ONET,SKL_18541275428e
CANS_3926e16c2d4c,Redis,,,,hard,langage_ou_techno_nommee,ONET,SKL_d395252a6752
CANS_5e2ff1aaba5a,Relational database management system software,,,,hard,langage_ou_techno_nommee,ONET,SKL_b5b0756a9ddb
CANS_b01d285d66d0,Rice Simulator for ILP Multiprocessors RSIM,,,,hard,langage_ou_techno_nommee,ONET,SKL_301c4a37c8ca
CANS_2bcb44a5aa6e,Scikit-learn,,,,hard,langage_ou_techno_nommee,ONET,SKL_a2bc560a6883
CANS_fc38180c0ad7,Simulation software,,,,hard,langage_ou_techno_nommee,ONET,SKL_6b3f4e5d5244
CANS_2d52be6725d3,Snowflake,,,,hard,langage_ou_techno_nommee,ONET,SKL_3ec131d3bbed
CANS_19bb3dd08738,Software libraries,,,,hard,langage_ou_techno_nommee,ONET,SKL_c1e43433f1df
CANS_564750fd1d6e,Source code management SCM software,,,,hard,langage_ou_techno_nommee,ONET,SKL_bf1dde450280
CANS_9ee12e3814b6,TensorFlow,,,,hard,langage_ou_techno_nommee,ONET,SKL_f80bd3cfcb8b
CANS_33859b1f9493,Vector database software,,,,hard,langage_ou_techno_nommee,ONET,SKL_327d539fcca4
CANS_d53d12f5ce9f,Video editing software,,,,hard,langage_ou_techno_nommee,ONET,SKL_d2a7dc9bf0da
CANS_3697c80215af,VME PowerPC VxWorks,,,,hard,langage_ou_techno_nommee,ONET,SKL_8b5a1aa61046
CANS_d249fa667c98,Waikato Environment for Knowledge Analysis Weka,,,,hard,langage_ou_techno_nommee,ONET,SKL_c6d50ca5bc8d
CANS_c15f6fe0f3c2,Antivirus software,,,,hard,langage_ou_techno_nommee,ONET,SKL_f90aa5e85bae
CANS_0b47ccac2ce4,Arping,,,,hard,langage_ou_techno_nommee,ONET,SKL_6ba8bf7a671f
CANS_f1057cf12388,B&W Port Scanner,,,,hard,langage_ou_techno_nommee,ONET,SKL_ec043c01e722
CANS_bfb48b56e11b,Bentley Systems ProjectWise,,,,hard,langage_ou_techno_nommee,ONET,SKL_674f94806c82
CANS_61c4ed23c68b,BitWizard B.V. mtr,,,,hard,langage_ou_techno_nommee,ONET,SKL_a9c7b6ab577c
CANS_1820b70b7748,BlackBerry Enterprise Server,,,,hard,langage_ou_techno_nommee,ONET,SKL_c8b96fa0f877
CANS_cfa3d7783045,BMC Software Control-M,,,,hard,langage_ou_techno_nommee,ONET,SKL_f188cf841e31
CANS_c0c677a41fdf,BMC Software Remedy IT Service Management Suite,,,,hard,langage_ou_techno_nommee,ONET,SKL_8a69915c3660
CANS_483bc6b45a0b,Cisco Systems Cisco NetFlow Collection Engine,,,,hard,langage_ou_techno_nommee,ONET,SKL_49804861e829
CANS_a9087653c9bc,Cisco Systems Cisco Traffic Analyzer,,,,hard,langage_ou_techno_nommee,ONET,SKL_59dc44138dd7
CANS_3083c7143ceb,Cisco Systems CiscoWorks LAN Management Solution,,,,hard,langage_ou_techno_nommee,ONET,SKL_fe1f8612d244
CANS_01e64bc1c95e,Clarified Networks Clarified Analyzer,,,,hard,langage_ou_techno_nommee,ONET,SKL_f1c61b0bb38a
CANS_b84bad9253f8,Colasoft Capsa Enterprise,,,,hard,langage_ou_techno_nommee,ONET,SKL_944c545caa92
CANS_6233e161b8c0,Colasoft Capsa Free,,,,hard,langage_ou_techno_nommee,ONET,SKL_82c1a51788f9
CANS_920e72e396ee,Compuware ClientVantage Agentless Monitoring,,,,hard,langage_ou_techno_nommee,ONET,SKL_1ce05bb5b295
CANS_d21be82f2ecb,Congruity Technologies Inspector,,,,hard,langage_ou_techno_nommee,ONET,SKL_9ab1682ae522
CANS_f440d32bd3cc,Connectivity software,,,,hard,langage_ou_techno_nommee,ONET,SKL_5d378c4ed96f
CANS_51deccee8fe1,Dartware InterMapper,,,,hard,langage_ou_techno_nommee,ONET,SKL_43cb4e99989e
CANS_2f3ab85f9480,Database management software,,,,hard,langage_ou_techno_nommee,ONET,SKL_572823168453
CANS_d8c783b944bb,Dig,,,,hard,langage_ou_techno_nommee,ONET,SKL_38a561151eba
CANS_2af69241d5f7,EMC Ionix Network Configuration Manager,,,,hard,langage_ou_techno_nommee,ONET,SKL_e5d8379529ed
CANS_cd650cfdfcc7,EMC NetWorker,,,,hard,langage_ou_techno_nommee,ONET,SKL_e826f41ee4db
CANS_f0aedfad6942,EMC Symmetrix DMX,,,,hard,langage_ou_techno_nommee,ONET,SKL_608d446b33a6
CANS_e086ac043391,Encryption software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a7fe2ff99cce
CANS_257948948a85,Ettercap NG,,,,hard,langage_ou_techno_nommee,ONET,SKL_e568b5512875
CANS_91d13ad30cf4,File server software,,,,hard,langage_ou_techno_nommee,ONET,SKL_49449fba3bbe
CANS_af369117c025,Fluke Networks Enterprise LANMeter,,,,hard,langage_ou_techno_nommee,ONET,SKL_ccc62af21dea
CANS_14ef25d1c83f,Hewlett-Packard HP Network Node Manager,,,,hard,langage_ou_techno_nommee,ONET,SKL_c368bfa17a30
CANS_790e23bce2b9,IBM AIX,,,,hard,langage_ou_techno_nommee,ONET,SKL_67639341175f
CANS_c270b8c87644,IBM Security Network Intrusion Prevention System,,,,hard,langage_ou_techno_nommee,ONET,SKL_30d11b15443f
CANS_3e7503424a7c,IBM Tivoli NetView Distribution Manager,,,,hard,langage_ou_techno_nommee,ONET,SKL_645d5a1f2031
CANS_4e7d8d5903a7,ifconfig,,,,hard,langage_ou_techno_nommee,ONET,SKL_31cf5ec34622
CANS_4dbc4edd8430,ipconfig,,,,hard,langage_ou_techno_nommee,ONET,SKL_ef52f5750fcf
CANS_3b0ff1c1f1d5,LogMatrix NerveCenter,,,,hard,langage_ou_techno_nommee,ONET,SKL_12bce55ee2b1
CANS_073843d07d36,Microsoft Network Monitor,,,,hard,langage_ou_techno_nommee,ONET,SKL_d6bf88601b15
CANS_bdd6c7edaca8,Microsoft Windows PowerShell,,,,hard,langage_ou_techno_nommee,ONET,SKL_bab796767b98
CANS_a193e1b3af9d,Microsoft Windows Sysprep,,,,hard,langage_ou_techno_nommee,ONET,SKL_871de6f7705a
CANS_c4ddab121946,nbtstat,,,,hard,langage_ou_techno_nommee,ONET,SKL_436d852fecd8
CANS_81e97025e2df,NetScout Sniffer Global Analyzer,,,,hard,langage_ou_techno_nommee,ONET,SKL_2c44b7b30c86
CANS_e92abe326d51,NetScout Sniffer Portable Professional Analyzer,,,,hard,langage_ou_techno_nommee,ONET,SKL_dccc1cda85e6
CANS_645ce3d9919e,netstat,,,,hard,langage_ou_techno_nommee,ONET,SKL_83e650a0d89c
CANS_942d3d99d4bf,Network design software,,,,hard,langage_ou_techno_nommee,ONET,SKL_61edbf50a3df
CANS_710b833aa81e,Network Instruments Observer Standard,,,,hard,langage_ou_techno_nommee,ONET,SKL_18cb74d499c4
CANS_bd78a8fc4dcb,Network intrusion detection software,,,,hard,langage_ou_techno_nommee,ONET,SKL_a928595547bb
CANS_7755bd8c9596,ngrep,,,,hard,langage_ou_techno_nommee,ONET,SKL_435f0114e323
CANS_a7eb93859db0,NIKSUN NetDetector,,,,hard,langage_ou_techno_nommee,ONET,SKL_e9397084115a
CANS_e94ae3843911,NovaStor NovaBACKUP,,,,hard,langage_ou_techno_nommee,ONET,SKL_b75d7f395b95
CANS_e89f73b1af5a,Novell eDirectory,,,,hard,langage_ou_techno_nommee,ONET,SKL_47b220eb93a3
CANS_05c93f6eadb9,Nslookup,,,,hard,langage_ou_techno_nommee,ONET,SKL_247e3cc321fc
CANS_ac8e827c729e,OPNET SP Sentinel,,,,hard,langage_ou_techno_nommee,ONET,SKL_0365e01c881a
CANS_34ecc46da33c,Packet analyzers,,,,hard,langage_ou_techno_nommee,ONET,SKL_5fe340c2047c
CANS_44845cd01598,Packet filter software,,,,hard,langage_ou_techno_nommee,ONET,SKL_ab004ddf5a57
CANS_8206c7967157,Port scanners,,,,hard,langage_ou_techno_nommee,ONET,SKL_e79fe84ba7a6
CANS_c40a93c12394,Project planning software,,,,hard,langage_ou_techno_nommee,ONET,SKL_fc73fef6cf9e
CANS_4797884cf437,Route,,,,hard,langage_ou_techno_nommee,ONET,SKL_5851cd2ab668
CANS_e0bdde2205d2,Roxio Retrospect,,,,hard,langage_ou_techno_nommee,ONET,SKL_75c56101cbe0
CANS_d1c98ee28ef6,SolarWinds,,,,hard,langage_ou_techno_nommee,ONET,SKL_dcb84f577070
CANS_920a8617d060,Sonicwall SonicOS Enhanced,,,,hard,langage_ou_techno_nommee,ONET,SKL_b8805c5ec33c
CANS_899cabd32fa8,Storage area network SAN software,,,,hard,langage_ou_techno_nommee,ONET,SKL_3635b128a267
CANS_d2efbf3ba23e,Symantec Veritas NetBackup,,,,hard,langage_ou_techno_nommee,ONET,SKL_8c8299fde7fe
CANS_ae9a2776da58,Tape backup system software,,,,hard,langage_ou_techno_nommee,ONET,SKL_59136cc3eba1
CANS_537310d09c79,Traceroute,,,,hard,langage_ou_techno_nommee,ONET,SKL_fe9b55d26c66
CANS_89f6aeb75541,Traffic shapers,,,,hard,langage_ou_techno_nommee,ONET,SKL_9587a7827a8f
CANS_2223233444ef,WildPackets OmniPeek Network Analyzer,,,,hard,langage_ou_techno_nommee,ONET,SKL_962bd1343543
CANS_3cd33ae5a5ac,Zabbix,,,,hard,langage_ou_techno_nommee,ONET,SKL_1b71e525c9c7
CANS_0a0504e5fae4,Adobe Creative Cloud software,,,,hard,langage_ou_techno_nommee,ONET,SKL_bc7048666896
CANS_91a4dee23d37,Adobe Distiller,,,,hard,langage_ou_techno_nommee,ONET,SKL_65e4edff1665
CANS_53ea67b51a4c,Adobe InDesign,,,,hard,langage_ou_techno_nommee,ONET,SKL_7951ca92659f
CANS_bf763891f725,Apple Final Cut Pro,,,,hard,langage_ou_techno_nommee,ONET,SKL_a32e0f546f18
CANS_f1149014597b,Apple iOS,,,,hard,langage_ou_techno_nommee,ONET,SKL_8282d5d17370
CANS_cb9c0b397005,Autodesk AutoCAD,,,,hard,langage_ou_techno_nommee,ONET,SKL_b89c485b56a8
CANS_e520bff322d3,Autodesk Revit,,,,hard,langage_ou_techno_nommee,ONET,SKL_0ac13165d438
CANS_4572c19aceaf,Bentley MicroStation,,,,hard,langage_ou_techno_nommee,ONET,SKL_05c876a661f2
CANS_4911981fc65b,Call center software,,,,hard,langage_ou_techno_nommee,ONET,SKL_37db6497039f
CANS_e05548bcd8d8,Cisco IOS,,,,hard,langage_ou_techno_nommee,ONET,SKL_c570d70ab26d
CANS_9da83c947b0d,Dassault Systemes SolidWorks,,,,hard,langage_ou_techno_nommee,ONET,SKL_80417a9c8ea1
