canonical_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids
CANS_434999ab617d,manage content development projects,gérer des projets de création de contenu,implement content strategy,contrôler des projets de création de contenu | mettre en œuvre une stratégie de contenu | gérer des projets de développement de contenu | gérer des projets de création de contenus | administrer des projets de création de contenu,hard,autre_hard,ESCO,SKL_3daf970c81e6
CANS_9e45d3bf55f2,implement a virtual private network,mettre en place un réseau privé virtuel,implementing a virtual private network | VPN installing | implement a VPN | virtual private network installing | virtual private network implementing | VPN implementing | installing a virtual private network | implementing a VPN | installing a VPN | install a VPN,mettre en place un VPN,hard,securite,ESCO,SKL_e2dbc508cb21
CANS_0e10ada216d2,statistical analysis system software,logiciel de système d'analyse statistique,statistical analysing of system software | statistical analysis of system software | statistical analysis of software systems | statistical analysis system programme | statistical analysis system operating system | statistical analysis system application,,hard,autre_hard,ESCO,SKL_d6e8c4e590ce
CANS_d4005aace623,data security principles,principes de sécurité des données,data security methods | information security principles,principes de sécurité de l'information | méthodes de sécurité des données,hard,donnees_bdd,ESCO,SKL_1e9e1aed4fe4
CANS_e2876c478108,manage ICT virtualisation environments,gérer des environnements TIC de virtualisation,manage ICT virtualization machines | manage virtualisation of servers and workstations | manage containerization,,hard,autre_hard,ESCO,SKL_53ceaa2295af
CANS_c347d041c6c5,develop food scanner devices,mettre au point des dispositifs de scan des aliments,design food scanning sensors | design food scanners | develop food scanning sensors | develop food scanners | develop food-sensor devices,,hard,developpement_conception,ESCO,SKL_2187273ee3dc
CANS_08fb6b519ffa,develop code exploits,développer des exploits,develop software exploits,,hard,programmation,ESCO,SKL_b6cffaebb42f
CANS_d6938af178bb,operate broadcast equipment,utiliser du matériel de diffusion,operate broadcast apparatus | operate broadcasting equipment | operate broadcast instruments | operating broadcast equipment | operate broadcast gear | operate broadcast devices,,hard,autre_hard,ESCO,SKL_7765edbc907f
CANS_05362ed1417b,coordinate technological activities,coordonner des activités technologiques,coordinate IT activities,coordonner les activités technologiques | coordonner les activités informatiques,hard,autre_hard,ESCO,SKL_5f4ddd24afc2
CANS_048cfb792fd6,outline blockchain-based identity management,caractériser la gestion de l’identité fondée sur la technologie de la blockchain,explain blockchain-based identity management system,expliquer le système de gestion d'identité basé sur la blockchain | expliquer le système de gestion des identités basé sur la blockchain,hard,donnees_bdd,ESCO,SKL_4e42e5a0b309
CANS_d73535f50e8e,SPARK,SPARK,,,hard,langage_ou_techno_nommee,ESCO,SKL_eac191d41595
CANS_a382e1b7540c,assist multimedia operator,assister un opérateur multimédia,fill in for the multimedia operator | help out multimedia operators | assist multimedia operators | assist operators of multimedia,,hard,autre_hard,ESCO,SKL_6e8bbfce6061
CANS_c36b155c0342,blockchain,technologie de la blockchain,blockchain technology,technologie blockchain | Blockchain,hard,autre_hard,ESCO | ROME,SKL_4d1904c3c715 | SKL_71e90232bb18
CANS_c71731dc59d7,Parrot Security OS,Parrot Security OS,OS - Parrot Security,,hard,developpement_conception,ESCO,SKL_e7f0a7064c6a
CANS_5de20249e2b3,computer graphics,infographie,vector graphics | interactive computer graphics,infographie interactive | graphiques vectoriels,hard,programmation,ESCO,SKL_03a1d7f894e8
CANS_d627d0abbb4a,design application interfaces,concevoir des interfaces d’application,design API,OpenGL | Windows API | concevoir des interfaces de programmation | concevoir les interfaces d’application | concevoir une API | Google Map API | concevoir l’interface d’applications,hard,developpement_conception,ESCO,SKL_b84a9945d501
CANS_faf9ace9f795,manage closed-circuit television system,gérer un système de télévision en circuit fermé,video surveillance | CCTV,mettre à jour un système de télévision en circuit fermé | gérer un système de TVCF | gérer un système de vidéosurveillance | gérer un système de CCTV | gérer un système de surveillance vidéo | installer un système de télévision en circuit fermé,hard,donnees_bdd,ESCO,SKL_c7c715f09c69
CANS_60c6316dee6b,analyse business requirements,analyser les exigences des entreprises,analyze business requirements | analyse customer product risks | business requirements analysis,analyser les risques liés aux produits pour le client | analyser les besoins des entreprises | examiner les exigences des entreprises | étudier les exigences des entreprises | analyser les exigences professionnelles | passer en revue les exigences des entreprises,hard,autre_hard,ESCO,SKL_1e8fe35aac35
CANS_5237e5b50ee4,content marketing strategy,stratégie de marketing de contenu,content marketing plan | content marketing proposal | content marketing blueprint | content marketing strategies | a contents marketing strategy | contents marketing strategy,,hard,autre_hard,ESCO,SKL_89a64e81ab72
CANS_35f3f165610f,online analytical processing,traitement analytique en ligne,OLAP databases | Cube databases | OLAP,TAL | traitement de transactions en ligne | traitement OLAP | OLTP | système de traitement analytique en ligne,hard,donnees_bdd,ESCO,SKL_e2b5df30b4ad
CANS_dd6a9d41a027,Synfig,Synfig,Synfig Studio,,hard,autre_hard,ESCO,SKL_b4e0aa885868
CANS_2473ccd63bbf,ICT system programming,programmation de systèmes de TIC,network programming | server side programming,programmation d’applications | programmation de systèmes de TI | écriture de scripts | programmation de systèmes des TIC | écriture des programmes informatiques,hard,developpement_conception,ESCO,SKL_ec2491e3eb27
CANS_0655d290c6b7,store film reels,stocker des bobines de film,store film reel | stockpile film reels | storing film reels | conserve film reels,,hard,autre_hard,ESCO,SKL_13092015c7f1
CANS_4e3bf10cb309,adjust ICT system capacity,adapter la capacité d’un système de TIC,adjust ICT network capacity,adapter la capacité des services de TIC | adapter la capacité des systèmes de TIC | améliorer la prestation des services de TIC | adapter la capacité du système de TIC | ajuster la capacité d’un système de TIC | adapter la capacité des réseaux des TIC,hard,autre_hard,ESCO,SKL_cf44a983788c
CANS_cb2c7c2602dc,Open source model,modèle en code source ouverte,,modèle «open source»,hard,donnees_bdd,ESCO,SKL_232fd42823e2
CANS_66bfb66e6b37,WildFly,WildFly,Jboss,,hard,developpement_conception,ESCO,SKL_ae8a143ffa63
CANS_1ee27234af59,implement a management system,mettre en œuvre un système de gestion,employ a management system,utiliser un système de gestion | employer un système de gestion,hard,autre_hard,ESCO,SKL_8a815787aa2a
CANS_e4660508ca08,ensure cross-department cooperation,superviser la coopération entre les services,build effective cross-group cooperation | ensure cooperation cross-department | ensure cross-departmental cooperation | communicate effectively across teams,assurer la communication et la coopération entre les services | veiller à la communication et à la coopération entre les services | superviser la coopération entre les départements,hard,autre_hard,ESCO,SKL_ff939e2316db
CANS_e17fdf17ae27,follow directions of the artistic director,suivre les consignes d’un directeur artistique,following directions of the artistic director | implement directions of the artistic director | follow direction of the artistic director | respect directions of the artistic director | obey directions of the artistic director,,hard,autre_hard,ESCO,SKL_ccd8df372d91
CANS_842986235cf4,use CAD software,utiliser un logiciel de CAO,adopt CAD software | operate CAD software | apply CAD software | use of CAD software | handle CAD software | using CAD software | CAD software use,,hard,developpement_conception,ESCO,SKL_012943fba34b
CANS_8b1630cc30bf,assemble video tape footage,assembler des séquences vidéo,assemble footage on video tape | mount footage on tape | assemble raw footage on video tape | assemble video footage on tape,,hard,autre_hard,ESCO,SKL_2ff74aa61206
CANS_95c58f235e7a,apply blended learning,appliquer l’apprentissage mixte,combine face-to-face and online learning | integrate blended learning | implement mixed learning approaches | employ blended learning | implement blended learning,,hard,autre_hard,ESCO,SKL_7d4032a04a10
CANS_db12dfc349a1,configure ICT system,configurer un système de TIC,set up ICT systems,,hard,autre_hard,ESCO,SKL_0fefd6cde79a
CANS_3360ef9a8ee0,blockchain history,histoire de la technologie de la blockchain,blockchain technology history | history of blockchain,histoire de la blockchain | histoire de la technologie blockchain,hard,programmation,ESCO,SKL_6bb3cc07b2cc
CANS_00bcf60ebd97,advise on environmental remediation,donner des conseils en matière de restauration environnementale,environmental remediation advice giving | advising on environmental remediation | environmental remediation advising | advising about environmental remediation | give environmental remediation advice | giving environmental remediation advice,,hard,autre_hard,ESCO,SKL_2efaeadaf118
CANS_181c748f2415,maintain telephony system,gérer un système de téléphonie,maintain phone systems | uphold phone systems,,hard,autre_hard,ESCO,SKL_0086eea0ffdc
CANS_cbac4a3a223c,repair ICT devices,réparer des appareils TIC,maintain ICT devices,réparer du matériel informatique | réparer des appareils issus des TIC | réparer un appareil TIC | réparer des dispositifs TIC | remettre des appareils TIC en état | réparer un équipement TIC | réparer des systèmes TIC,hard,autre_hard,ESCO,SKL_18f51ab73315
CANS_d046452290a4,AJAX,AJAX,AJAX technology | AJAX software | AJAX techniques,Asynchronous Javascript and XML,hard,developpement_conception,ESCO | ONET,SKL_86eb8b674662 | SKL_ebf2ed50e985
CANS_d03ebb497826,call quality assurance management,gestion de l'assurance de la qualité des appels,call quality assurance supervision | call quality assurance managing | calls quality assurance management | call quality assurance administration | call quality assurance oversight | call quality assurance regulation,,hard,autre_hard,ESCO,SKL_bbb9030c3abd
CANS_b518c300aa64,operate audio equipment,faire fonctionner du matériel audio,operate broadcast studio controls | apply audio technology,faire fonctionner des appareils audio | faire fonctionner de l’équipement audio | utiliser une technologie audio | manipuler du matériel audio | exploiter du matériel audio,hard,autre_hard,ESCO,SKL_19fb51cb3118
CANS_0bcb8f49a0ae,database quality standards,normes de qualité des bases de données,databases quality standards | evaluation of database quality | database quality evaluation | database quality standard | quality standards for databases | quality standard for databases | databases quality evaluation,,hard,donnees_bdd,ESCO,SKL_cb88cfd1c433
CANS_c714a8b855bb,C++,C++,C++ software | C++ framework,,hard,developpement_conception,ESCO | ONET,SKL_7583f80b59ca | SKL_de759b6256cc
CANS_2b84f326d083,provide guidelines for content development,fournir des instructions pour le développement de contenu,provide guidelines and standards for content development,fournir des orientations pour le développement de contenu | fournir des lignes directrices pour le développement de contenu | fournir des directives pour le développement de contenu,hard,developpement_conception,ESCO,SKL_8b358f26ac2f
CANS_2d0a43b65ed2,demonstrate functionality of video games,démontrer la fonctionnalité de jeux vidéo,display functionality of video games | demonstrate functionality of a video game | demonstrate the functionality of video games | demonstrating functionality of video games | show functionality of video games | establish functionality of video games | determine functionality of video games,,hard,autre_hard,ESCO,SKL_b0609a35adbb
CANS_faf08f2d4d59,work safely with mobile electrical systems under supervision,travailler en toute sécurité avec des systèmes électriques mobiles sous surveillance,working safely with mobile electrical systems under supervision | work safely with cell phone electrical systems under supervision | perform duties safely with mobile electrical systems under supervision | work safely with mobile electrical system under supervision | operate safely with mobile electrical systems under supervision,,hard,autre_hard,ESCO,SKL_ec9ace5cbf4d
CANS_8b57e830d815,work with respect for own safety,travailler en respectant sa propre sécurité,work respectfully for own safety | work for own safety with respect | apply safety rules when carrying out one's own duties | carry out work aware of risks to personal safety,,hard,autre_hard,ESCO,SKL_43401d5958b2
CANS_97edbd54767d,manage digital documents,gérer des documents numériques,Alfresco Standard Network | Dokmee | Enterprise Content Management | FileHold | Athento Smart Document Management | FileNet Content Manager | FileCenter Pro | SIVADOC | M-Files DMS | Nuxeo Document Management | DocuXplorer | BlueDoc | managing digital documents | manage digital files | PaperPort Pro | DocPoint | OneDrive | docSTAR eclipse,,hard,donnees_bdd,ESCO,SKL_9c9170a8136c
CANS_4fd74b854ab3,ensure client orientation,conseiller les clients,be friendly with customers | enable customer focus | demonstrate customer orientation | ensure customer orientation | demonstrate service-oriented attitude | enjoy dealing with customers | assure client orientation | ensuring client orientation | ensure customer focus | secure client orientation | provide customer services | provide client orientation | ensure clients orientation | enable client orientation | provide client support services,démontrer une orientation client | démontrer l'orientation client | profiter des relations avec les clients | assurer l'orientation clients | permettre l'orientation client | faire preuve d’une attitude orientée au service pour les clients | fournir des services à la clientèle | aimer traiter avec les clients | assurer l'orientation des clients | fournir des services de soutien à la clientèle | assurer l'orientation client | faire preuve d'une attitude axée sur le service,hard,programmation,ESCO,SKL_dfcd3d038855
CANS_7c4d67eeb109,ensure adherence to organisational ICT standards,assurer le respect des normes TIC en matière d’organisation,guarantee adherence to organisational ICT standards | enforce adherence to corporate ICT regulations | guarantee compliance with company IT standards,,hard,autre_hard,ESCO,SKL_efc2d1a5ed07
CANS_7004fda5c1cb,present artistic design proposals,présenter des propositions de conception artistique,submit a detailed design proposal | present proposals for designs | present in-depth suggestions for design proposals | present proposals for design detail | present detailed design proposals,,hard,autre_hard,ESCO,SKL_85ee1550e1e6
CANS_b4722028fccb,manage signoff of an installed system,gérer l’approbation d’un système installé,handle signoff of an installed system | manage signing off of an installed system | managing signoff of an installed system | manage installed system signoff | take care of signoff of an installed system,,hard,autre_hard,ESCO,SKL_e3bd28baa199
CANS_5395e2f7cb44,mobile device software frameworks,cadriciels des appareils mobiles,mobile phone software frameworks | android software frameworks | windows phone software frameworks | iOS software frameworks | cell phone device software frameworks,cadriciel de l’appareil mobile | cadriciels des dispositifs mobiles | cadriciels des terminaux mobiles | cadriciel d’un appareil mobile | cadriciels des téléphones portables | cadriciels des smartphones,hard,developpement_conception,ESCO,SKL_0db86e5fd56a
CANS_280763a1ffba,Filemaker (database management systems),FileMaker (systèmes de gestion de base de données),FileMaker Pro | FileMaker | FileMaker Go,,hard,donnees_bdd,ESCO,SKL_6979c42dcb59
CANS_f3c4fc2a4c45,use measurement instruments,utiliser des instruments de mesure,take measurements using specialised equipment | operate measurement instruments | take various measurements using apparatus | utilise measurement apparatus | take various measurements using instruments | take various measurements using measuring devices | utilise measurement devices | perform measurements using tools and instruments | utilise measurement instruments | use measurement apparatus | use measurement and control instruments | perform measurements using instruments | use measurement devices | carry out measurements using equipment,,hard,autre_hard,ESCO,SKL_a389a507c12c
CANS_07bea574db1b,repair equipment on site,réparer des équipements sur place,mend equipment on site | repair equipment on sites | overhaul equipment on site | repairing equipment on site | reconstruct equipment on site | repair equipment on a site | restore equipment on site,,hard,autre_hard,ESCO,SKL_327879f3df6d
CANS_a54591b59a16,maintain internet protocol configuration,maintenir la configuration IP,maintain TCP/IP configuration | apply Internet Protocol Configuration | maintain IP configuration | maintain TCP configuration,appliquer la configuration IP | gérer la configuration IP | maintenir la configuration TCP/IP | maintenir la configuration du protocole internet | maintenir la configuration TCP,hard,donnees_bdd,ESCO,SKL_8a3ed198aa24
CANS_ec92e928dd88,identify legal requirements,identifier les exigences légales,identify legal and normative requirements and standards,définir les exigences légales | recenser les exigences légales | identifier les exigences légales et normatives | identifier les prescriptions légales | cibler les exigences légales | cerner les exigences légales,hard,autre_hard,ESCO,SKL_c98638f8926e
CANS_44ead20e7bd9,address problems critically,aborder des problèmes avec un esprit critique,think critically about problems | thinking critically about problems | thinking about problems critically | think about problems critically | critically addressing problems | addressing problems critically | critically address problems,,hard,developpement_conception,ESCO,SKL_873cfe48c2ce
CANS_94086e109921,BlackBerry,BlackBerry,BlackBerry System,Research In Motion BlackBerry | RIM BlackBerry | CrackBerry,hard,developpement_conception,ESCO,SKL_0af13c576273
CANS_1adb1b1380e1,trading software,logiciel de négociation,trading application | trading software solution,solution logicielle de trading | demande de trading | application de trading,hard,autre_hard,ESCO,SKL_a8e640d3772f
CANS_d58139c24832,maintain electronic equipment,entretenir du matériel électronique,install electronic equipment | maintain battery processes | repair electronic equipment | Electrical Equipment | diagnose electronic equipment | correct malfunctions electronic equipment,réparer du matériel électronique | entretenir les équipements électroniques | effectuer la maintenance d'appareil électronique | installer du matériel électronique | dépanner du matériel électronique | maintenir les processus de batterie | entretenir des appareils électroniques | entretenir des équipements électroniques | maintenir du matériel électronique,hard,autre_hard,ESCO,SKL_81519a81f725
CANS_40ec4ce1949f,Samurai Web Testing Framework,Samurai Web Testing Framework,OWASP Samurai WTF | SamuraiWTF,,hard,developpement_conception,ESCO,SKL_35ffdabbb177
CANS_480a7342afdf,develop statistical software,développer des logiciels de statistique,define statistical software | prepare statistical software | developing statistical software | create statistical software | write statistical software,,hard,programmation,ESCO,SKL_3809f98cce9e
CANS_b8bd87672f04,implement anti-virus software,installer un logiciel antivirus,load malware protection | loading malware protection | installing anti-malware software | install anti-virus software | anti-virus software installing | install anti-malware software | anti-malware software installing | implementing anti-virus software | anti-virus software implementing | installing anti-virus software,installer un programme anti-virus | installer un anti-virus,hard,securite,ESCO,SKL_096204475b7f
CANS_aa155f83103d,define ICT network design policies,définir des politiques de conception de réseau TIC,define ICT network architecture framework | establish ICT network design policies | specify ICT network design principles,,hard,developpement_conception,ESCO,SKL_d7981c6ceac0
CANS_82a8e6961f8e,mix live images,mixer des images en direct,mixing live images | portray images of combined live events | mix live imaging | combine live event images,,hard,autre_hard,ESCO,SKL_e22709d12c9f
CANS_196c61355c9c,SAP R3,SAP R3,SAP R/3 | SAP R/3 Enterprise Edition | SAP S/4 HANA | SAP R/1 | SAP ERP | SAP R/2 | SAP R/3 Enterprise Central Component | SAP ERP 6.0: Enhancement Packages,,hard,developpement_conception,ESCO,SKL_b52f6b21f082
CANS_f520a90cdf7d,coordinate music with scenes,coordonner de la musique avec des scènes,arrange music with scenes | synchronise music with scenes | coordinating music with scenes | coordinate music with scene,,hard,autre_hard,ESCO,SKL_32fecb551172
CANS_351d59d97329,manage digital identity,gérer une identité numérique,protecting privacy and identity on the Internet,,soft,soft_transversale,ESCO,SKL_298f3454c212
CANS_d2fd1b3589c8,audiovisual products,produits audiovisuels,AV products | audio-visual product,,hard,autre_hard,ESCO,SKL_08e5feed4c87
CANS_ad839c275a5d,use audio reproduction software,utiliser un logiciel de reproduction audio,employ audio reproduction tools | operate audio reproduction software,,hard,autre_hard,ESCO,SKL_96ec838ead75
CANS_62b6b9adb519,install monitors for process control,installer des écrans de contrôle des processus,install monitors for surveillance,installer des écrans de surveillance | assurer la surveillance électronique | installer des écrans destinés au contrôle de processus | déployer un système de contrôle de processus | mettre en place des écrans de contrôle du processus,hard,autre_hard,ESCO,SKL_f00286039422
CANS_c7b4786d554f,cloud technologies,technologies de dématérialisation,cloud computing | edge computing,informatique de pointe | Edge Computing (informatique de périphérie) | technologies en nuage | technologie de dématérialisation | informatique en nuage | informatique dématérialisée | dématérialisation | technologie cloud,hard,donnees_bdd,ESCO,SKL_ae19bc58bf36
CANS_a633b0c3be64,business strategy concepts,principes de stratégie d’entreprise,strategic business operations | strategic and operational business mindset | business strategy level | business strategy tiers,,hard,autre_hard,ESCO,SKL_56acbc4788c5
CANS_7b56dbaaa165,measure software usability,mesurer l’ergonomie d’un logiciel,usability evaluation | perform software usability testing,mesurer l’utilisabilité d’un logiciel | évaluer l’ergonomie d’un logiciel | mesurer l’ergonomie d’une application | mesurer l’usabilité d’un logiciel | mesurer l’ergonomie d’un site web | effectuer un test d’ergonomie,hard,autre_hard,ESCO,SKL_3bd4dede8a96
CANS_da04b9e2d375,make data-driven decisions,prendre des décisions fondées sur les données,take decisions based on data,prendre des décisions basées sur des données | prendre des décisions sur la base de données,hard,donnees_bdd,ESCO,SKL_81f91dce66e4
CANS_a5a738d7533d,provide written content,fournir du contenu écrit,professional writing | provide professionally written text and content,fournir du texte écrit | mettre à disposition du contenu écrit | fournir du contenu rédigé professionnellement | rédiger du contenu écrit | offrir du contenu écrit | proposer du contenu écrit,hard,autre_hard,ESCO,SKL_ea10cec2af3a
CANS_6384718f4b51,types of audiovisual formats,types de formats audiovisuels,audio-visual formats varieties | type of audio-visual format | a type of audio-visual format | categories of audio-visual formats | kinds of audio-visual formats | brands of audio-visual formats | varieties of audio-visual formats | audio-visual format types,,hard,autre_hard,ESCO,SKL_16de28f15575
CANS_6da8c3c2515e,interpret technical requirements,interpréter des exigences techniques,solve technical requirements | explain technical requirements | interpret technical requirement | clarify technical requirements | interpreting technical requirements | interpretation of technical requirements | decipher technical requirements,,hard,autre_hard,ESCO,SKL_e1be1080dfc6
CANS_687ad951ee8f,test system accessibility for users with special needs,tester l’accessibilité d’un système pour des utilisateurs ayant des besoins spécifiques,ensure software accessibility,,hard,autre_hard,ESCO,SKL_fac53db94872
CANS_fd172b5be5e7,carry out statistical forecasts,effectuer des prévisions statistiques,carrying out a statistical forecast | make statistical forecasts | complete statistical forecasts | undertake statistical forecasts | oversee statistical forecasts | carrying out statistical forecasts | carry out a statistical forecast,,hard,donnees_bdd,ESCO,SKL_db1fc57b8d09
CANS_55c746850a4f,Swift (computer programming),Swift (programmation informatique),Swift programming paradigms | Swift software development techniques | Swift software development principles | Swift | Swift algorithms,,hard,langage_ou_techno_nommee,ESCO | ONET,SKL_18805039643d | SKL_224770e9399c
CANS_9c28e318b5a9,ICT project management methodologies,méthodes de gestion de projets TIC,Code and fix development | Benefits realization management | Agile | Scrum | structured methodology | prince2 | Extreme project management | agile | Critical chain project management | software development methodologies | project management framework | project management software,méthodes de gestion des projets TIC | méthode de développement logiciel  méthode structurée | prince2 | méthodes de gestion de projet TIC | logiciel de gestion de projet | méthodes de gestion de projets consacrés aux TIC | scrum,hard,autre_hard,ESCO,SKL_e681e8b852a4
CANS_5d2e942e36c6,investment analysis,analyse de l’investissement,pre-investment analysis | post-investment analysis | post-investment review,,hard,autre_hard,ESCO,SKL_11505b49c412
CANS_7a11e8370d10,interpret artistic intentions,interpréter des intentions artistiques,interpret artists' intentions,,hard,autre_hard,ESCO,SKL_2acba252bd66
CANS_9a385fcd3b47,develop professional network,créer un réseau professionnel,build professional network | develop professional networks | create professional network | develop pro network | developing professional network,,hard,reseau,ESCO,SKL_8dbcd96e6942
CANS_e0fcfb734d13,real-time computing,système temps réel,real-time computing systems | real-time data systems,Système temps réel,hard,donnees_bdd,ESCO | ROME,SKL_c684401efd06 | SKL_e54038a4744b
CANS_93cdd44d6642,implement ICT network diagnostic tools,mettre en œuvre des outils de diagnostic d’un réseau TIC,use network diagnostics tools,,hard,autre_hard,ESCO,SKL_29b4410cdb6a
CANS_ec8dcbd55782,program a CNC controller,programmer une commande CNC,arrange a product control process | oversee a product control process | plan a product control process | schedule a product control process | schedule a CNC controller | plan a CNC controller | arrange a CNC controller | oversee a CNC controller,,hard,autre_hard,ESCO,SKL_6a18404d2fae
CANS_fd4c7c5d7c73,define artistic approach,définir une approche artistique,outline artistic approach | state artistic approach clearly | defining artistic approach | define artistic approaches | set forth artistic approach,,hard,developpement_conception,ESCO,SKL_f4472a96573c
CANS_35a6b42460fe,SQL Server,SQL Server,MS SQL Server,,hard,langage_ou_techno_nommee,ESCO,SKL_26e38c8d0849
CANS_6b7fe9cbdd95,adapt existing designs to changed circumstances,adapter des modèles existants à des changements de circonstances,vary existing designs to circumstances that changed | modify designs according to changed circumstances | adapt existing designs to changing circumstances | adapt existing designs to circumstances that changed,,hard,developpement_conception,ESCO,SKL_d9b2a4772030
CANS_909b75c9f6ad,integrate content into output media,intégrer du contenu à des médias de sortie,integrate media content,,hard,donnees_bdd,ESCO,SKL_8948f132b19b
CANS_6de6193a0802,perform minor repairs to equipment,effectuer de menues réparations sur des équipements,equipment maintenance | maintenance of equipment | maintaining equipment | maintain equipment | maintaining of equipment | perform minor equipment repairs | performing of minor repairs to equipment | performing minor equipment repairs | performing minor repairs to equipment | performance of minor repairs to equipment,,hard,autre_hard,ESCO,SKL_9ec10cbe6c66
CANS_36fd711dc6d6,implement cloud security and compliance,mettre en œuvre la sécurité et le respect des règles en matière d’informatique en nuage,cloud security and compliance,,hard,autre_hard,ESCO,SKL_c0af7cdae97f
CANS_171c95bbc275,manage online content,gérer du contenu en ligne,manage website content,gérer du contenu de site internet | administrer du contenu en ligne | gérer des contenus en ligne | assurer la gestion de contenu en ligne | gérer du contenu de site web | gérer du contenu web,hard,donnees_bdd,ESCO,SKL_8311e0f8dbf3
CANS_f49afd8961f5,edit recorded sound,modifier une bande-son,edit sound footage | edit recorded sounds | edit sound recording | edit audio recordings,,hard,autre_hard,ESCO,SKL_d31c065f5f21
CANS_6440c542c590,provide ICT support,fournir une assistance TIC,contribute ICT support | ICT support provision | administer ICT support | furnish ICT support | provision of ICT support | arrange ICT support | providing ICT support,,hard,autre_hard,ESCO,SKL_628f1410a7a6
CANS_b7028cf21d85,ensure proper document management,gérer la documentation de manière adéquate,ensure proper management of documents | ensure management of proper documents | control record keeping system | double-check document management,gérer la documentation en bonne et due forme | gérer les registres,hard,autre_hard,ESCO,SKL_0639d47eb735
CANS_7d527983af21,style sheet languages,langages des feuilles de style,Formatted Output Specification Instance | Extensible Stylesheet Language | cascading style sheets | CSS | SMIL Timesheets | Document Style Semantics and Specification Language,CSS | langages de feuilles de style en cascade | feuilles de style en cascade | langages feuilles de style | langage des feuilles de style,hard,donnees_bdd,ESCO,SKL_81953b3440a3
CANS_f0dbc977347a,implement spam protection,installer une protection anti-spam,implementing email spam filter | install spam filter | implement email spam filter | installing spam filter | implementing spam protection | spam protection implementing | load spam filter,,hard,securite,ESCO,SKL_789c67df42ab
CANS_b8bd7fc4e1cc,apply technical communication skills,appliquer des compétences de communication technique,application of technical communication skills | implement technical communication skills | utilise technical communication skills | employ technical communication skills | applying technical communication skills | administer technical communication skills,,hard,autre_hard,ESCO,SKL_80e5a9774341
CANS_ee7584515230,lighting techniques,techniques d'éclairage,lighting practices | lighting methods | lighting procedures | lighting technique | light techniques,,hard,autre_hard,ESCO,SKL_2c1327384ada
CANS_c9111d48bfc6,MATLAB,MATLAB,MATLAB software development principles | MATLAB coding techniques | MATLAB algorithms | MATLAB software development techniques | MATLAB programming paradigms,,hard,langage_ou_techno_nommee,ESCO,SKL_81167559edfd
CANS_ed9e40b1d46c,write scientific publications,rédiger des publications scientifiques,scientific paper writing | draw up scientific papers | draft scientific papers,,hard,autre_hard,ESCO,SKL_1867331e9788
CANS_22c43d105190,deliver visual presentation of data,fournir une présentation visuelle des données,create data visualisation | visualise data,élaborer une présentation visuelle des données | offrir une présentation visuelle des données | créer la visualisation des données | créer une présentation visuelle des données | réaliser une présentation visuelle des données | composer une présentation visuelle des données,hard,autre_hard,ESCO,SKL_a64f321f488f
CANS_4a48af5f56a0,consult with stakeholders on implementation of a production,consulter les intervenants sur la réalisation d’une production,consult with stakeholders on production's implementation | discuss production's implementation with various stakeholders | consult stakeholders on a production's implementation | confront stakeholders about implementing a production,,hard,autre_hard,ESCO,SKL_e45777b83f85
CANS_8fd461aeb04d,organisational structure,structure organisationnelle,organisational role allocation | organisational blueprint | organisational structures | organisational plan | organizational structure | organisation structures | organisational framework | an organisational structure,,hard,autre_hard,ESCO,SKL_a973c6971015
CANS_1bc979219df7,ICT architectural frameworks,cadres d'architecture TIC,ICT architectural structure | ICT architectural requirements | ICT architectural framework,cadres d’architecture en technologies de l'information et de la communication,hard,developpement_conception,ESCO,SKL_1f31dc507700
CANS_27d225d2aea7,implement front-end website design,mettre en œuvre le design front end d’un site web,provide front-end website design | design and develop front-end website,,hard,autre_hard,ESCO,SKL_588b0ce4feb1
CANS_5fe0f9790672,application usability,convivialité de l’application,software usability,pratiques d’ingénierie du logiciel | utilisabilité de l’application | ergonomie informatique | convivialité du logiciel | usabilité de l’application | ergonomie de l’application,hard,developpement_conception,ESCO,SKL_027b4b2aa1a9
CANS_fc161e7ceb45,blockchain design patterns,modèle de blockchain,design patterns of blockchain,modèles de conception de blockchain,hard,developpement_conception,ESCO,SKL_349ff15e502d
CANS_1fb6d1efa23f,report analysis results,communiquer les résultats d’analyse,use data reporting,rapporter les résultats d’analyse | exposer les résultats d’analyse | communiquer les résultats de l’analyse | communiquer le résultat d’analyse | faire un rapport des résultats d’analyse | produire les résultats d’analyse,hard,developpement_conception,ESCO,SKL_d453c9ea1d9c
CANS_3098903f5ebc,give live presentation,faire une présentation en direct,giving live presentations | give a live presentation | give live presentations | arrange live presentation | convey live presentation | deliver live presentation,,hard,autre_hard,ESCO,SKL_f388889ccd53
CANS_34e5df5c3bac,unstructured data,données non structurées,types of unstructured data,données structurées | ensemble de données non structurées | analyses de données | données semi-structurées | exploration de données | informations non structurées,hard,donnees_bdd,ESCO,SKL_cd1a8c17e323
CANS_fa93b39ed354,CA Datacom/DB,CA Datacom/DB,CA-Datacom/DB | CA Datacom | DATACOM/DB,,hard,donnees_bdd,ESCO,SKL_7b4f8244da7c
CANS_e76a2a684798,work with composers,travailler avec des compositeurs,work with a composer | discuss various interpretations with composers | working with composers | interact with composers,,hard,autre_hard,ESCO,SKL_fdcf9cd94388
