unified_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,isco_code,occupation_type,sources,member_entity_ids,wikidata_qid,wikidata_url,wikidata_description,description,description_source
UOCC_b8e5df1ad49d,ICT auditor manager,responsable de l’audit informatique,ICT auditor managers | ICT audit manager | information technology audit manager | IT audit manager,responsable-auditeur informatique | responsable audits en technologies de l'information et de la communication | responsable-auditrice des technologies de l'information et de la communication | responsable-auditeur des TIC | auditrice des TIC | responsable-auditeur des technologies de l'information et de la communication | responsable audits informatiques | responsable-auditrice informatique,2519,unified_occupation,ESCO,OCC_65c02430a9d6,,,,"ICT auditor managers monitor ICT auditors responsible for auditing information systems, platforms, and operating procedures in accordance with established corporate standards for efficiency, accuracy and security. They evaluate ICT infrastructure in terms of risk to the organisation and establish controls to mitigate loss. They determine and recommend improvements in the current risk management controls and in the implementation of system changes or upgrades.",source
UOCC_c342c11ce256,ethical hacker,hacker éthique,network security tester | cybersecurity specialist | cybersecurity tester | ICT security tester | system security tester | red team expert | penetration tester | pentester | offensive cybersecurity expert | vulnerability analyst | whitehat | white-hat hacker | white hat hacker,pirate autorisé | hacker professionnel | chapeau blanc | pirates éthiques | testeur de sécurité TIC | spécialiste du piratage éthique | white hat | chapeau bleu,2529,unified_occupation,ESCO,OCC_68dccaf6a895,Q18922761,https://www.wikidata.org/wiki/Q18922761,computer hacker who hacks ethically,"Ethical hackers perform security vulnerability assessments and penetration tests in accordance with industry-accepted methods and protocols. They analyse systems for potential vulnerabilities that may result from improper system configuration, hardware or software flaws, or operational weaknesses.",source
UOCC_a67d3cf28e2b,cybersecurity risk manager,gestionnaire des risques en cybersécurité,cybersecurity specialist | cybersecurity risk assurance consultant | information security manager | cyber risk manager | cybersecurity risk assessor | IT security chief | ICT security chief | ICT security manager | ICT technical security expert | security coordinator | cybersecurity impact analyst | IT security manager | information security risk analyst,responsable de la sécurité des technologies de l'information et de la communication | responsable de la sécurité des TIC | responsable de la sécurité de la technologie de l'information et de la communication | responsable de la sécurité TIC,2529,unified_occupation,ESCO,OCC_9113c1374afd,,,,"Cybersecurity risk managers identify, analyse, assess, estimate and mitigate cybersecurity-related risks of ICT infrastructures such as systems or services. They manage these aspects by planning risk analysis, applying, reporting, assessing, communicating, and treating them. They establish a risk management strategy for the organisation and ensure that risks remain at an acceptable level for the organisation by selecting mitigation actions and controls.",source
UOCC_e7703a22e737,cloud software developer,développeur/développeuse de logiciels cloud,cloud and infrastructure specialist | cloud solutions specialist | cloud consultant | cloud deployment specialist | cloud technical specialist | cloud administrator | full stack cloud software engineer | cloud infrastructure it specialist,administrateur cloud | spécialiste du cloud et de l'infrastructure | administrateur de cloud | développeur de logiciels en nuage | spécialiste des solutions cloud | ingénieur logiciel cloud full stack | spécialiste en infrastructure cloud | développeuse de logiciels en nuage | consultant en cloud | spécialiste du cloud et des infrastructures | spécialiste technique cloud,2512,unified_occupation,ESCO,OCC_02a46f9d3b88,,,,"Cloud software developers create, deploy, and modernize software applications to run on the cloud using microservices, containers, and serverless technologies. They develop scalable and highly available applications using cloud architectures and best practices. They incorporate logging and monitoring into their code and are able to perform root cause analysis on failures.",source
UOCC_d88501fea207,blockchain architect,concepteur de chaînes de blocs/conceptrice de chaînes de blocs,decentralized ledger technology specialist | DLT specialist | blockchain technology specialist | DLT architect,ingénieure blockchain | spécialiste de la technologie blockchain,2511,unified_occupation,ESCO,OCC_04bac78229be,,,,"Blockchain architects are ICT system architects that are specialized in blockchain-based solutions. They design architecture, components, modules, interfaces, and data for a decentralized system to meet specified requirements.",source
UOCC_ae658dbbacbd,sound designer,designer sonore,music and sound artist | sound designer and composer | sound designer and engineer | sound designer & composer | composer & sound designer | audio designer | composer and sound designer | audio engineer and sound artist | sound engineer & designer | sound designer and audio engineer | audio engineer & sound artist | sound designer and music composer | sound artist and audio engineer | sound designer & engineer | sound engineer and designer | music composer and sound designer | audio engineer and sound designer | music composer & sound designer | sound designer & audio engineer | sound designer & music composer,sound designer | designeuse sonore | concepteur sonore,3521,unified_occupation,ESCO,OCC_5240fa0b028e,Q3024424,https://www.wikidata.org/wiki/Q3024424,"professional responsible for creating and arranging the auditory elements of a production, such as a film, television show, theater play, or video game","Sound designers develop a sound design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. Sound designers prepare audio fragments to be used in a performance, which can involve recording, composing, manipulating and editing. Sound designers develop plans, cue lists and other documentation to support the operators and production crew. Sound designers sometimes also work as autonomous artists, creating sound art outside a performance context.",source
UOCC_a2147e78ce09,chief technology officer,responsable de la technologie,chief technology officers | IT director | chief digital officer | information technology director | CTO | chief technical officer,directrice des technologies | directrice de la technologie | directeur de la technologie | directeur des technologies | responsable des technologies | directeur technique | directeur technologique | directrice technique | directrice technologique,1330,unified_occupation,ESCO,OCC_161685225dd0,Q5287861,https://www.wikidata.org/wiki/Q5287861,"executive-level position overseeing technical, technological or scientific areas","Chief technology officers contribute to a company's technical vision and lead all aspects of technology development, according to its strategic direction and growth objectives. They match technology with business needs.",source
UOCC_d9a2d39759cf,ICT information and knowledge manager,responsable des connaissances et de l'information informatique,chief technology officer | ICT knowledge manager | ICT information manager | IT information manager | IT information and knowledge manager | IT knowledge manager,directrice des connaissances et de l'information TIC | directrice des connaissances et de l'information Technologies de l'information et de la communication | responsable des connaissances et de l'information Technologies de l'information et de la communication | directeur des connaissances et de l'information Technologies de l'information et de la communication | directeur des connaissances et de l'information TIC | responsable des connaissances et de l'information TIC,1330,unified_occupation,ESCO,OCC_16f26aba6fcc,,,,"ICT information and knowledge managers contribute to the definition of organisational information strategy and apply information and knowledge creation, editing, storage, and distribution policies. They manage the maintenance and evolution of structured and unstructured information. They create digital structures to enable exploitation and optimisation of information and knowledge, manage data analysis and enable business intelligence.",source
UOCC_cf7b34afe3ab,knowledge engineer,ingénieur de la connaissance/ingénieure de la connaissance,linked data engineer | taxonomist | knowledge officer | information engineer | knowledge engineers,ingénieure de la connaissance | ingénieur du savoir | ingénieur de la connaissance | ingénieur cogniticien | ingénieur connaissance | cogniticien,2529,unified_occupation,ESCO,OCC_e29ace1e3e50,Q3141282,https://www.wikidata.org/wiki/Q3141282,,"Knowledge engineers integrate structured knowledge into computer systems (knowledge bases) in order to solve complex problems normally requiring a high level of human expertise or artificial intelligence methods. They are also responsible for eliciting or extracting knowledge from information sources, maintaining this knowledge, and making it available to the organisation or users. To achieve this, they are aware of knowledge representation and maintenance techniques (rules, frames, semantic nets, ontologies) and use knowledge extraction techniques and tools. They can design and build expert or artificial intelligence systems that use this knowledge.",source
UOCC_0a5a85d4aff7,ICT network administrator,administrateur de réseau informatique/administratrice de réseau informatique,network manager | network specialist | network administrators | network support | networks administrator,directeur des réseaux | administratrice réseau | administrateur réseau | responsable de réseau | responsable des réseaux | administratrice de réseau | administrateur de réseau | directrice des réseaux,2522,unified_occupation,ESCO,OCC_07647950ddea,,,,"ICT network administrators maintain operation of a reliable, secure, and efficient data communications network, including LAN, WAN, intranet, and internet. They perform network address assignment, management and implementation of routing protocols such as ISIS, OSPF, BGP, routing table configurations and certain implementations of authentication. They perform maintenance and administration of servers (file servers, VPN gateways, intrusion detection systems), desktop computers, printers, routers, switches, firewalls, phones, IP communications, personal digital assistants, smartphones, software deployment, security updates and patches as well as a vast array of additional technologies inclusive of both hardware and software.",source
UOCC_bc4b786f93ea,chief information officer,directeur des systèmes d'information /directrice des systèmes d'information,IT director | chief information officers | CIO,directeur des SI | directrice principale technologies de l'information | directeur informatique | directrice informatique | DSI | directeur principal technologies de l'information | directrice des SI | directeur des systèmes d'information | directrice des systèmes d'information | Direction des systèmes d'information | Chief Information Officer | Directeur du système d'information | Direction informatique | Directions des systèmes d'information | responsable IT,1330,unified_occupation,ESCO,OCC_eaf6402c9543,Q2589465,https://www.wikidata.org/wiki/Q2589465,information technology executive,"Chief information officers define and implement the ICT strategy and governance. They determine necessary resources for the ICT strategy implementation, anticipate ICT market evolutions and company business needs. They contribute to the development of the organisation's strategic plan and ensure that the ICT infrastructure supports the organisation's overall operations and priorities.",source
UOCC_7347489c8dce,user interface developer,développeur d’interface utilisateur/développeuse d’interface utilisatrice,user interface engineer | user interface developers | UI programmer | front end developer | UI developer | UI developers,conceptrice d'interface | concepteur d'interface | designer d'interface | développeuse d'interface | conceptrice d'interfaces utilisatrices | développeur d'interface utilisateurs | développeuse d'interface utilisatrices | développeur IU | développeuse IU | développeuse d'interface utilisatrice | conceptrice d'interface utilisatrices | concepteur d'interface utilisateurs | développeur d'interface | développeur d'interface utilisateur | concepteur d'interfaces utilisateurs,2512,unified_occupation,ESCO,OCC_c089ec2388cd,,,,"User interface developers implement, code, document and maintain the interface of a software system by using front-end development technologies.",source
UOCC_b7c0b8567d25,ICT project manager,gestionnaire de projet informatique,IT projects manager | web project manager | scrum master | IT project manager | blockchain manager,responsable de projet informatique | scrum master (maître de mêlée) | gestionnaire de blockchain | chef de projet informatique | gestionnaire de projet en technologies de l'information et de la communication | directeur de projet informatique | gestionnaire de projet TIC | directrice de projet informatique | chef de projet web | cheffe de projet informatique,1330,unified_occupation,ESCO,OCC_eed8baadbed1,,,,"ICT project managers schedule, control and direct the resources, people, funding and facilities to achieve the objectives of ICT projects. They establish budgets and timelines, perform risk analysis and quality management, and complete project closure reports.",source
UOCC_8debc3db028d,database administrator,administrateur de base de données/administratrice de base de données,data base administrators | database administrators | data administrator | DBA | database configurator | data base administrator | data manager | database manager | Database Administrators,administratrice de bases de données | administrateur de données | administrateur de bases de données | gestionnaire de base de données | administratrice de données | administratrice de base de données | responsable des bases de données | administrateur de base de données,2521,unified_occupation,ESCO | ONET,OCC_3543db8ef14f | OCC_759562b3dd51,Q1078262,https://www.wikidata.org/wiki/Q1078262,profession,"Administer, test, and implement computer databases, applying knowledge of database management systems. Coordinate changes to computer databases. Identify, investigate, and resolve database performance issues, database capacity, and database scalability. May plan, coordinate, and implement security measures to safeguard computer databases.",source
UOCC_306a6084c26f,database designer,concepteur de bases de données /conceptrice de bases de données,database designers | data architect | secure could-edge computing system architect | data base designer | data model designer | data base designers | database architect | database design engineer,conceptrice de bases de données | architecte de système informatique sécurisé à la fine pointe de la technologie | architecte de système informatique sécurisé de pointe | designer de base de données | concepteur de bases de données,2521,unified_occupation,ESCO,OCC_65014a542c78,,,,"Database designers specify the database's logical structure, processes, and information flows. They design data models and databases to serve data acquisition.",source
UOCC_9e99acd060fe,user interface designer,concepteur d’interface utilisateur/conceptrice d’interface utilisatrice,UI designer | accessibility designer | user interface designers | user interface engineer | interface designer,conceptrice d'interface | concepteur d'interface | designer d'interface | concepteur IU | conceptrice IU | concepteur d'interface utilisateur | conceptrice d'interface utilisatrice,2513,unified_occupation,ESCO,OCC_340f51445866,Q29381289,https://www.wikidata.org/wiki/Q29381289,person working in the field of user interface design,"User interface designers are in charge of designing user interfaces for applications and systems. They perform layout, graphics and dialogues design activities as well as adaptation activities.",source
UOCC_3e6ed3c89679,data centre operator,opérateur de centre de données/opératrice de centre de données,data centre employee | data centre administrator | data center operator | data centre operators | data center administrator,opérateur de centre de traitement de données | opérateur de centre de données | opératrice de centres informatiques | opératrice de centre de données de calcul | opérateur de centres informatiques | opératrice de data centers | opérateur de data centers | opérateur de centre de données de calcul | opératrice de centre de données | opératrice de centre de traitement de données,3511,unified_occupation,ESCO,OCC_9c9233e004da,,,,"Data centre operators maintain computer operations within the data centre. They manage daily activities within the centre to solve problems, maintain the system availability, and evaluate the system's performance.",source
UOCC_42a02421e854,system configurator,configurateur de systèmes/configuratrice de systèmes,system configurators | system setup professional | system configuration professional | ICT system configurator | IT system configurator | systems configurator,configuratrice système | configurateur systèmes | configurateur de système informatique | configuratrice de systèmes | configurateur de systèmes | configuratrice systèmes | configurateur système | configuratrice de système informatique,2522,unified_occupation,ESCO,OCC_e28a715b58e4,,,,System configurators tailor a computer system to the organisation's and users' needs. They adjust the base system and software to the needs of the customer. They perform configuration activities and scripting and ensure communication with users.,source
UOCC_9fe2ef7bf755,ICT system administrator,administrateur de systèmes informatiques/administratrice de systèmes informatiques,sysadmin | IT system administrator | IT systems administrator | server administrator | network administrator | system and networks administrator | system and network administrator | ICT sysadmin | ICT sysadmins | enterprise administrator,administratrice systèmes | administrateur de systèmes des technologies de l'information et de la communication | administrateur système | administratrice de systèmes informatiques | administrateur de systèmes informatiques | administrateur de systèmes TIC | administratrice système | administrateur systèmes,2522,unified_occupation,ESCO,OCC_6cb6d62106d9,,,,"ICT system administrators are responsible for the upkeep, configuration, and reliable operation of computer and network systems, servers, workstations and peripheral devices. They may acquire, install, or upgrade computer components and software; automate routine tasks; write computer programs; troubleshoot; train and supervise staff; and provide technical support. They ensure optimum system integrity, security, backup and performance.",source
UOCC_438a5124cbcb,digital games developer,développeur de jeux numériques/développeuse de jeux numériques,digital games developers | digital game developer | computer games developer | games programmer | video games developer | virtual games developer,développeuse de jeux numériques | développeuse de jeux en ligne | concepteur de jeux vidéos | développeuse de jeux virtuels | développeur de jeux en ligne | développeur de jeux sur Internet | conceptrice de jeux numériques | développeur de jeux numériques | concepteur de jeux numériques | conceptrice de jeux vidéos | développeuse de jeux vidéo | développeuse de jeux sur Internet | développeur de jeux vidéo | développeur de jeux virtuels,2513,unified_occupation,ESCO,OCC_554c5e421f89,,,,"Digital games developers program, implement and document digital games. They implement technical standards in gameplay, graphics, sound and functionality.",source
UOCC_57c4819dccde,ICT quality assurance manager,responsable de l’assurance qualité informatique,IT quality assurance manager | ICT quality manager | ICT principal testing manager | ICT quality assurance managers | ICT test manager | principal test manager,cheffe de l'assurance qualité des TIC | responsable de l'assurance qualité des TIC | directeur de l'AQ informatique | chef de l'assurance qualité des TIC | responsable AQ informatique | responsable de l'assurance qualité des technologies de l'information et de la communication | directrice de l'AQ informatique,2519,unified_occupation,ESCO,OCC_b01b8def641d,,,,"ICT quality assurance managers establish and operate an ICT quality approach through quality management systems, in compliance with internal and external standards and the organisation's culture. They ensure that the management controls are correctly implemented to safeguard asset, data integrity and operations. They focus on the achievement of quality goals, including the maintenance of the external certification according to quality standards and monitor statistics to forecast quality outcomes.",source
UOCC_a3ff522e700a,ICT security technician,technicien en sécurité informatique/technicienne en sécurité informatique,IT security officer | ICT security technicians | cybersecurity solutions expert | cybersecurity developer | development and operations security engineer | cybersecurity implementer | ICT security officer | IT security technician | DevSecOps engineer | information security implement,agente de sécurité informatique | technicienne en sécurité informatique | agent de sécurité informatique | technicien en sécurité des technologies de l'information et de la sécurité | responsable de la sécurité informatique | technicienne en sécurité des technologies de l'information et de la sécurité | technicienne en sécurité des TIC | technicien en sécurité des TIC | technicien en sécurité informatique,3512,unified_occupation,ESCO,OCC_47b1b32e81f9,,,,"ICT security technicians propose and implement necessary security updates and measures whenever is required. They advise, support, inform and provide training and security awareness.",source
UOCC_18b8a8762e00,video technician,technicien vidéo/technicienne vidéo,audio-video technician | audio/visual technician | audio-visual specialist | graphics/video technician | audio video specialist | image technician | video/graphics technician | video conference technician | AV technician | audio visual technician | audio visual specialist | visuals technician | audio-video specialist | video mixer | Video FX console | video engineer,technicienne vidéo | technicien vidéo | chef d'équipements vidéo | ingénieur de la vision | metteur en images | Poste trucage | responsable de fabrication vidéo | truquiste,3521,unified_occupation,ESCO,OCC_b0371a36c909,Q10429552,https://www.wikidata.org/wiki/Q10429552,person operating the CCUs in a video production,"Video technicians set up, prepare, check and maintain equipment in order to provide optimal projected image quality for a live performance. They cooperate with road crew to unload, set up and operate video equipment and instruments.",source
UOCC_b3c9b8a5b56e,ICT system analyst,analyste de système informatique,ICT system analysts | ICT systems analysts | ICT systems analyst | system analyst | IT system analyst | network analyst | systems analyst | IT systems analyst,analyste système TIC | analyste système | analyste de systèmes de technologies de l'information et de la communication,2511,unified_occupation,ESCO,OCC_20596f0afee7,,,,"ICT system analysts specify the system needs to meet the end user requirements. They analyse system functions in order to define their goals or purposes and to discover operations and procedures for accomplishing them most efficiently. They also design new IT solutions to improve business efficiency and productivity, produce outline designs and estimate costs of new systems, specify the operations the system will perform, and the way data will be viewed by the end user. They present the design to the users and work closely with the users to implement the solution.",source
UOCC_aa9b656898a7,web content manager,administrateur de contenu web/administratrice de contenu web,content specialist | web content specialist | web content curatorspecialist | web content administrators | digital content | content curator,administratrice du contenu Internet | administrateur du contenu web | administrateur du contenu Internet | administrateur des contenus Internet | administratrice des contenus Internet | gestionnaire du contenu web | administratrice du contenu web | administrateur des contenus en ligne | administrateur de contenu web | administratrice des contenus en ligne | administratrice de contenu web,2513,unified_occupation,ESCO,OCC_aa3336017d8a,Q31197581,https://www.wikidata.org/wiki/Q31197581,,"Web content managers curate or create content for a web platform according to the long-term strategic goals, policies and procedures for an organisation's online content or their customers. They control and monitor compliance with standards, legal and privacy regulations and ensure web optimisation. They are also responsible for integrating the work of writers and designers to produce a final layout which is compatible with corporate standards.",source
UOCC_eab3c7f16558,ICT product manager,responsable des produits informatiques,ICT product managers | IT product manager | IT products manager | ICT products managers | ICT products manager,chef de produit TIC | chef de produit informatique | cheffe de produits de technologie de l'information et de la communication | cheffe de produit informatique | cheffe de produit TIC | responsable des produits de technologie de l'information et de la communication | responsable des produits de TIC | chef de produits de technologie de l'information et de la communication,1330,unified_occupation,ESCO,OCC_eaee5960dffb,,,,"ICT product managers analyse and define current and target status for ICT products, services or solutions. They estimate the cost effectiveness, points of risk, opportunities, strengths and weaknesses of products or services provided. ICT product managers create structured plans and establish time scales and milestones, ensuring optimisation of activities and resources.",source
UOCC_2a9dca472af9,ICT system developer,développeur de systèmes informatiques/développeuse de systèmes informatiques,systems programmer | ICT system developers | systems developer | IT system developer | chief ICT system developer | ICT systems developer | system developer | component developer | system software developer | ICT systems developers,développeur de systèmes de technologies de l'information et de la communication | développeuse de systèmes informatiques | développeur système | développeuse système | développeuse système TIC | développeuse de systèmes de technologies de l'information et de la communication | développeur système TIC | développeur de systèmes informatiques,2511,unified_occupation,ESCO,OCC_a1ea51659e23,,,,"ICT system developers maintain, audit and improve organisational support systems. They use existing or new technologies to meet particular needs. They test both hardware and software system components, diagnose and resolve system faults.",source
UOCC_229b767b2ef3,ICT resilience manager,responsable de la résilience informatique,IT resilience manager | manager for vulnerability | manager for IT resilience | vulnerability manager | disaster recovery manager | manager for disaster recovery,responsable risque opérationnel et résilience informatique | responsable de la résilience TIC,2529,unified_occupation,ESCO,OCC_0464755fe4e8,,,,"ICT resilience managers research, plan and develop models, policies, methods, techniques and tools that enhance an organisation's cyber security, resilience and disaster recovery.",source
UOCC_7c838b1ba9f7,recording studio technician,technicien en studio d’enregistrement/technicienne en studio d’enregistrement,sound mixer | audio editor | sounds technician | recording sound engineer | recording studio sound technician | studio sound engineer | studio technician | audio post-production technician | recording engineer | recording technician | audio restorer | recording studio audio engineer | re-recording mixer | special effects sound technician | recording sound technician | recording audio technician | studio recording technician,technicienne en studio d'enregistrement | technicien en studio d'enregistrement,3521,unified_occupation,ESCO,OCC_6b47842f318d,Q21009829,https://www.wikidata.org/wiki/Q21009829,"technician who sets up, operates and maintains audio equipment in a recording studio during recording and post-production",Recording studio technicians operate and maintain microphones and headsets in recording booths in recording studios. They operate mixing panels. Recording studio technicians manage all sound production requirements. They advise singers on the use of their voice. Recording studio technicians edit recordings into a finished product.,source
UOCC_782b6074a184,ICT help desk agent,agent de service d’assistance informatique/agente de service d’assistance informatique,IT support technician | IT help desk agent | ICT service desk agent | ICT helpdesk agent | ICT help desk advisor | IT help desk advisor,agent du service d'assistance en TIC | agente du service d'assistance en technologies de l'information et de la communication | agent du service d'aide aux utilisateurs | agente de service d'assistance informatique | agent du service d'assistance en technologies de l'information et de la communication | conseiller en assistance technique TIC | technicien de support informatique | agente help desk informatique | agente du service d'assistance en TIC | agent help desk informatique | agent du service d'assistance TIC | conseiller en assistance informatique | agente du service d'aide aux utilisateurs | agent de service d'assistance informatique,3512,unified_occupation,ESCO,OCC_708b91f0f734,,,,"ICT help desk agents provide technical assistance to computer users, answer questions or solve computer problems for clients via telephone or electronically. They provide assistance concerning the use of computer hardware and software.",source
UOCC_2d36c281a066,database developer,développeur de base de données/développeuse de base de données,data base developer | database design specialist | database development engineer | database coder | database programmer | data base developers | database developers | database creator | database author,responsable de base de données | concepteur de base de données | conceptrice de base de données | développeuse de base de données | développeur de base de données,2521,unified_occupation,ESCO,OCC_11d84dbfc1bc,Q115641904,https://www.wikidata.org/wiki/Q115641904,software professional responsible for developing a database,"Database developers program, implement and coordinate changes to computer databases based on their expertise of database management systems.",source
UOCC_e5c2c66ee2f3,ICT consultant,consultant informatique/consultante informatique,ICT ERP consultant | ICT advisor | IT advisor | IT consultant | IT compliance consultant,conseillère technologies de l'information et de la communication | conseillère sur les TIC | consultante en TIC | consultant en technologies de l'information et de la communication | conseiller informatique | consultant en TIC | consultant informatique | conseillère en informatique | consultante informatique | conseiller technologies de l'information et de la communication | conseiller sur les TIC | conseiller en informatique | consultante en technologies de l'information et de la communication,2511,unified_occupation,ESCO,OCC_30549a5affd9,,,,"ICT consultants provide advice on how to optimise the use of existing tools and systems, make recommendations for the development and implementation of a business project or technological solution and contribute to project definitions. They raise awareness on information technology innovations and their potential value to a business. They also participate in the assessment and choice of ICT solutions.",source
UOCC_803f19fa2154,industrial mobile devices software developer,développeur de logiciels pour appareils mobiles destinés à l’industrie/développeuse de logiciels pour appareils mobiles destinés à l’industrie,industrial mobile devices software programmer | industrial mobile devices software coder | handheld programmer | handheld software developer,développeuse de logiciels pour appareils mobiles destinés à l'industrie | développeur de logiciels pour appareils mobiles destinés à l'industrie,2514,unified_occupation,ESCO,OCC_28d6f1c634d8,,,,"Industrial mobile devices software developers implement applications software for specific, professional industrial mobile (handheld) devices, based on the industry needs, using general or specific development tools for device operating systems.",source
UOCC_f80dbda42c15,ICT application developer,concepteur de logiciels d’application/conceptrice de logiciels d’application,application developer | application software developers | application designer | app software developer | software programmer | application software engineer,conceptrice de logiciels | concepteur de logiciels | concepteur de logiciels applicatifs | conceptrice de logiciels d'application | conceptrice de logiciels applicatifs | concepteur de logiciels d'application | concepteur informatique | conceptrice informatique,2514,unified_occupation,ESCO,OCC_cd04c9fb1a40,,,,"ICT application developers implement the ICT (software) applications based on the designs provided using application domain specific languages, tools, platforms and experience.",source
UOCC_163fb9f4b57b,ICT system integration consultant,consultant en intégration de systèmes informatiques/consultante en intégration de systèmes informatiques,network integration consultant | system integration consultants | systems integration consultant | application integration consultant | systems integration consultants,consultant en systèmes intégrés | consultant en intégration de systèmes | consultante en intégration de systèmes | conseillère sur l'intégration de systèmes | conseillère sur l'intégration des systèmes | consultante en systèmes intégrés | conseiller systèmes intégrés | conseillère systèmes intégrés | conseiller sur l'intégration de systèmes | conseiller sur l'intégration des systèmes,2511,unified_occupation,ESCO,OCC_af41616819b5,,,,ICT system integration consultants advise on bringing together different systems to interoperate within an organisation for enabling data sharing and reducing redundancy.,source
UOCC_1087c62b62b3,web developer,développeur web/développeuse web,web application developer | web developers | web engineer | web specialist | web programmer | Web Developers | Website developer | webdev,développeur web | développeuse web | développeuse Internet | développeur Internet | concepteur web | conceptrice web | créatrice de contenus web | créateur de contenus web,2513,unified_occupation,ESCO | ONET,OCC_3a2f82f3951e | OCC_3b83c3012cf7,Q6859454,https://www.wikidata.org/wiki/Q6859454,programmer who specializes in World Wide Web applications,"Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications.",source
UOCC_d54f5e85dea4,ICT environmental manager,responsable de l'environnement informatique,IT environmental manager | information and communication technologies environmental manager | ICT environment manager | ICT environment managers | information technologies environmental manager,directrice de l'environnement TIC | directeur de l'environnement des technologies de l'information et de la communication | directeur de l'environnement TIC | responsable de l'environnement des technologies de l'information et de la communication | responsable de l'environnement TIC | directrice de l'environnement des technologies de l'information et de la communication,1330,unified_occupation,ESCO,OCC_f68b3b78c313,,,,"ICT environmental managers know the green ICT legal framework, understand the role of the ICT network configurations in the economy and energy resources deployment and evaluate the impact of CO2 footprint of each ICT resource in the organisation's network. They plan and manage the implementation of environmental strategies for ICT networks and systems by conducting applied research, developing organisational policy, and devising strategies to meet sustainability targets. They ensure that the whole organisation uses ICT resources in a way that is as friendly as possible for the environment.",source
UOCC_e88615a0ba86,cloud identity manager,responsable de l'identité cloud,cloud identity risk manager | cloud identity access manager | cloud identity engineer,gestionnaire des risques liés aux identités dans le cloud | gestionnaire d'accès aux identités dans le cloud | gestionnaire d'accès à l'identité Cloud | gestionnaire des risques liés à l’identité dans le nuage | ingénieur en identité cloud,2514,unified_occupation,ESCO,OCC_5bfe9fc9c093,,,,Cloud identity managers work with identity access management's applications. Collaborate with senior management to address key risks in the identity governance. Plan strategies to comply with professional standards.,source
UOCC_d312cd1f5929,cloud DevOps engineer,ingénieur DevOps cloud/ingénieure DevOps cloud,devops analyst | devops consultant | cloud devops solution specialist | devops administrator | devops engineer | cloud infrastructure devops engineer | devops architect | site reliability devops engineer | cloud automation engineer | devops specialist | devops | cloud devops | devops consultant engineer,spécialiste devops | ingénieur en automatisation du cloud | devops ingénieur consultant | consultant devops | analyste DevOps | ingénieur DevOps d'infrastructure cloud | ingénieur DevOps en nuage | administrateur DevOps | devops | la fiabilité du site devops ingénieur | ingénieure DevOps en nuage | devops de nuages | devops architect | ingénieur en automatisation Cloud,2512,unified_occupation,ESCO,OCC_c79207b250ca,,,,"Cloud DevOps engineers implement and manage continuous software delivery systems and methodologies. This includes managing and configuring code repositories, build services, automated testing, and deployment mechanisms. For cloud-based workloads, a Cloud DevOps Engineer define and deploy infrastructure as code, automating test and development environments. They can define and configure automated disaster recovery solutions that meet business objectives.",source
UOCC_c4f85bd2876c,IT auditor,auditeur des systèmes d’information/auditrice des systèmes d’information,ICT auditor | information technology auditor | IT Quality Appraiser,auditrice informatique | auditeur des systèmes d'information | auditeur informatique/auditrice informatique | auditeur informatique | auditrice des systèmes d'information,2511,unified_occupation,ESCO,OCC_7d8d0e4e5d42,,,,"IT auditors perform audits of information systems, platforms, and operating procedures in accordance with established corporate standards for efficiency, accuracy and security. They evaluate ICT infrastructure in terms of risk to the organisation and establish controls to mitigate loss. They determine and recommend improvements in the current risk management controls and in the implementation of system changes or upgrades.",source
UOCC_388cec2be33d,ICT network engineer,ingénieur de réseaux informatiques/ingénieure de réseaux informatiques,networks designer | networks developer | network configurator | network developer | network engineers | networks engineer,ingénieure réseaux | ingénieur réseaux | ingénieure de réseaux | développeur de réseaux | ingénieur de réseaux | ingénieur réseau | ingénieure réseau,2523,unified_occupation,ESCO,OCC_6836ed031e87,,,,"ICT network engineers implement, maintain and support computer networks. They also perform network modelling, analysis, and planning. They may also design network and computer security measures. They may research and recommend network and data communications hardware and software.",source
UOCC_7ee4ae3ace9e,software architect,concepteur de logiciels/conceptrice de logiciels,software architects | software designer | application architect,concepteur-architecte logiciel | architecte logiciel | conceptrice-architecte logiciel | conceptrice de logiciels | concepteur de logiciels | architecte informatique,2512,unified_occupation,ESCO,OCC_fa1704d164c5,Q1548249,https://www.wikidata.org/wiki/Q1548249,profession,"Software architects create the technical design and the functional model of a software system, based on functional specifications. They also design the architecture of the system or different modules and components related to the business' or customer requirements, technical platform, computer language or development environment.",source
