unified_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids,wikidata_qid,wikidata_url,wikidata_description,description,description_source
USKL_d60a48ca5423,set up consumer electronics,configurer des appareils électroniques grand public,setting up consumer electronics | install consumer electronics | install electronics equipment | set up electronics,,hard,hardware_embedded,ESCO,SKL_33d71f957fb2,,,,"Connect electronic devices, such as TVs, audio and video equipment and cameras, to the electricity network and perform electrical bonding to avoid dangerous potential differences. Test the installation for proper functioning.",source
USKL_161c776a1571,musical theory,théorie de la musique,musical philosophy | music theory | musical science | musical principles | theory of music | musical system,Theorie de la musique,hard,knowledge_general,ESCO,SKL_26274ee028a7,Q193544,https://www.wikidata.org/wiki/Q193544,study of the theoretical aspects of music and its notation,The body of interrelated concepts that constitutes the theoretical background of music.,source
USKL_c19dba4f4f9e,estimate duration of work,évaluer la durée de travail,time estimation of work,évaluer la durée de la prestation de travail | jauger la durée de travail | évaluer la durée du travail | estimer la durée de travail | prévoir la durée de travail | anticiper la durée de travail,hard,other_hard,ESCO,SKL_33a22f201b0d,,,,Produce accurate calculations on time necessary to fulfil future technical tasks based on past and present information and observations or plan the estimated duration of individual tasks in a given project.,source
USKL_80d45ff85d6d,manage schedule of tasks,gérer un planning de tâches,task scheduling | organise tasks | schedule tasks | organize tasks | task planning | assign and schedule tasks | task management | manage task scheduling | plan tasks | manage tasking,,hard,other_hard,ESCO,SKL_621054dadc59,,,,"Maintain an overview of all the incoming tasks in order to prioritise the tasks, plan their execution, and integrate new tasks as they present themselves.",source
USKL_c68a5506b14a,analyse a script,analyser un scénario,analyze a script | evaluate script | review script | look over script | analysing script | analyse scripts | study script,,hard,programming_languages,ESCO,SKL_2c605440b06a,,,,"Break down a script by analysing the dramaturgy, form, themes and structure of a script. Conduct relevant research if necessary.",source
USKL_7ba8704abcaa,analyse pipeline database information,analyser les données de la base de données sur les canalisations de transport,evaluate pipeline database information | perform analysis on pipeline database information | analyze pipeline database information | evaluate information in pipeline databases | retrieve and assess information from pipeline company database | conduct analysis on pipeline database information | retrieve and analyse information from pipeline company database | analyse information in pipeline databases | assess information in pipeline databases | assess pipeline database information,analyser les données de la base de données sur les pipelines,hard,data_databases,ESCO,SKL_0c20c36ec856,,,,"Retrieve and analyse different types of information extracted from the databases of pipelines companies. Analyse information such as risks, project management KPIs (key performance indicators), goods transportation times, and document back-up processes.",source
USKL_bd2ab9c0507a,maintain system layout for a production,conserver l'agencement d'un système pendant une production,plan and keep a production system layout | maintain a system for production layout | establish and maintain the system layout for a production | maintain a production system layout,,hard,other_hard,ESCO,SKL_0bb58cd89f27,,,,Establish a workable layout for the system you manage and maintain it for the duration of a production.,source
USKL_f21a1b0a2dce,set quality assurance objectives,fixer des objectifs d’assurance qualité,develop quality assurance framework | set QA objectives | set QC objectives | develop quality control framework | set QA/QC objectives | develop QC framework | set quality control objectives | develop QA framework,fixer des objectifs en matière d’assurance qualité | fixer des objectifs de contrôle de la qualité | fixer des objectifs AQ/CQ | fixer des objectifs AQ | développer un cadre d’assurance qualité | fixer des objectifs d’assurance de la qualité et de contrôle de la qualité,hard,other_hard,ESCO,SKL_c6719c43f07e,,,,"Define quality assurance targets and procedures and see to their maintenance and continued improvement by reviewing targets, protocols, supplies, processes, equipment and technologies for quality standards.",source
USKL_31e9298306ca,COBOL,COBOL,COBOL programming language | Cobol | COBOL applications | COBOL software | COBOL (Programming Language),Cobol,hard,programming_languages,ESCO | KAGGLE | LIGHTCAST | ROME,SKL_32371219d0d1 | SKL_4ed182daad69 | SKL_5846d47024c9 | SKL_9637fd334bec,,,,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in COBOL.",source
USKL_ae94309a060f,operational tactics for emergency responses,tactiques opérationnelles pour les réactions aux situations d’urgence,operational strategies for emergency response | operational tactics for emergency response | proceedings for emergency responses | operational tactic for emergency response | operational tactics for major incidents and catastrophes,,hard,knowledge_general,ESCO,SKL_60b13581782d,,,,The characteristics and proceedings of operational tactics for emergency responses especially at major incidents and catastrophes.,source
USKL_3e2d7d938672,database development tools,outils de développement de bases de données,Microcontrollers,microcontrôleurs,hard,data_databases,ESCO,SKL_f18769bf13e8,,,,"The methodologies and tools used for creating logical and physical structure of databases, such as logical data structures, diagrams, modelling methodologies and entity-relationships.",source
USKL_21d097652127,develop blockchain innovative architectures,développer des architectures innovantes dans le domaine de la technologie de la blockchain,build innovative blockchain architectures,construire des architectures blockchain innovantes,hard,emerging_tech,ESCO,SKL_0bdc80704838,,,,Develop new blockchain architectures that address properties and priorities as they are needed by specific applications. Argue the advantages and shortcomings of such new architectures with respect to existing ones.,source
USKL_0dd1567acc71,model hardware,modéliser du matériel informatique,simulate computer hardware | model computer hardware | computer hardware modelling | modelling hardware | hardware simulating | simulating computer hardware | computer hardware simulating | simulating hardware | modelling computer hardware | hardware modelling,,hard,hardware_embedded,ESCO,SKL_b0a17034246b,,,,Model and simulate computer hardware using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process.,source
USKL_06b6ad872a25,design component interfaces,concevoir des interfaces pour les composants,design and implement component interfaces,créer des widget interactifs | concevoir une interface pour un composant | concevoir des interfaces de composants | créer des interfaces pour les composants | créer des widget | concevoir des interfaces graphiques pour des composants,hard,other_hard,ESCO,SKL_ca76f7bcf69b,,,,Use methods and tools to design and program interfaces of software and system components.,source
USKL_29336840967d,GameSalad,GameSalad,GameSalad interface | GameSalad platform | GameSalad Creator,,hard,knowledge_general,ESCO,SKL_a2245f25a35a,Q4039237,https://www.wikidata.org/wiki/Q4039237,authoring tool,The drag-and-drop software interface that consists of specialised design tools used for the rapid iteration of user-derived computer games by users with limited programming knowledge.,source
USKL_b54211fb103d,de-rig electronic equipment,démonter des équipements électroniques,de-rigging electronic equipment | dismantle electronic equipment | disassemble electronic equipment | disconnect electronic equipment,,hard,other_hard,ESCO,SKL_f81a5ff0468f,,,,Remove and store various types of electronic equipment safely after use.,source
USKL_b445d55f9177,replicate customer software issues,reproduire les problèmes du logiciel client,simulate customer software problems | analyse customer software problems | replicate customer software problems | simulate customer software issues | analyse customer software issues,,hard,programming_languages,ESCO,SKL_62237838ecde,,,,Use specialised tools to replicate and analyse the conditions that caused the set of software states or outputs reported by the customer in order to provide adequate solutions.,source
USKL_9727fdad2f9d,Chef,Chef (outils de gestion de configuration logicielle),Chef (tools for software configuration management) | Chef software | Chef (Configuration Management Tool) | Progress Chef,,hard,programming_languages,ESCO | KAGGLE | LIGHTCAST | ONET,SKL_7b2c106a2df8 | SKL_7c9445cdf809 | SKL_db0e93829f6e | SKL_f76d86983a14,Q24479,https://www.wikidata.org/wiki/Q24479,configuration management tool,"The tool Chef is a software program which performs infrastructure configuration identification, control and automation aiming to ease the applications deployment.",source
USKL_3a623de75052,Data Science,science des big data,data science | data science process | science of data | Data science | DATS,science des données | processus de science des données,hard,ai_ml,ESCO | KAGGLE | SFIA,SKL_42d41bfe2ca3 | SKL_52bb539de37f | SKL_59727ae66cf3,,,,The field of study that deals with big amount of data using AI techniques such as machine learning algorithms to predict patterns and obtain useful information to make business decisions.,source
USKL_69f20ce2cddb,sensors,capteurs,transducers | sensing device | kinds of sensor | types of sensor | range of sensors | typology of sensors | sensing apparatus | sensor equipment | has sensor | has detector | sensor | detector,capteur | détecteur,hard,knowledge_general,ESCO,SKL_596b07bc29d5,P9192,https://www.wikidata.org/wiki/P9192,notable sensors in the electronic device,"Sensors are transducers that can detect or sense characteristics in their environment. They detect changes in the apparatus or environment and provide a corresponding optical or electrical signal. Sensors are commonly divided in six classes: mechanical, electronic, thermal, magnetic, electrochemical, and optical sensors.",source
USKL_25fdafc66837,use access control software,utiliser un logiciel de contrôle d’accès,define user roles for ICT system | define database user permissions,utiliser iLock | utiliser une solution contrôle d’accès | utiliser Avaya Identity Engines | définir les autorisations d’utilisateur de base de données | définir les rôles de l’utilisateur | utiliser un logiciel informatique,hard,programming_languages,ESCO,SKL_b4830b23bb8d,,,,"Utilise software to define the roles and manage user authentication, privileges and access rights to ICT systems, data and services.",source
USKL_f8d731e0d39f,Octopus Deploy,Octopus Deploy,Octopus Deploy software program,,hard,cloud_devops,ESCO | LIGHTCAST,SKL_2bf240b61fc0 | SKL_74a301540229,,,,The tool Octopus Deploy is a software program used to automate ASP.NET applications deployment to local or on the cloud servers.,source
USKL_7bfa018ec5d1,design ICT hardware placement,concevoir l’arrangement du matériel TIC,specify ICT hardware placement in buildings | design ICT hardware placement in buildings | plan ICT hardware placement in buildings | specify ICT hardware placement,,hard,hardware_embedded,ESCO,SKL_e611a343e4e9,,,,Describe and plan how cables and related hardware items will be placed throughout the building.,source
USKL_66e72ed45686,use digital instruments,utiliser des instruments numériques,utilize digital instruments | use digital instrument | work with digital instruments | using digital instruments,,hard,other_hard,ESCO,SKL_8c73afd21ddd,,,,Use computers or synthesizers to compose and arrange music.,source
USKL_b03e030052bb,software UI design patterns,schéma de conception d’interface utilisateur,software user interface design patterns | solutions for software user interface tasks | best practices for software user interface tasks | solutions for software UI tasks | software UI design best practices,,hard,programming_languages,ESCO,SKL_658a393bd878,,,,The reusable solutions and formalised best practices to solve common user interface tasks in software development and design.,source
USKL_9f0015c7137b,Salt (tools for software configuration management),Salt (outils de gestion de configuration logicielle),Salt,,hard,programming_languages,ESCO,SKL_4687c1d5b8d4,,,,"The tool Salt is a software program to perform configuration identification, control, status accounting and audit.",source
USKL_c0c801f1085c,develop with cloud services,développer à l’aide des services d’informatique en nuage,code with cloud services | write code with cloud services | develop cloud applications,,hard,cloud_devops,ESCO,SKL_5a7d26256464,,,,"Write code that interacts with cloud services by using APIs, SDKs, and cloud CLI. Write code for serverless applications, translate functional requirements into application design, implement application design into application code.",source
USKL_7327eb9379a9,engage composers,engager des compositeurs,engage a composer | recruit musical composers | seek services of a symphonist | engaging composers,,hard,other_hard,ESCO,SKL_fd3d7bb5e302,,,,Engage services of professional composers to write the score for a music piece.,source
USKL_c397ee84b375,pay-per-click,coût par clic,PPC | disseminating general corporate information | cost-per-click | CPC | disseminate corporate information | disseminate information for corporation,,hard,knowledge_general,ESCO,SKL_a709e3030838,,,,Internet advertising model where an advert is place in a website directing traffic to some other website. The publisher gets paid by every click on the banner.,source
USKL_b0d221cd031d,guarantee customer satisfaction,garantir la satisfaction des clients,ensure customer satisfaction | promise customer satisfaction | customer satisfaction guarantee | assure customer satisfaction | guaranteeing customer satisfaction | provide customer satisfaction,,hard,other_hard,ESCO,SKL_f3626780c907,,,,"Handle customer expectations in a professional manner, anticipating and addressing their needs and desires. Provide flexible customer service to ensure customer satisfaction and loyalty.",source
USKL_ee048ece9f8d,information security strategy,stratégie de sécurité de l’information,InfoSec strategy,,hard,security,ESCO,SKL_2160823e5269,,,,"The plan defined by a company which sets the information security objectives and measures to mitigate risks, define control objectives, establish metrics and benchmarks while complying with legal, internal and contractual requirements.",source
USKL_a6b5b2f4ed28,healthcare analytics,analyse des soins de santé,health care data analytics | health care analytics | health data analytics | healthcare data analytics,analyse des données sur les soins de santé | analyse des données de santé,hard,data_databases,ESCO,SKL_dc7da142d8bb,,,,"The use of qualitative and quantitative methods to analyse patterns in healthcare data to the aim of improving healthcare administration, quality in patient care and diseases diagnosis.",source
USKL_521de1ce2934,lead a team,diriger une équipe,leading a team | direct a team | lead teams | supervise a group of people,,hard,other_hard,ESCO,SKL_ea666a1315e9,,,,"Lead, supervise and motivate a group of people, in order to meet the expected results within a given timeline and with the foreseen resources in mind.",source
USKL_282e1dd44581,Software Metrics,métrique logicielle,software metrics | software measurement metrics,,hard,methodology,ESCO | LIGHTCAST,SKL_25e293017929 | SKL_b0158599ee5f,,,,The metrics that measure a characteristic of the software system in order to determine the development of the software and evaluate it.,source
USKL_b5eeeaf7e853,set up projection equipment,installer du matériel de projection,install and connect projection and image equipment | assemble projection equipment | setting up projection equipment | set up equipment for projection,,hard,other_hard,ESCO,SKL_93fd9d40168a,,,,Install and connect equipment for projection in an artistic context.,source
USKL_2b84f326d083,provide guidelines for content development,fournir des instructions pour le développement de contenu,provide guidelines and standards for content development,fournir des orientations pour le développement de contenu | fournir des lignes directrices pour le développement de contenu | fournir des directives pour le développement de contenu,hard,programming_languages,ESCO,SKL_8b358f26ac2f,,,,"Develop standards and structures for content development such as formats, styles, layout, structures, content types, terminology, XML and DITA. Implement them in document type definitions and apply them during work process and evaluate results in light of established standards.",source
USKL_2487c5dc4790,clean equipment,nettoyer le matériel,cleansing equipment | clean machines | clean apparatus | cleanse equipment | cleaning equipment | clean sporting devices | clean machinery,,hard,other_hard,ESCO,SKL_c2de78d58ab5,,,,Perform cleaning routines after equipment use.,source
USKL_1b507834f889,hardware testing methods,méthodes d’essai de matériel informatique,ORT | testing methods for hardware | computer hardware testing methods | in-circuit test | testing methods for computer hardware | ongoing reliability test,méthodes d’essai de hardware,hard,hardware_embedded,ESCO,SKL_9d372184f770,,,,"Those processes in which hardware components or systems are tested, such as the system test (ST), the ongoing reliability test (ORT), and the in-circuit test (ICT).",source
USKL_0cb38c70bbf7,protect personal data and privacy,protéger des données à caractère personnel et la vie privée,protect online privacy and identity | review online privacy settings | take action to ensure online privacy | safeguard online identity and privacy | protect digital privacy | protect digital identity | safeguarding online privacy and identity | safeguard online privacy and identity | keep online privacy and identity secure | defend online privacy and identity | safeguard online privacy and identities,,hard,other_hard,ESCO,SKL_109edeaf36eb,,,,Protect personal data and privacy in digital environments. Understand how to use and share personally identifiable information while being able to protect oneself and others from damages. Understand that digital services use a “Privacy policy” to inform how personal data is used.,source
USKL_a3e53119c42e,design a media integration system,concevoir un système d’intégration des médias,design a media integration platform | develop a media integration system | develop a media integration platform,,hard,other_hard,ESCO,SKL_d0d6e9de7e5c,,,,"Design a complex media integration system, based on a given concept and predefined requirements. This could be a permanent as well as a temporary installation.",source
USKL_12a8b4c304b3,use milk control software,utiliser un logiciel de contrôle du lait,milk control software operating | operating software for milk control | use software for milk control | operate milk control software | operating milk control software | operate software for milk control | using milk control software | using software for milk control | milk control software using,,hard,programming_languages,ESCO,SKL_5b06d0cb7bbe,,,,Efficiently use milk testing software and interpret the results correctly.,source
USKL_a0146d85f4d0,adapt to type of media,s'adapter au type de média,adapt to types of media | adapt to media type | adjust to type of media | modify to type of media | adapting to type of media,,hard,other_hard,ESCO,SKL_2d3ddbdb3c37,,,,"Adapt to different types of media such as television, movies, commercials, and others. Adapt work to type of media, scale of production, budget, genres within type of media, and others.",source
USKL_fe1dbb01b427,use rental management software,utiliser un logiciel de gestion locative,use of rental management software | operate rental management software | apply rental management software | adopt rental management software | handle rental management software | using rental management software | rental management software use,,hard,programming_languages,ESCO,SKL_7a34519bf277,,,,"Use rental management software to monitor aspects of the business such as finances, rentals, and bills.",source
USKL_777b6f08e1b6,online moderation techniques,techniques de modération en ligne,online interaction methods | online interaction strategies and methods | online interaction strategies | online moderation methods | online moderation strategies | moderation techniques for online groups | online groups interaction techniques,,hard,knowledge_general,ESCO,SKL_00199bcd086f,,,,The strategies and methods used to interact online and moderate online users and groups.,source
USKL_f275fbf06822,Rapid Application Development,développement rapide d’applications,Rapid application development | Rapid application development model | Rapid application development methodology,,hard,methodology,ESCO | LIGHTCAST,SKL_16961efeb0ab | SKL_bca5720a6df5,,,,The rapid application development model is a methodology to design software systems and applications.,source
USKL_50af89677f75,maintain system logs,tenir des journaux système,equipment tests document | documentation of equipment tests | equipment test documentation | maintaining system logs | documenting of equipment tests | documenting equipment tests | maintenance of system logs | system logs maintenance | maintaining of system logs | document equipment tests,,hard,other_hard,ESCO,SKL_d48b97ab7b29,,,,Maintain system logs or manuals to document equipment testing and operation.,source
USKL_230f71cd4179,design sensors,concevoir des capteurs,sensors developing | sensors designing | sensor developing | develop sensors | sensor designing | designing sensors | developing sensors,,hard,other_hard,ESCO,SKL_5475a33842f0,,,,"Design and develop different types of sensors according to specifications, such as vibration sensors, heat sensors, optical sensors, humidity sensors, and electric current sensors.",source
USKL_f70ba14b77c7,hardware materials,matériel informatique,hardware features,,hard,hardware_embedded,ESCO,SKL_45828dfe2f34,,,,"The characteristics, applications and environmental effects of materials used to develop hardware.",source
USKL_f6694c8b0671,conduct ICT code review,effectuer l’examen du code source,perform code reviews,,hard,other_hard,ESCO,SKL_c92f3cc793bd,,,,Examine and review systematically computer source code to identify errors in any stage of development and to improve the overall software quality.,source
USKL_3e5bf9271de1,read 3D displays,lire des écrans 3D,comprehend 3D display images | understand information presented by 3D displays | interpret information provided by 3D displays | read 3D display images | understand information provided by 3D displays | comprehend 3D displays | interpret 3D displays | interpret information presented by 3D displays | comprehend information presented by 3D displays | comprehend information provided by 3D displays | interpret 3D display images,,hard,other_hard,ESCO,SKL_17f9f5e50ae5,,,,"Read 3D-displays and understand the information they provide on positions, distances, and other parameters.",source
USKL_82a8e6961f8e,mix live images,mixer des images en direct,mixing live images | portray images of combined live events | mix live imaging | combine live event images,,hard,other_hard,ESCO,SKL_e22709d12c9f,,,,Follow different video streams of a live event and mix them together using specialised equipment and software.,source
USKL_de1e9ed1fac8,develop data processing applications,développer des applications de traitement des données,build data processing applications | design data processing applications | design data processing software | develop data processing software | create data processing applications,,hard,programming_languages,ESCO,SKL_3431a628a732,,,,Create a customised software for processing data by selecting and using the appropriate computer programming language in order for an ICT system to produce demanded output based on expected input.,source
USKL_f59c3d991e9f,cloud security and compliance,sécurité et conformité du nuage,cloud safety and compliance | cloud safety | cloud security | cloud compliance,,hard,security,ESCO,SKL_fa6cd7a6ceb9,,,,"Cloud security and compliance concepts, including shared responsibility model, cloud access management capabilities, and resources for security support.",source
USKL_cd8f184c2a07,integrated circuit types,types de circuits intégrés,types of integrated circuit | types of IC | IC types | typology of integrated circuit | digital integrated circuits | analogue integrated circuits | mixed-signal integrated circuits | range of integrated circuits,,hard,hardware_embedded,ESCO,SKL_72020fd46bb9,,,,"Types of integrated circuits (IC), such as analog integrated circuits, digital integrated circuits, and mixed-signal integrated circuits.",source
USKL_3b20d1d08e36,manage multi frequency wireless signal distribution,gérer la diffusion d’un signal radioélectrique à fréquence multiple,manage wireless equipment set-up for performing art | oversee wireless equipment set-up for performing art | oversee wireless equipment set-up for event applications | manage multi-band wireless signal distribution | oversee multi-band wireless signal distribution,,hard,other_hard,ESCO,SKL_ac8f96548fce,,,,"Manage the set-up of wireless equipment for distribution of wireless control signals for performing art and event applications. Develop frequency plans, configure, test and monitor equipment and measures frequency spectrum. Ensure there is no interference between the different frequencies and channels and industry standard security for these devices.",source
USKL_ee7584515230,lighting techniques,techniques d'éclairage,lighting practices | lighting methods | lighting procedures | lighting technique | light techniques,,hard,knowledge_general,ESCO,SKL_2c1327384ada,,,,The characteristics of techniques used to create atmospheres and effects on camera or on stage; the equipment required and appropriate setup to use.,source
USKL_40ec4ce1949f,Samurai Web Testing Framework,Samurai Web Testing Framework,OWASP Samurai WTF | SamuraiWTF,,hard,web,ESCO,SKL_35ffdabbb177,,,,The linux environment Samurai Web Testing Framework is a specialised penetration testing tool which tests security weaknesses of websites for potentially unauthorised access.,source
USKL_8097692ddbba,green computing,informatique verte,sustainable computing | green IT,NR,hard,knowledge_general,ESCO,SKL_3232f7adee1a,Q19605512,https://www.wikidata.org/wiki/Q19605512,eco-design of information and communication technology,"The use of ICT systems in an environmentally responsible and sustainable manner, such as the implementation of energy-efficient servers and central processing units (CPUs), reduction of resources and correct disposal of e-waste.",source
USKL_546dc2db2bf5,Havok Vision,Havok Vision,Havok Vision game engine | Vulpine Vision | Vision Engine,,hard,knowledge_general,ESCO,SKL_76641f5aae29,Q4040458,https://www.wikidata.org/wiki/Q4040458,multi-platform 3D software engine,"The game engine that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",source
USKL_c60c05174157,apply ICT systems theory,appliquer la théorie des systèmes d’information et de communication,follow the theoretical principles for ICT systems | implement theoretical notions for ICT systems | follow the principles of ICT systems theory | implement principles for ICT systems | implement theoretical principless for ICT systems,,hard,other_hard,ESCO,SKL_3b1c6e0aad62,,,,Implement principles of ICT systems theory in order to explain and document system characteristics that can be applied universally to other systems.,source
USKL_9757adaf02ad,museum databases,bases de données des musées,museum database | museum digital records | museum databases functionality and architecture | museum database management | museum archives | museum records,,hard,data_databases,ESCO,SKL_a91345d2b165,,,,The tools and processes involved in working with museum databases.,source
USKL_e1256aa1a1ad,manage inventory,gérer des stocks,managing an inventory | supervise inventory | maintain inventory | manage inventories | regulate inventory | manage an inventory | oversee inventory,,hard,other_hard,ESCO,SKL_1f360bb088ae,,,,Control product inventory in balance of availability and storage costs.,source
USKL_7f5fb92517e9,set scanner controls,régler les commandes d’un scanner,program scanner controls | determine scanner controls | set scanner control | plan scanner controls | setting scanner controls,,hard,other_hard,ESCO,SKL_03e542034291,,,,"Use a mouse, keyboard or other controls to set up the scanner precisely.",source
USKL_fea431291968,labour legislation,législation sociale,employment legislation | employment law | labor legislation | legislation on labour,législation du travail,hard,knowledge_general,ESCO,SKL_e4e2ec90812e,,,,"Legislation, on a national or international level, that governs labour conditions in various fields between labour parties such as the government, employees, employers, and trade unions.",source
USKL_e7632945d1ff,recognise blockchain risks,reconnaître les risques liés à la technologie de la blockchain,predict risks in blockchain technology | identify risks in blockchain technology,identifier les risques dans la technologie blockchain | prédire les risques liés à la technologie blockchain | identifier les risques liés à la technologie blockchain | prédire les risques dans la technologie blockchain,hard,emerging_tech,ESCO,SKL_f8e97f763e19,,,,"Recognise risks associated with blockchain and cryptocurrency. Apart from standard risks associated with the business processes they are driving, blockchains bear value-transfer risks linked to the peer-to-peer type of value transfer. Risk are also linked to smart contracts as digital representations of more or less complex business relationships.",source
USKL_5f6cb18cd5c1,conduct content quality assurance,effectuer un contrôle de la qualité du contenu,implement content quality control | perform quantent quality assessment,,hard,other_hard,ESCO,SKL_701fcbf5fa2c,,,,"Carry out validation of content by reviewing it according to formal and functional quality, usability and applicable standards.",source
USKL_d58139c24832,maintain electronic equipment,entretenir du matériel électronique,install electronic equipment | maintain battery processes | repair electronic equipment | Electrical Equipment | diagnose electronic equipment | correct malfunctions electronic equipment,réparer du matériel électronique | entretenir les équipements électroniques | effectuer la maintenance d'appareil électronique | installer du matériel électronique | dépanner du matériel électronique | maintenir les processus de batterie | entretenir des appareils électroniques | entretenir des équipements électroniques | maintenir du matériel électronique,hard,other_hard,ESCO,SKL_81519a81f725,,,,"Check and repair electronic equipment. Develop maintenance tasks on electronic equipment. Detect malfunction, locate faults and take measures to prevent damage.",source
USKL_f0a2d2c46642,edit photographs,retoucher des photographies,edit photos and negatives | edit photos | editing photographs | use photo editing software,,hard,other_hard,ESCO,SKL_bd0df72f06c9,,,,"Resize, enhance and retouche photographs, using airbrushing, editing software and other techniques.",source
USKL_ed6d17b5959e,Python,Python (programmation informatique),Python (computer programming) | Python 3K | Python (Programming Language) | Python.org | Python Programming Language | Python language | Python computer language,Python3000 | Py3K | Python2 | Python prog | Python3 | Pyston | Python 3k | langage de programmation Python | langage Python,hard,programming_languages,ESCO | KAGGLE | LIGHTCAST | ONET,SKL_1cd624314ce9 | SKL_2ecec1b55fc3 | SKL_8e978695ad02 | SKL_ff7e9ffbb211,Q28865,https://www.wikidata.org/wiki/Q28865,general-purpose programming language,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Python.",source
USKL_3662fce1958b,align antennae with receiving dishes,aligner des antennes et des paraboles,align antennae with receiving dish | sync antennae with receiving dishes | aligning antennae with receiving dishes | line up antennae with receiving dishes | coordinate antennae with receiving dishes,,hard,other_hard,ESCO,SKL_6130ab6af82c,,,,Align antennae with receiving dishes to obtain the clearest signal for transmission of broadcasts from field locations.,source
USKL_79c9d3bcdb39,3D body scanning technologies,technologies de mensuration corporelle en 3D,technologies for 3D body scanning | technologies for body scanning | 3D body scan technologies | 3D body scan,,hard,knowledge_general,ESCO,SKL_6ba4ee73d3f4,,,,The principles and usage of technologies for 3D body scanning used to capture the size and shape of the human body.,source
USKL_85e5a391223e,musical notation,notation musicale,music theory | musical rudiments | music notation | musical notations,transcription musicale,hard,knowledge_general,ESCO,SKL_735c5e99cdaa,,,,"The systems used to visually represent music through the use of written symbols, including ancient or modern musical symbols.",source
USKL_5237e5b50ee4,content marketing strategy,stratégie de marketing de contenu,content marketing plan | content marketing proposal | content marketing blueprint | content marketing strategies | a contents marketing strategy | contents marketing strategy,,hard,it_management,ESCO,SKL_89a64e81ab72,,,,The process of creation and share of media and publishing content in order to acquire customers.,source
USKL_00addb8a5eff,digital media,moyens de communication numériques,digital video media | digital audio media,médias vidéo numériques | médias audio numériques | médias numériques | supports audio numériques,hard,knowledge_general,ESCO,SKL_938d9250e59f,Q10334763,https://www.wikidata.org/wiki/Q10334763,academic discipline,The set of medias that are transmitted through electronic devices.,source
USKL_08efd5728515,microchip scanners,lecteurs de puce électronique,microchip scanner | limitations of microchip scanners | types of microchip scanners | micro-chip scanners | differences between microchip scanners | micro-chip scanner | knowledge of microchip scanners,,hard,knowledge_general,ESCO,SKL_8bcf015e6d12,,,,"The different types of scanners available, their limitations, and how to prepare, use and maintain them; the environmental constraints of using a scanner, including what external factors can affect the reading of a microchip, e.g. metal collars, proximity to computer screens etc.",source
USKL_0f5e05abaa53,IBM InfoSphere DataStage,IBM InfoSphere DataStage,Cognos Data Manager | InfoSphere DataStage MVS Edition | IBM InfoSphere DataStage Workgroup Edition | datastage,,hard,data_databases,ESCO | LIGHTCAST | ONET,SKL_612b2b0f7f42 | SKL_6a7d20f9cd13 | SKL_ac28289e01c7,Q5968866,https://www.wikidata.org/wiki/Q5968866,ETL tool,"The computer program IBM InfoSphere DataStage is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company IBM.",source
USKL_9dca14589ec3,set up multimedia equipment,mettre en place du matériel multimédia,assemble multimedia equipment | multimedia equipment set up | construct multimedia equipment | erect multimedia equipment | arrange multimedia equipment | setting up multimedia equipment | setting up of multimedia equipment,,hard,other_hard,ESCO,SKL_8fe62404bf31,,,,"Set up and test the multimedia and related systems and technology, according to their specifications.",source
USKL_84681786e8d9,design chassis,concevoir un châssis,model chassis | chassis design | develop chassis | arrange chassis | design a chassis | designing a chassis | produce chassis,,hard,other_hard,ESCO,SKL_0d423258e044,,,,"Devise and manufacture a series of custom chassis using design software. Apply compliance with own plans, creations and blueprints.",source
USKL_0928627738bf,advanced driver assistant systems,systèmes avancés d’aide à la conduite,vehicle-based intelligent safety systems | advanced driver aids for crash avoidance | advanced driver aids | advanced driver assistant systems for crash avoidance | vehicle-based intelligent safety systems for crash avoidance,,hard,knowledge_general,ESCO,SKL_a7c333122c4e,,,,"Vehicle-based intelligent safety systems which could improve road safety in terms of crash avoidance, crash severity mitigation and protection, and automatic post-crash notification of collision. Integrated in vehicle or infrastructure-based systems which contribute to some or all of these crash phases. More generally, some driver support systems are intended to improve safety whereas others are convenience functions.",source
USKL_3c46314c0a1f,WebCMS,WebCMS,WebCMS software systems,,hard,knowledge_general,ESCO,SKL_619ec6b46c43,,,,"The web-based software systems used for creating, editing, publishing and archiving blogs, articles, web pages or press releases which are mostly managed by users with limited web programming knowledge.",source
USKL_633be2764197,conduct impact evaluation of ICT processes on business,effectuer une évaluation de l’impact des processus de TIC sur une entreprise,evaluate ICT process impact | carry out ICT process impact evaluation,,hard,other_hard,ESCO,SKL_23352a87e7bc,,,,Evaluate the tangible consequences of the implementation of new ICT systems and functions on the current business structure and organisational procedures.,source
